year,month,rank_ME,rank_R6_1,nstocks,ret_vw
1967,1,1,1,407,24.4863
1967,1,1,2,195,19.7096
1967,1,1,3,125,17.9784
1967,1,1,4,94,12.9823
1967,1,1,5,71,14.4918
1967,1,2,1,94,21.8867
1967,1,2,2,80,16.2665
1967,1,2,3,77,15.6680
1967,1,2,4,73,12.0465
1967,1,2,5,72,12.0669
1967,1,3,1,68,13.2751
1967,1,3,2,93,13.5993
1967,1,3,3,122,7.2832
1967,1,3,4,153,5.9651
1967,1,3,5,170,5.8726
1967,2,1,1,434,4.5289
1967,2,1,2,160,4.2393
1967,2,1,3,117,5.8984
1967,2,1,4,98,5.3498
1967,2,1,5,88,7.9997
1967,2,2,1,100,0.7419
1967,2,2,2,88,3.0601
1967,2,2,3,77,2.2341
1967,2,2,4,64,1.6738
1967,2,2,5,68,4.5493
1967,2,3,1,70,1.6898
1967,2,3,2,90,-1.3051
1967,2,3,3,121,-0.6481
1967,2,3,4,152,2.0858
1967,2,3,5,172,1.6319
1967,3,1,1,349,4.7056
1967,3,1,2,161,6.1731
1967,3,1,3,137,6.5223
1967,3,1,4,108,9.7818
1967,3,1,5,143,10.6445
1967,3,2,1,87,5.0464
1967,3,2,2,78,5.0162
1967,3,2,3,75,4.5784
1967,3,2,4,65,8.1644
1967,3,2,5,101,7.9916
1967,3,3,1,85,3.9163
1967,3,3,2,112,4.7431
1967,3,3,3,120,3.8975
1967,3,3,4,151,3.6365
1967,3,3,5,140,5.5699
1967,4,1,1,252,3.1917
1967,4,1,2,127,2.7021
1967,4,1,3,140,3.7422
1967,4,1,4,155,6.1429
1967,4,1,5,225,7.0687
1967,4,2,1,85,1.8599
1967,4,2,2,72,3.1146
1967,4,2,3,66,1.9778
1967,4,2,4,76,4.6058
1967,4,2,5,113,5.5107
1967,4,3,1,102,7.5645
1967,4,3,2,122,1.8732
1967,4,3,3,135,1.5359
1967,4,3,4,126,3.4260
1967,4,3,5,122,7.6075
1967,5,1,1,225,-0.2866
1967,5,1,2,145,0.2596
1967,5,1,3,132,2.3200
1967,5,1,4,158,0.1705
1967,5,1,5,235,-0.7611
1967,5,2,1,80,-1.3478
1967,5,2,2,64,-1.1730
1967,5,2,3,62,-2.3378
1967,5,2,4,89,-1.1943
1967,5,2,5,122,-2.4223
1967,5,3,1,116,-5.6509
1967,5,3,2,125,-4.1014
1967,5,3,3,129,-2.9869
1967,5,3,4,113,-3.8877
1967,5,3,5,126,-4.0984
1967,6,1,1,131,3.4302
1967,6,1,2,127,5.1952
1967,6,1,3,175,6.7834
1967,6,1,4,181,11.6249
1967,6,1,5,272,18.4523
1967,6,2,1,57,2.6981
1967,6,2,2,71,4.5586
1967,6,2,3,85,6.0995
1967,6,2,4,82,6.7308
1967,6,2,5,124,12.3860
1967,6,3,1,145,0.5021
1967,6,3,2,127,2.3541
1967,6,3,3,97,0.4872
1967,6,3,4,115,4.8197
1967,6,3,5,120,4.5115
1967,7,1,1,115,10.2335
1967,7,1,2,140,8.9550
1967,7,1,3,140,10.1281
1967,7,1,4,176,12.1059
1967,7,1,5,303,8.0585
1967,7,2,1,60,6.0813
1967,7,2,2,66,5.5923
1967,7,2,3,76,7.9402
1967,7,2,4,91,10.1789
1967,7,2,5,137,6.0961
1967,7,3,1,143,3.2916
1967,7,3,2,119,4.3170
1967,7,3,3,125,5.5004
1967,7,3,4,104,5.1303
1967,7,3,5,111,6.3955
1967,8,1,1,101,-0.4851
1967,8,1,2,109,2.7231
1967,8,1,3,122,1.0833
1967,8,1,4,176,1.4034
1967,8,1,5,360,-0.7976
1967,8,2,1,58,0.3038
1967,8,2,2,67,2.7867
1967,8,2,3,79,-0.7230
1967,8,2,4,79,-0.0127
1967,8,2,5,140,-1.2442
1967,8,3,1,156,-0.8514
1967,8,3,2,134,-0.1850
1967,8,3,3,113,-0.1612
1967,8,3,4,103,-1.4170
1967,8,3,5,98,-1.7399
1967,9,1,1,125,6.0430
1967,9,1,2,114,6.7388
1967,9,1,3,126,7.7028
1967,9,1,4,155,7.8598
1967,9,1,5,349,9.0761
1967,9,2,1,61,3.0243
1967,9,2,2,68,2.1615
1967,9,2,3,71,5.1507
1967,9,2,4,92,5.4810
