year,month,rank_ME,rank_CM_12,nstocks,ret_vw
1979,7,1,1,70,2.4529
1979,7,1,2,71,-0.5030
1979,7,1,3,46,3.7875
1979,7,1,4,31,4.9023
1979,7,1,5,64,3.8888
1979,7,2,1,18,4.6450
1979,7,2,2,15,0.7768
1979,7,2,3,14,4.9644
1979,7,2,4,12,0.3049
1979,7,2,5,16,-0.5668
1979,7,3,1,10,2.2940
1979,7,3,2,12,1.1244
1979,7,3,3,14,3.6830
1979,7,3,4,9,1.0744
1979,7,3,5,17,0.6025
1979,8,1,1,128,7.1146
1979,8,1,2,91,8.1574
1979,8,1,3,93,7.8492
1979,8,1,4,71,8.8576
1979,8,1,5,106,10.8733
1979,8,2,1,32,4.6304
1979,8,2,2,21,4.4732
1979,8,2,3,26,7.9912
1979,8,2,4,24,7.3115
1979,8,2,5,23,7.1491
1979,8,3,1,16,5.5197
1979,8,3,2,22,4.7217
1979,8,3,3,28,5.8414
1979,8,3,4,18,4.4034
1979,8,3,5,28,6.7972
1979,9,1,1,151,0.0206
1979,9,1,2,103,0.1378
1979,9,1,3,139,-0.7641
1979,9,1,4,110,-0.3604
1979,9,1,5,141,-0.6671
1979,9,2,1,40,-1.4860
1979,9,2,2,22,-3.0307
1979,9,2,3,30,-0.7371
1979,9,2,4,33,-0.6061
1979,9,2,5,30,-0.2137
1979,9,3,1,23,2.5799
1979,9,3,2,29,-1.0257
1979,9,3,3,35,-0.8125
1979,9,3,4,22,8.1047
1979,9,3,5,31,2.2955
1979,10,1,1,168,-10.2152
1979,10,1,2,151,-10.5454
1979,10,1,3,177,-8.7359
1979,10,1,4,130,-9.7097
1979,10,1,5,164,-9.9952
1979,10,2,1,43,-9.6348
1979,10,2,2,40,-11.3675
1979,10,2,3,37,-10.1692
1979,10,2,4,39,-8.8473
1979,10,2,5,37,-9.1219
1979,10,3,1,27,-7.0790
1979,10,3,2,37,-8.4925
1979,10,3,3,40,-7.6688
1979,10,3,4,32,-4.4747
1979,10,3,5,41,-8.4747
1979,11,1,1,191,9.1591
1979,11,1,2,163,4.0428
1979,11,1,3,193,8.5904
1979,11,1,4,153,8.4765
1979,11,1,5,201,12.1462
1979,11,2,1,51,7.6478
1979,11,2,2,46,3.2041
1979,11,2,3,45,3.9982
1979,11,2,4,46,9.9567
1979,11,2,5,45,9.3332
1979,11,3,1,35,8.2125
1979,11,3,2,38,3.7725
1979,11,3,3,44,5.7854
1979,11,3,4,36,4.6686
1979,11,3,5,46,12.1298
1979,12,1,1,212,7.0420
1979,12,1,2,185,9.1130
1979,12,1,3,198,7.8343
1979,12,1,4,172,11.2184
1979,12,1,5,205,11.3320
1979,12,2,1,55,2.1449
1979,12,2,2,52,3.7708
1979,12,2,3,48,5.3399
1979,12,2,4,54,4.7173
1979,12,2,5,52,7.3173
1979,12,3,1,45,5.0451
1979,12,3,2,39,4.5623
1979,12,3,3,48,4.2432
1979,12,3,4,43,3.3275
1979,12,3,5,48,5.4227
1980,1,1,1,234,11.9326
1980,1,1,2,194,10.9046
1980,1,1,3,212,10.6904
1980,1,1,4,197,12.3805
1980,1,1,5,212,14.4906
1980,1,2,1,62,10.7133
1980,1,2,2,53,9.5469
1980,1,2,3,50,8.9021
1980,1,2,4,60,11.9409
1980,1,2,5,57,11.7102
1980,1,3,1,49,8.6592
1980,1,3,2,42,2.5808
1980,1,3,3,52,6.5963
1980,1,3,4,47,9.6057
1980,1,3,5,49,11.0685
1980,2,1,1,239,-1.3500
1980,2,1,2,210,-1.9152
1980,2,1,3,222,-0.0585
1980,2,1,4,217,-2.1917
1980,2,1,5,224,0.4469
1980,2,2,1,63,-2.6763
1980,2,2,2,58,-4.1529
1980,2,2,3,54,-3.1063
1980,2,2,4,66,-1.8015
1980,2,2,5,60,-0.2893
1980,2,3,1,54,3.2764
1980,2,3,2,46,-0.7448
1980,2,3,3,54,1.2128
1980,2,3,4,55,2.0364
1980,2,3,5,52,1.4455
1980,3,1,1,240,-19.0189
1980,3,1,2,216,-17.1005
1980,3,1,3,225,-19.3980
1980,3,1,4,224,-18.3371
1980,3,1,5,225,-19.6392
1980,3,2,1,65,-18.2675
1980,3,2,2,63,-17.8511
1980,3,2,3,56,-16.9249
1980,3,2,4,69,-19.8205
1980,3,2,5,62,-19.3559
1980,3,3,1,55,-15.5040
1980,3,3,2,48,-13.5410
1980,3,3,3,55,-14.0370
1980,3,3,4,56,-16.8053
1980,3,3,5,55,-17.4267
1980,4,1,1,260,6.0090
1980,4,1,2,224,5.8046
1980,4,1,3,229,6.4199
1980,4,1,4,236,7.0058
1980,4,1,5,250,7.2446
1980,4,2,1,74,3.0383
1980,4,2,2,70,2.3326
1980,4,2,3,59,2.2955
1980,4,2,4,74,6.7478
1980,4,2,5,67,8.3935
1980,4,3,1,60,3.5225
1980,4,3,2,55,4.0607
1980,4,3,3,56,3.7561
1980,4,3,4,57,4.1924
1980,4,3,5,57,5.5486
1980,5,1,1,261,6.4208
1980,5,1,2,224,4.3843
1980,5,1,3,238,6.0100
1980,5,1,4,245,4.2305
1980,5,1,5,252,5.5074
1980,5,2,1,79,10.1934
1980,5,2,2,71,8.5230
1980,5,2,3,65,7.8641
1980,5,2,4,76,7.3501
1980,5,2,5,68,5.3373
1980,5,3,1,61,7.7273
1980,5,3,2,55,7.9788
1980,5,3,3,61,7.2395
1980,5,3,4,58,6.5494
1980,5,3,5,57,7.8500
1980,6,1,1,262,2.7438
1980,6,1,2,226,3.9200
1980,6,1,3,243,4.8876
1980,6,1,4,243,4.2757
1980,6,1,5,251,4.4835
1980,6,2,1,82,2.6375
1980,6,2,2,73,3.3793
1980,6,2,3,67,6.3129
1980,6,2,4,78,5.7189
1980,6,2,5,72,5.6114
1980,6,3,1,62,4.9298
1980,6,3,2,56,2.7580
1980,6,3,3,63,3.9530
1980,6,3,4,59,6.2502
1980,6,3,5,59,7.3404
1980,7,1,1,284,14.0018
1980,7,1,2,248,10.9122
1980,7,1,3,248,14.1924
1980,7,1,4,248,12.9891
1980,7,1,5,276,13.2325
1980,7,2,1,81,11.9623
1980,7,2,2,80,10.5838
1980,7,2,3,68,8.8442
1980,7,2,4,81,10.5857
1980,7,2,5,84,10.5889
1980,7,3,1,63,10.5248
1980,7,3,2,59,9.5473
1980,7,3,3,65,9.3261
1980,7,3,4,60,8.3833
1980,7,3,5,61,10.2235
1980,8,1,1,301,9.5573
1980,8,1,2,264,8.4561
1980,8,1,3,269,8.9895
1980,8,1,4,251,8.5429
1980,8,1,5,304,11.5408
1980,8,2,1,86,6.6545
1980,8,2,2,83,6.9088
1980,8,2,3,73,6.7013
1980,8,2,4,79,7.0872
1980,8,2,5,89,7.1455
1980,8,3,1,66,2.3378
1980,8,3,2,63,2.8458
1980,8,3,3,66,2.0780
1980,8,3,4,60,3.5310
1980,8,3,5,67,3.3196
1980,9,1,1,289,4.4851
1980,9,1,2,265,5.1844
1980,9,1,3,272,4.5095
1980,9,1,4,260,3.2866
1980,9,1,5,311,5.4699
1980,9,2,1,85,4.9961
1980,9,2,2,86,3.8082
1980,9,2,3,83,3.5385
1980,9,2,4,81,4.9403
1980,9,2,5,93,4.3596
1980,9,3,1,68,5.3688
1980,9,3,2,63,3.5166
1980,9,3,3,67,2.1563
1980,9,3,4,62,2.3813
1980,9,3,5,68,7.5003
1980,10,1,1,288,5.2889
1980,10,1,2,263,4.6447
1980,10,1,3,267,4.7888
1980,10,1,4,272,5.8421
1980,10,1,5,301,6.8062
1980,10,2,1,85,3.9433
1980,10,2,2,87,3.6312
1980,10,2,3,82,2.8312
1980,10,2,4,88,3.4918
1980,10,2,5,92,7.1705
1980,10,3,1,67,3.5624
1980,10,3,2,63,1.2321
1980,10,3,3,64,1.4318
1980,10,3,4,65,1.8125
1980,10,3,5,59,4.0608
1980,11,1,1,286,7.5617
1980,11,1,2,254,8.0645
1980,11,1,3,266,8.2445
1980,11,1,4,281,11.7350
1980,11,1,5,293,13.2159
1980,11,2,1,91,11.9713
1980,11,2,2,81,12.8844
1980,11,2,3,84,9.2794
1980,11,2,4,93,14.1581
1980,11,2,5,95,17.0435
1980,11,3,1,67,12.3247
1980,11,3,2,63,13.2399
1980,11,3,3,64,11.3805
1980,11,3,4,68,13.5908
1980,11,3,5,62,16.1517
1980,12,1,1,287,-4.3303
1980,12,1,2,255,-4.5704
1980,12,1,3,264,-5.1590
1980,12,1,4,279,-5.9490
1980,12,1,5,291,-6.1406
1980,12,2,1,92,-6.1742
1980,12,2,2,83,-3.9801
1980,12,2,3,86,-4.6911
1980,12,2,4,94,-4.2582
1980,12,2,5,100,-4.0071
1980,12,3,1,66,-4.5306
1980,12,3,2,65,-3.0939
1980,12,3,3,65,-2.1972
1980,12,3,4,68,-4.8643
1980,12,3,5,65,-4.9597
1981,1,1,1,292,-0.7351
1981,1,1,2,260,-1.2733
1981,1,1,3,262,-0.4634
1981,1,1,4,279,-1.7133
1981,1,1,5,293,-4.4299
1981,1,2,1,95,-2.1865
1981,1,2,2,90,-2.6634
1981,1,2,3,85,-2.0202
1981,1,2,4,96,-2.6146
1981,1,2,5,101,-6.5518
1981,1,3,1,72,-5.6964
1981,1,3,2,65,-4.6158
1981,1,3,3,66,-3.9328
1981,1,3,4,67,-2.5794
1981,1,3,5,66,-8.9896
1981,2,1,1,303,-1.1991
1981,2,1,2,250,-0.6325
1981,2,1,3,265,-0.8757
1981,2,1,4,276,-0.5758
1981,2,1,5,289,-1.0489
1981,2,2,1,103,1.1392
1981,2,2,2,94,-1.3002
1981,2,2,3,87,1.1892
1981,2,2,4,95,0.6810
1981,2,2,5,102,0.0173
1981,2,3,1,73,1.8323
1981,2,3,2,65,3.7799
1981,2,3,3,64,4.2354
1981,2,3,4,64,1.6641
1981,2,3,5,66,1.3748
1981,3,1,1,295,7.3279
1981,3,1,2,255,7.0485
1981,3,1,3,265,6.4981
1981,3,1,4,280,7.3139
1981,3,1,5,300,5.4776
1981,3,2,1,101,8.3630
1981,3,2,2,97,9.1755
1981,3,2,3,87,9.6947
1981,3,2,4,94,8.5116
1981,3,2,5,109,8.4187
1981,3,3,1,72,6.4348
1981,3,3,2,64,3.3414
1981,3,3,3,64,6.3706
1981,3,3,4,64,5.9642
1981,3,3,5,71,4.6876
1981,4,1,1,288,4.5233
1981,4,1,2,257,4.1258
1981,4,1,3,264,5.5346
1981,4,1,4,277,3.6771
1981,4,1,5,298,3.1843
1981,4,2,1,97,0.5389
1981,4,2,2,96,3.8583
1981,4,2,3,85,2.9056
1981,4,2,4,94,2.1028
1981,4,2,5,108,1.9864
1981,4,3,1,70,-1.8706
1981,4,3,2,62,-1.8632
1981,4,3,3,63,-3.1944
1981,4,3,4,64,-2.2332
1981,4,3,5,72,-4.5964
1981,5,1,1,281,6.0667
1981,5,1,2,260,4.2567
1981,5,1,3,253,5.3898
1981,5,1,4,270,6.5121
1981,5,1,5,288,5.8902
1981,5,2,1,95,5.3404
1981,5,2,2,95,6.5051
1981,5,2,3,83,7.2254
1981,5,2,4,89,6.1224
1981,5,2,5,104,6.6331
1981,5,3,1,67,0.1831
1981,5,3,2,64,-1.1792
1981,5,3,3,62,1.0031
1981,5,3,4,60,0.0265
1981,5,3,5,72,-0.6338
1981,6,1,1,272,-2.7398
1981,6,1,2,260,-0.7332
1981,6,1,3,250,-0.6930
1981,6,1,4,259,-1.9949
1981,6,1,5,275,-1.7413
1981,6,2,1,93,-4.8459
1981,6,2,2,96,-5.7970
1981,6,2,3,82,-3.3649
1981,6,2,4,89,-4.0248
1981,6,2,5,101,-5.2149
1981,6,3,1,65,-3.3179
1981,6,3,2,64,-2.0900
1981,6,3,3,57,-3.7053
1981,6,3,4,57,-1.5881
1981,6,3,5,67,-3.6845
1981,7,1,1,304,-3.6339
1981,7,1,2,265,-3.9979
1981,7,1,3,256,-3.6235
1981,7,1,4,262,-4.2660
1981,7,1,5,296,-3.9239
1981,7,2,1,101,-0.7654
1981,7,2,2,99,-2.3286
1981,7,2,3,85,-2.3303
1981,7,2,4,91,-3.2161
1981,7,2,5,109,-2.4902
1981,7,3,1,67,1.5838
1981,7,3,2,65,-0.7825
1981,7,3,3,57,-1.2427
1981,7,3,4,58,0.7581
1981,7,3,5,71,1.3952
1981,8,1,1,308,-8.7927
1981,8,1,2,272,-8.4951
1981,8,1,3,252,-7.1707
1981,8,1,4,276,-7.8825
1981,8,1,5,301,-9.0143
1981,8,2,1,103,-7.5750
1981,8,2,2,100,-8.8819
1981,8,2,3,92,-8.5787
1981,8,2,4,94,-8.0855
1981,8,2,5,116,-7.7455
1981,8,3,1,70,-4.0403
1981,8,3,2,66,-4.7948
1981,8,3,3,58,-4.5309
1981,8,3,4,60,-3.8411
1981,8,3,5,69,-4.1812
1981,9,1,1,312,-11.0418
1981,9,1,2,265,-10.3697
1981,9,1,3,247,-8.9897
1981,9,1,4,288,-11.1081
1981,9,1,5,305,-11.3228
1981,9,2,1,103,-9.9695
1981,9,2,2,101,-8.8525
1981,9,2,3,89,-7.1922
1981,9,2,4,107,-9.3620
1981,9,2,5,118,-9.9114
1981,9,3,1,71,-7.7852
1981,9,3,2,63,-7.5287
1981,9,3,3,58,-7.4259
1981,9,3,4,61,-8.3372
1981,9,3,5,69,-9.1612
1981,10,1,1,292,8.3438
1981,10,1,2,271,9.3539
1981,10,1,3,260,9.0313
1981,10,1,4,285,10.2510
1981,10,1,5,301,9.6649
1981,10,2,1,109,9.0687
1981,10,2,2,101,8.4776
1981,10,2,3,89,9.9009
1981,10,2,4,106,8.0040
1981,10,2,5,119,10.3251
1981,10,3,1,68,6.5431
1981,10,3,2,62,6.0958
1981,10,3,3,60,5.6414
1981,10,3,4,60,10.0559
1981,10,3,5,69,8.4278
1981,11,1,1,287,0.8649
1981,11,1,2,282,1.0880
1981,11,1,3,270,2.1664
1981,11,1,4,282,1.2789
1981,11,1,5,307,1.7043
1981,11,2,1,106,2.7293
1981,11,2,2,106,3.1594
1981,11,2,3,92,2.1025
1981,11,2,4,105,3.7237
1981,11,2,5,116,2.8945
1981,11,3,1,67,1.0623
1981,11,3,2,61,2.5346
1981,11,3,3,62,0.9028
1981,11,3,4,63,3.3263
1981,11,3,5,68,1.5997
1981,12,1,1,298,-1.9547
1981,12,1,2,291,-1.0917
1981,12,1,3,272,-2.3164
1981,12,1,4,279,-0.7651
1981,12,1,5,294,-1.4335
1981,12,2,1,106,-4.3371
1981,12,2,2,111,-3.4783
1981,12,2,3,93,-3.3901
1981,12,2,4,98,-4.7764
1981,12,2,5,112,-3.3385
1981,12,3,1,70,-3.0126
1981,12,3,2,67,-0.5793
1981,12,3,3,60,-1.6420
1981,12,3,4,62,-0.9899
1981,12,3,5,66,-2.4051
1982,1,1,1,308,-0.6590
1982,1,1,2,289,0.6812
1982,1,1,3,274,-0.6944
1982,1,1,4,272,-0.5848
1982,1,1,5,302,-0.8715
1982,1,2,1,109,-4.6920
1982,1,2,2,110,-4.3612
1982,1,2,3,97,-3.8235
1982,1,2,4,100,-4.4731
1982,1,2,5,113,-4.6315
1982,1,3,1,68,-6.5805
1982,1,3,2,66,-5.1021
1982,1,3,3,60,-4.6728
1982,1,3,4,63,-3.7550
1982,1,3,5,65,-5.2468
1982,2,1,1,306,-5.1867
1982,2,1,2,290,-5.0837
1982,2,1,3,272,-5.1864
1982,2,1,4,262,-4.9209
1982,2,1,5,300,-5.3732
1982,2,2,1,109,-7.9981
1982,2,2,2,115,-5.9040
1982,2,2,3,96,-6.3628
1982,2,2,4,93,-6.3880
1982,2,2,5,112,-7.9206
1982,2,3,1,66,-8.4357
1982,2,3,2,67,-5.9107
1982,2,3,3,58,-6.1935
1982,2,3,4,55,-5.6075
1982,2,3,5,64,-6.3861
1982,3,1,1,302,-1.9834
1982,3,1,2,275,-2.1953
1982,3,1,3,257,-2.7065
1982,3,1,4,260,-1.2198
1982,3,1,5,295,-1.2353
1982,3,2,1,108,-4.8060
1982,3,2,2,104,-2.8223
1982,3,2,3,91,-2.9427
1982,3,2,4,92,-2.6375
1982,3,2,5,110,-2.7598
1982,3,3,1,64,-1.6423
1982,3,3,2,64,-0.4049
1982,3,3,3,57,-1.8187
1982,3,3,4,55,-1.4452
1982,3,3,5,63,-3.2217
1982,4,1,1,297,5.6904
1982,4,1,2,280,5.5051
1982,4,1,3,268,4.9523
1982,4,1,4,260,5.6356
1982,4,1,5,291,4.8123
1982,4,2,1,106,5.9447
1982,4,2,2,103,6.6395
1982,4,2,3,96,6.1457
1982,4,2,4,99,6.5925
1982,4,2,5,111,6.5722
1982,4,3,1,57,6.3489
1982,4,3,2,62,6.1193
1982,4,3,3,61,4.6995
1982,4,3,4,58,7.2428
1982,4,3,5,63,6.9839
1982,5,1,1,301,-2.1402
1982,5,1,2,273,-1.3955
1982,5,1,3,265,-1.9362
1982,5,1,4,256,-1.0485
1982,5,1,5,291,-1.9832
1982,5,2,1,109,-3.4738
1982,5,2,2,98,-2.7665
1982,5,2,3,91,-2.8041
1982,5,2,4,99,-2.3006
1982,5,2,5,108,-3.2938
1982,5,3,1,60,-2.7957
1982,5,3,2,61,-2.2178
1982,5,3,3,57,-2.5578
1982,5,3,4,57,-2.4369
1982,5,3,5,62,-3.4839
1982,6,1,1,281,-3.9381
1982,6,1,2,263,-1.6134
1982,6,1,3,256,-1.0775
1982,6,1,4,255,-2.4645
1982,6,1,5,279,-3.8852
1982,6,2,1,101,-3.8898
1982,6,2,2,92,-3.9407
1982,6,2,3,90,-4.0740
1982,6,2,4,97,-3.5778
1982,6,2,5,100,-3.2985
1982,6,3,1,58,-4.9135
1982,6,3,2,58,-2.7159
1982,6,3,3,54,-3.0506
1982,6,3,4,56,-3.3955
1982,6,3,5,58,-5.2364
1982,7,1,1,320,-2.4590
1982,7,1,2,281,-0.9198
1982,7,1,3,248,-1.6329
1982,7,1,4,252,-1.9315
1982,7,1,5,282,-1.2515
1982,7,2,1,102,-3.3179
1982,7,2,2,94,-2.6451
1982,7,2,3,86,-1.4331
1982,7,2,4,95,-0.7958
1982,7,2,5,98,-3.5476
1982,7,3,1,64,-3.5720
1982,7,3,2,59,-1.9766
1982,7,3,3,57,-2.7346
1982,7,3,4,56,-3.8040
1982,7,3,5,58,-3.7929
1982,8,1,1,341,6.0246
1982,8,1,2,287,5.0760
1982,8,1,3,263,7.0545
1982,8,1,4,273,5.5635
1982,8,1,5,321,5.6968
1982,8,2,1,110,9.3227
1982,8,2,2,90,10.7413
1982,8,2,3,88,11.2694
1982,8,2,4,101,9.3314
1982,8,2,5,97,10.6109
1982,8,3,1,63,11.1097
1982,8,3,2,60,14.3077
1982,8,3,3,58,14.4896
1982,8,3,4,60,13.8590
1982,8,3,5,62,13.9879
