year,month,rank_ME,rank_CIM_1,nstocks,ret_vw
1967,1,1,1,199,18.3984
1967,1,1,2,174,22.9570
1967,1,1,3,272,17.9827
1967,1,1,4,101,20.1505
1967,1,1,5,135,21.9224
1967,1,2,1,73,14.1739
1967,1,2,2,63,19.2159
1967,1,2,3,130,14.3617
1967,1,2,4,44,20.4734
1967,1,2,5,84,14.9988
1967,1,3,1,101,10.5749
1967,1,3,2,87,5.6818
1967,1,3,3,220,7.4461
1967,1,3,4,63,6.8861
1967,1,3,5,125,9.0932
1967,2,1,1,174,4.9989
1967,2,1,2,327,4.4933
1967,2,1,3,141,6.3687
1967,2,1,4,122,4.7434
1967,2,1,5,115,6.7902
1967,2,2,1,82,2.0655
1967,2,2,2,113,1.8463
1967,2,2,3,67,1.5299
1967,2,2,4,65,2.5180
1967,2,2,5,66,3.6508
1967,2,3,1,237,-0.0575
1967,2,3,2,152,1.4419
1967,2,3,3,68,1.0078
1967,2,3,4,77,-2.0476
1967,2,3,5,62,6.3808
1967,3,1,1,122,7.6139
1967,3,1,2,208,7.6587
1967,3,1,3,235,5.3816
1967,3,1,4,121,9.8334
1967,3,1,5,184,5.8176
1967,3,2,1,70,5.0395
1967,3,2,2,118,6.6816
1967,3,2,3,95,4.7981
1967,3,2,4,47,5.7077
1967,3,2,5,70,8.8833
1967,3,3,1,102,5.6380
1967,3,3,2,146,4.1679
1967,3,3,3,168,2.4029
1967,3,3,4,78,3.5467
1967,3,3,5,101,6.7729
1967,4,1,1,192,4.1945
1967,4,1,2,141,3.4929
1967,4,1,3,280,3.9897
1967,4,1,4,124,5.1037
1967,4,1,5,128,6.5959
1967,4,2,1,104,3.1881
1967,4,2,2,69,1.6001
1967,4,2,3,88,3.1495
1967,4,2,4,63,4.9584
1967,4,2,5,77,4.6541
1967,4,3,1,197,4.9851
1967,4,3,2,134,2.2763
1967,4,3,3,98,4.9028
1967,4,3,4,61,8.9482
1967,4,3,5,102,4.7555
1967,5,1,1,170,1.6097
1967,5,1,2,225,1.5514
1967,5,1,3,147,0.4783
1967,5,1,4,194,-1.8793
1967,5,1,5,123,-1.5140
1967,5,2,1,81,-1.8399
1967,5,2,2,99,-1.0338
1967,5,2,3,53,-1.2420
1967,5,2,4,94,-3.4817
1967,5,2,5,74,-1.0981
1967,5,3,1,134,-2.4621
1967,5,3,2,183,-4.8706
1967,5,3,3,72,-4.1246
1967,5,3,4,115,-4.4704
1967,5,3,5,88,-5.4842
1967,6,1,1,144,14.7396
1967,6,1,2,192,9.4331
1967,6,1,3,111,10.5928
1967,6,1,4,124,9.4935
1967,6,1,5,275,10.7917
1967,6,2,1,54,8.9560
1967,6,2,2,119,6.2336
1967,6,2,3,64,7.7069
1967,6,2,4,76,7.4560
1967,6,2,5,90,7.2100
1967,6,3,1,78,3.2702
1967,6,3,2,195,-0.3424
1967,6,3,3,111,3.1857
1967,6,3,4,74,2.2365
1967,6,3,5,129,2.9800
1967,7,1,1,142,9.5922
1967,7,1,2,183,10.0052
1967,7,1,3,159,9.4513
1967,7,1,4,212,10.2749
1967,7,1,5,134,9.0836
1967,7,2,1,79,7.0351
1967,7,2,2,92,7.5342
1967,7,2,3,82,7.7773
1967,7,2,4,85,6.0981
1967,7,2,5,72,8.8169
1967,7,3,1,174,4.9789
1967,7,3,2,67,7.9386
1967,7,3,3,111,0.9582
1967,7,3,4,100,6.5877
1967,7,3,5,133,4.3702
1967,8,1,1,165,0.6495
1967,8,1,2,122,-0.6194
1967,8,1,3,164,-1.3521
1967,8,1,4,298,1.2872
1967,8,1,5,131,0.8816
1967,8,2,1,92,-0.6314
1967,8,2,2,57,-1.7247
1967,8,2,3,84,0.6201
1967,8,2,4,132,0.4101
1967,8,2,5,74,-0.2968
1967,8,3,1,191,-0.7016
1967,8,3,2,60,-0.2387
1967,8,3,3,80,0.8592
1967,8,3,4,169,-1.2587
1967,8,3,5,95,-0.8257
1967,9,1,1,211,8.7037
1967,9,1,2,266,7.4551
1967,9,1,3,126,8.3724
1967,9,1,4,113,7.5556
1967,9,1,5,160,7.7430
1967,9,2,1,95,4.5379
1967,9,2,2,139,3.2490
1967,9,2,3,69,6.7569
1967,9,2,4,62,7.2811
1967,9,2,5,71,4.5577
1967,9,3,1,176,2.8756
1967,9,3,2,200,1.3274
1967,9,3,3,78,2.8150
1967,9,3,4,68,8.2947
1967,9,3,5,72,3.6749
1967,10,1,1,200,-1.3850
1967,10,1,2,144,-1.5417
1967,10,1,3,249,-1.6971
1967,10,1,4,132,-3.1549
1967,10,1,5,148,-1.1153
1967,10,2,1,115,-2.9606
1967,10,2,2,83,-4.8217
1967,10,2,3,102,-1.1528
1967,10,2,4,68,-4.3651
1967,10,2,5,62,-2.7360
1967,10,3,1,238,-3.1114
1967,10,3,2,86,-5.6662
1967,10,3,3,108,-3.9560
1967,10,3,4,55,-4.8441
1967,10,3,5,104,2.1234
1967,11,1,1,151,0.7005
1967,11,1,2,129,0.8740
1967,11,1,3,231,-0.0708
1967,11,1,4,196,-0.2269
1967,11,1,5,154,0.4770
1967,11,2,1,88,1.6847
1967,11,2,2,88,0.3179
1967,11,2,3,105,1.3126
1967,11,2,4,89,0.9648
1967,11,2,5,58,0.0239
1967,11,3,1,81,-0.8181
1967,11,3,2,113,-0.2362
1967,11,3,3,189,1.0189
1967,11,3,4,130,-0.2367
1967,11,3,5,78,3.3390
1967,12,1,1,110,10.6517
1967,12,1,2,151,12.8980
1967,12,1,3,226,11.0340
1967,12,1,4,273,8.9718
1967,12,1,5,97,7.5125
1967,12,2,1,60,6.6069
1967,12,2,2,71,11.0512
1967,12,2,3,138,6.5624
1967,12,2,4,105,6.0562
1967,12,2,5,48,9.7708
1967,12,3,1,79,4.4105
1967,12,3,2,98,1.5287
1967,12,3,3,186,3.6977
1967,12,3,4,180,3.0507
1967,12,3,5,48,0.8452
1968,1,1,1,171,2.7237
1968,1,1,2,153,3.1164
1968,1,1,3,169,4.4655
1968,1,1,4,248,4.4060
1968,1,1,5,100,3.3757
1968,1,2,1,79,-3.2213
1968,1,2,2,102,-0.8483
1968,1,2,3,106,0.7260
1968,1,2,4,99,0.0845
1968,1,2,5,44,-0.2505
1968,1,3,1,99,-6.3199
1968,1,3,2,82,-6.5138
1968,1,3,3,189,-1.8185
1968,1,3,4,162,-1.7617
1968,1,3,5,55,-9.1474
1968,2,1,1,161,-9.4661
1968,2,1,2,147,-5.4467
1968,2,1,3,153,-5.4180
1968,2,1,4,183,-4.6408
1968,2,1,5,188,-5.5304
1968,2,2,1,85,-7.6267
1968,2,2,2,106,-3.8897
1968,2,2,3,63,-5.0489
1968,2,2,4,81,-3.6699
1968,2,2,5,92,-4.6536
1968,2,3,1,109,-3.9586
1968,2,3,2,116,-3.3845
1968,2,3,3,70,-3.9904
1968,2,3,4,117,-2.1940
1968,2,3,5,168,-1.9456
1968,3,1,1,253,-0.5296
1968,3,1,2,149,-0.8952
1968,3,1,3,128,-2.6293
1968,3,1,4,199,-2.0799
1968,3,1,5,114,-1.8899
1968,3,2,1,102,-0.1501
1968,3,2,2,65,-0.0545
1968,3,2,3,57,-1.4592
1968,3,2,4,111,-1.4369
1968,3,2,5,80,-0.9008
1968,3,3,1,145,1.2093
1968,3,3,2,78,3.7914
1968,3,3,3,43,-0.4145
1968,3,3,4,116,-0.4152
1968,3,3,5,194,-0.7292
1968,4,1,1,113,13.4155
1968,4,1,2,157,16.0744
1968,4,1,3,156,12.7676
1968,4,1,4,282,18.4159
1968,4,1,5,135,18.3133
1968,4,2,1,97,9.1136
1968,4,2,2,82,16.3013
1968,4,2,3,80,14.3085
1968,4,2,4,101,15.8124
1968,4,2,5,49,14.6377
1968,4,3,1,181,6.4749
1968,4,3,2,119,6.7898
1968,4,3,3,102,11.3485
1968,4,3,4,100,8.2806
1968,4,3,5,75,12.3935
1968,5,1,1,158,10.0836
1968,5,1,2,161,10.9611
1968,5,1,3,116,9.7763
1968,5,1,4,243,15.6588
1968,5,1,5,153,12.5598
1968,5,2,1,124,4.7916
1968,5,2,2,78,8.6793
1968,5,2,3,52,8.3235
1968,5,2,4,96,6.3430
1968,5,2,5,58,6.8658
1968,5,3,1,175,1.5457
1968,5,3,2,124,0.8009
1968,5,3,3,58,-1.1578
1968,5,3,4,112,1.2415
