year,month,rank_ME,rank_Rev_6,nstocks,ret_vw
1967,1,1,1,62,19.8272
1967,1,1,2,27,17.5780
1967,1,1,3,27,14.6250
1967,1,1,4,27,19.8260
1967,1,1,5,29,20.1219
1967,1,2,1,48,20.8367
1967,1,2,2,54,14.6435
1967,1,2,3,44,11.8291
1967,1,2,4,47,12.0338
1967,1,2,5,51,19.6907
1967,1,3,1,74,8.1488
1967,1,3,2,101,8.8999
1967,1,3,3,113,6.0527
1967,1,3,4,109,5.9356
1967,1,3,5,104,9.6451
1967,2,1,1,65,5.5712
1967,2,1,2,38,3.0494
1967,2,1,3,42,2.3873
1967,2,1,4,34,3.2506
1967,2,1,5,33,-0.3588
1967,2,2,1,60,3.1024
1967,2,2,2,74,2.1277
1967,2,2,3,63,1.0888
1967,2,2,4,61,2.3815
1967,2,2,5,56,-0.1148
1967,2,3,1,86,0.7916
1967,2,3,2,133,2.0817
1967,2,3,3,145,-0.0236
1967,2,3,4,138,-0.0830
1967,2,3,5,118,1.0561
1967,3,1,1,68,5.3701
1967,3,1,2,43,6.9720
1967,3,1,3,50,5.0807
1967,3,1,4,46,7.6231
1967,3,1,5,41,6.5410
1967,3,2,1,68,6.8856
1967,3,2,2,83,4.7933
1967,3,2,3,72,5.1996
1967,3,2,4,73,5.5018
1967,3,2,5,62,5.7626
1967,3,3,1,98,3.6992
1967,3,3,2,163,4.8072
1967,3,3,3,174,2.7717
1967,3,3,4,153,4.1644
1967,3,3,5,124,5.3604
1967,4,1,1,74,4.0590
1967,4,1,2,49,3.9346
1967,4,1,3,56,3.2792
1967,4,1,4,51,5.7255
1967,4,1,5,45,3.7675
1967,4,2,1,74,1.8902
1967,4,2,2,91,2.2420
1967,4,2,3,83,2.8199
1967,4,2,4,81,5.1458
1967,4,2,5,64,2.9578
1967,4,3,1,107,0.8917
1967,4,3,2,172,4.4220
1967,4,3,3,187,4.1729
1967,4,3,4,162,4.9609
1967,4,3,5,129,6.1916
1967,5,1,1,76,1.0551
1967,5,1,2,54,-1.1441
1967,5,1,3,61,-2.1232
1967,5,1,4,59,2.1895
1967,5,1,5,46,0.8842
1967,5,2,1,83,-1.9489
1967,5,2,2,99,-1.7361
1967,5,2,3,98,-2.7109
1967,5,2,4,90,-0.2357
1967,5,2,5,68,-1.6723
1967,5,3,1,118,-4.5238
1967,5,3,2,198,-3.8385
1967,5,3,3,201,-4.0654
1967,5,3,4,175,-4.3988
1967,5,3,5,136,-5.6591
1967,6,1,1,79,9.2057
1967,6,1,2,59,6.6416
1967,6,1,3,66,10.1339
1967,6,1,4,64,7.0117
1967,6,1,5,48,9.0785
1967,6,2,1,86,7.9406
1967,6,2,2,98,5.7416
1967,6,2,3,98,6.0585
1967,6,2,4,95,5.9024
1967,6,2,5,72,5.6967
1967,6,3,1,123,2.5115
1967,6,3,2,206,2.3753
1967,6,3,3,215,1.1468
1967,6,3,4,185,2.1569
1967,6,3,5,141,1.8981
1967,7,1,1,77,8.7531
1967,7,1,2,55,8.8650
1967,7,1,3,65,9.4965
1967,7,1,4,62,10.1056
1967,7,1,5,49,9.7293
1967,7,2,1,86,7.8793
1967,7,2,2,106,9.0778
1967,7,2,3,100,8.3380
1967,7,2,4,101,8.3807
1967,7,2,5,75,6.0243
1967,7,3,1,125,0.0559
1967,7,3,2,215,3.8758
1967,7,3,3,204,5.9111
1967,7,3,4,183,6.7087
1967,7,3,5,142,4.8407
1967,8,1,1,253,0.8043
1967,8,1,2,131,-0.5804
1967,8,1,3,118,-1.4262
1967,8,1,4,122,-0.3873
1967,8,1,5,119,0.8835
1967,8,2,1,98,0.1784
1967,8,2,2,103,0.0708
1967,8,2,3,105,0.2797
1967,8,2,4,124,0.5978
1967,8,2,5,97,0.0863
1967,8,3,1,129,-0.7418
1967,8,3,2,213,-0.6446
1967,8,3,3,204,-0.6137
1967,8,3,4,183,-0.6778
1967,8,3,5,155,-0.9681
1967,9,1,1,288,7.4140
1967,9,1,2,151,4.7894
1967,9,1,3,147,4.7437
1967,9,1,4,150,6.9388
1967,9,1,5,126,5.6270
1967,9,2,1,103,2.8712
1967,9,2,2,114,1.7518
1967,9,2,3,113,5.5441
1967,9,2,4,124,5.8786
1967,9,2,5,103,3.9024
1967,9,3,1,134,1.6864
1967,9,3,2,204,2.5872
1967,9,3,3,199,4.1747
1967,9,3,4,182,3.5799
1967,9,3,5,158,2.6949
1967,10,1,1,293,-0.5171
1967,10,1,2,170,-1.6709
1967,10,1,3,167,-2.5952
1967,10,1,4,156,-3.1707
1967,10,1,5,128,-4.8346
1967,10,2,1,106,-2.1923
1967,10,2,2,109,-3.0793
1967,10,2,3,114,-2.9112
1967,10,2,4,129,-1.6436
1967,10,2,5,103,-4.4914
1967,10,3,1,124,-3.7950
1967,10,3,2,207,-5.0794
1967,10,3,3,201,-1.1244
1967,10,3,4,185,-3.2233
1967,10,3,5,160,-2.3761
1967,11,1,1,310,-0.2964
1967,11,1,2,192,-0.5797
1967,11,1,3,184,-1.3076
1967,11,1,4,166,0.6590
1967,11,1,5,131,0.9420
1967,11,2,1,103,0.9245
1967,11,2,2,111,-0.1273
1967,11,2,3,113,-0.7955
1967,11,2,4,129,2.1356
1967,11,2,5,108,0.3313
1967,11,3,1,127,-0.7361
1967,11,3,2,213,0.6146
1967,11,3,3,211,0.7222
1967,11,3,4,184,1.3185
1967,11,3,5,165,1.2484
1967,12,1,1,313,11.8515
1967,12,1,2,203,9.3277
1967,12,1,3,211,9.9525
1967,12,1,4,186,8.0587
1967,12,1,5,133,9.5163
1967,12,2,1,98,7.7004
1967,12,2,2,110,5.0502
1967,12,2,3,119,6.5907
1967,12,2,4,130,6.4026
1967,12,2,5,107,6.6644
1967,12,3,1,124,2.3682
1967,12,3,2,206,4.5384
1967,12,3,3,213,2.5601
1967,12,3,4,190,2.1076
1967,12,3,5,164,1.8747
1968,1,1,1,311,6.0151
1968,1,1,2,219,4.7499
1968,1,1,3,225,4.7038
1968,1,1,4,201,2.6172
1968,1,1,5,140,1.5563
1968,1,2,1,107,2.7337
1968,1,2,2,112,1.2608
1968,1,2,3,121,1.4607
1968,1,2,4,131,-1.5958
1968,1,2,5,114,-2.9264
1968,1,3,1,117,-0.1728
1968,1,3,2,206,-2.4735
1968,1,3,3,213,-3.3332
1968,1,3,4,193,-4.3957
1968,1,3,5,167,-8.7701
1968,2,1,1,308,-8.1294
1968,2,1,2,216,-4.8161
1968,2,1,3,231,-5.2563
1968,2,1,4,208,-6.1695
1968,2,1,5,136,-5.4276
1968,2,2,1,105,-4.2049
1968,2,2,2,118,-2.5093
1968,2,2,3,118,-3.2050
1968,2,2,4,123,-5.5519
1968,2,2,5,121,-6.6207
1968,2,3,1,114,-2.1032
1968,2,3,2,205,-2.0480
1968,2,3,3,214,-2.3790
1968,2,3,4,193,-3.4228
1968,2,3,5,162,-4.5207
1968,3,1,1,298,-1.7219
1968,3,1,2,222,-1.1889
1968,3,1,3,240,-1.2911
1968,3,1,4,226,-0.7309
1968,3,1,5,141,-1.5515
1968,3,2,1,101,-1.1982
1968,3,2,2,123,-2.0420
1968,3,2,3,113,-3.1872
1968,3,2,4,129,-1.7558
1968,3,2,5,123,-1.4436
1968,3,3,1,116,-1.6373
1968,3,3,2,196,-0.7172
1968,3,3,3,212,-0.4188
1968,3,3,4,190,2.9827
1968,3,3,5,161,2.5283
1968,4,1,1,295,16.3266
1968,4,1,2,226,14.6246
1968,4,1,3,246,14.0755
1968,4,1,4,227,12.5908
1968,4,1,5,152,15.4704
1968,4,2,1,101,11.3586
1968,4,2,2,129,10.7573
1968,4,2,3,121,11.6812
1968,4,2,4,131,13.5554
1968,4,2,5,121,15.9063
1968,4,3,1,120,5.6915
1968,4,3,2,204,6.3469
1968,4,3,3,215,8.5176
1968,4,3,4,188,10.2269
1968,4,3,5,164,11.3349
1968,5,1,1,282,12.9296
1968,5,1,2,229,12.6005
1968,5,1,3,257,12.0463
1968,5,1,4,232,10.9211
1968,5,1,5,151,9.3839
1968,5,2,1,101,5.5277
1968,5,2,2,124,5.3678
1968,5,2,3,122,7.1848
1968,5,2,4,129,6.3997
1968,5,2,5,127,8.0746
1968,5,3,1,126,0.1428
1968,5,3,2,197,0.6650
1968,5,3,3,206,1.4146
1968,5,3,4,182,2.7514
1968,5,3,5,154,3.9488
1968,6,1,1,268,0.2699
1968,6,1,2,232,1.3806
1968,6,1,3,265,1.0417
1968,6,1,4,236,0.4286
1968,6,1,5,163,-0.8457
