year,month,rank_ME,rank_EPq_6,nstocks,ret_vw
1967,1,1,1,72,18.4036
1967,1,1,2,44,23.5808
1967,1,1,3,64,16.8705
1967,1,1,4,97,18.9517
1967,1,1,5,167,21.0417
1967,1,2,1,37,11.2521
1967,1,2,2,27,13.7773
1967,1,2,3,50,15.6853
1967,1,2,4,62,18.4633
1967,1,2,5,69,19.8833
1967,1,3,1,139,6.4329
1967,1,3,2,128,6.0943
1967,1,3,3,98,6.7248
1967,1,3,4,80,13.3966
1967,1,3,5,46,15.1270
1967,2,1,1,132,5.4327
1967,2,1,2,75,5.3050
1967,2,1,3,105,5.5938
1967,2,1,4,150,4.0438
1967,2,1,5,232,3.1359
1967,2,2,1,65,1.6345
1967,2,2,2,55,2.7880
1967,2,2,3,80,2.2123
1967,2,2,4,95,1.8430
1967,2,2,5,101,1.2223
1967,2,3,1,179,3.2420
1967,2,3,2,197,0.3608
1967,2,3,3,172,-0.7621
1967,2,3,4,136,-1.6535
1967,2,3,5,71,-0.4682
1967,3,1,1,149,8.6722
1967,3,1,2,97,7.4896
1967,3,1,3,134,7.4819
1967,3,1,4,167,7.1551
1967,3,1,5,262,6.5411
1967,3,2,1,76,5.6896
1967,3,2,2,65,6.3252
1967,3,2,3,89,6.4712
1967,3,2,4,114,6.7235
1967,3,2,5,111,6.6284
1967,3,3,1,190,4.5018
1967,3,3,2,214,3.5237
1967,3,3,3,188,4.2283
1967,3,3,4,146,5.4245
1967,3,3,5,84,6.8192
1967,4,1,1,160,4.7888
1967,4,1,2,119,4.8243
1967,4,1,3,150,4.9625
1967,4,1,4,191,3.7619
1967,4,1,5,289,5.1792
1967,4,2,1,83,2.3432
1967,4,2,2,77,4.6843
1967,4,2,3,97,3.9645
1967,4,2,4,123,4.4888
1967,4,2,5,119,5.0501
1967,4,3,1,194,6.9753
1967,4,3,2,228,2.8026
1967,4,3,3,200,2.4302
1967,4,3,4,159,4.4623
1967,4,3,5,92,3.0765
1967,5,1,1,194,0.3644
1967,5,1,2,143,-1.0380
1967,5,1,3,185,0.7520
1967,5,1,4,242,-0.3577
1967,5,1,5,342,0.1975
1967,5,2,1,100,-2.3000
1967,5,2,2,106,-3.2681
1967,5,2,3,121,-1.6367
1967,5,2,4,150,-1.0617
1967,5,2,5,139,-2.0969
1967,5,3,1,232,-5.4756
1967,5,3,2,262,-5.2031
1967,5,3,3,249,-2.9974
1967,5,3,4,188,-3.9261
1967,5,3,5,128,-1.7258
1967,6,1,1,205,13.1473
1967,6,1,2,160,15.6254
1967,6,1,3,200,11.1042
1967,6,1,4,258,9.8610
1967,6,1,5,353,9.3608
1967,6,2,1,115,9.4732
1967,6,2,2,112,6.2713
1967,6,2,3,132,5.4982
1967,6,2,4,158,6.8712
1967,6,2,5,148,8.2803
1967,6,3,1,234,2.5853
1967,6,3,2,276,1.9472
1967,6,3,3,265,0.8081
1967,6,3,4,202,1.5542
1967,6,3,5,137,3.3224
1967,7,1,1,203,9.0743
1967,7,1,2,152,8.2648
1967,7,1,3,181,8.5728
1967,7,1,4,227,10.3812
1967,7,1,5,307,9.9399
1967,7,2,1,114,6.4866
1967,7,2,2,112,6.0826
1967,7,2,3,124,7.9378
1967,7,2,4,137,8.2567
1967,7,2,5,133,9.7889
1967,7,3,1,206,4.4525
1967,7,3,2,258,1.5748
1967,7,3,3,250,6.1413
1967,7,3,4,188,7.1317
1967,7,3,5,129,6.0444
1967,8,1,1,240,-1.3233
1967,8,1,2,187,0.3222
1967,8,1,3,196,1.6254
1967,8,1,4,243,-0.4458
1967,8,1,5,313,1.1872
1967,8,2,1,127,-1.3344
1967,8,2,2,120,-1.1624
1967,8,2,3,136,0.1783
1967,8,2,4,152,0.3365
1967,8,2,5,143,1.3888
1967,8,3,1,217,-0.8879
1967,8,3,2,270,-0.4013
1967,8,3,3,275,-1.2913
1967,8,3,4,218,-0.8031
1967,8,3,5,164,-0.1324
1967,9,1,1,246,11.0061
1967,9,1,2,190,9.0846
1967,9,1,3,188,8.2403
1967,9,1,4,233,7.0475
1967,9,1,5,309,6.3608
1967,9,2,1,130,5.2155
1967,9,2,2,125,3.9270
1967,9,2,3,136,4.7718
1967,9,2,4,149,4.4110
1967,9,2,5,146,3.5793
1967,9,3,1,217,4.2192
1967,9,3,2,273,2.6023
1967,9,3,3,276,2.9426
1967,9,3,4,224,3.5036
1967,9,3,5,165,3.7598
1967,10,1,1,220,0.9072
1967,10,1,2,188,-1.1822
1967,10,1,3,175,-2.7098
1967,10,1,4,210,-2.6594
1967,10,1,5,273,-2.5312
1967,10,2,1,117,-2.2262
1967,10,2,2,119,-4.1876
1967,10,2,3,132,-3.2356
1967,10,2,4,136,-2.9220
1967,10,2,5,123,-4.0634
1967,10,3,1,185,0.6316
1967,10,3,2,246,-4.2479
1967,10,3,3,252,-3.9692
1967,10,3,4,201,-3.6024
1967,10,3,5,158,-4.4889
1967,11,1,1,251,-0.0777
1967,11,1,2,220,1.5086
1967,11,1,3,192,1.0124
1967,11,1,4,212,-0.2630
1967,11,1,5,286,0.1342
1967,11,2,1,130,2.6356
1967,11,2,2,136,1.6249
1967,11,2,3,141,0.4314
1967,11,2,4,146,-0.1756
1967,11,2,5,135,0.3680
1967,11,3,1,198,2.3053
1967,11,3,2,264,-0.0232
1967,11,3,3,273,-0.2146
1967,11,3,4,224,0.0240
1967,11,3,5,188,0.7655
1967,12,1,1,247,10.8070
1967,12,1,2,224,12.2256
1967,12,1,3,199,8.9896
1967,12,1,4,205,8.0952
1967,12,1,5,288,7.6317
1967,12,2,1,138,8.7288
1967,12,2,2,139,5.8586
1967,12,2,3,140,4.5979
1967,12,2,4,141,4.9995
1967,12,2,5,134,7.1951
1967,12,3,1,191,1.4519
1967,12,3,2,252,3.0846
1967,12,3,3,264,2.9508
1967,12,3,4,225,3.5803
1967,12,3,5,193,4.1502
1968,1,1,1,230,2.3013
1968,1,1,2,221,3.6966
1968,1,1,3,188,1.7100
1968,1,1,4,188,3.2610
1968,1,1,5,244,5.3582
1968,1,2,1,124,-4.6845
1968,1,2,2,122,-4.0291
1968,1,2,3,132,-0.2526
1968,1,2,4,137,2.3334
1968,1,2,5,120,3.2860
1968,1,3,1,170,-8.0836
1968,1,3,2,208,-5.3548
1968,1,3,3,238,-1.9650
1968,1,3,4,205,-1.9548
1968,1,3,5,171,-1.8752
1968,2,1,1,282,-8.8134
1968,2,1,2,236,-6.8602
1968,2,1,3,201,-6.3945
1968,2,1,4,209,-5.2080
1968,2,1,5,265,-4.4318
1968,2,2,1,147,-6.5171
1968,2,2,2,145,-5.6395
1968,2,2,3,150,-4.1583
1968,2,2,4,140,-3.7700
1968,2,2,5,138,-4.3244
1968,2,3,1,192,-2.7305
1968,2,3,2,244,-3.6355
1968,2,3,3,269,-2.7591
1968,2,3,4,236,-2.4011
1968,2,3,5,189,-4.2616
1968,3,1,1,276,-1.4445
1968,3,1,2,246,-1.7345
1968,3,1,3,200,-1.8487
1968,3,1,4,207,-0.2809
1968,3,1,5,274,-0.9940
1968,3,2,1,155,-2.0411
1968,3,2,2,146,-1.0912
1968,3,2,3,155,-1.5192
1968,3,2,4,139,-0.6706
1968,3,2,5,140,-1.8179
1968,3,3,1,198,3.9112
1968,3,3,2,246,0.1183
1968,3,3,3,273,-0.8064
1968,3,3,4,246,-1.1477
1968,3,3,5,190,-0.6229
1968,4,1,1,253,16.9698
1968,4,1,2,208,16.5398
1968,4,1,3,184,17.0511
1968,4,1,4,201,16.5091
1968,4,1,5,268,15.6904
1968,4,2,1,146,17.8545
1968,4,2,2,137,14.4746
1968,4,2,3,140,12.7964
1968,4,2,4,126,10.5740
1968,4,2,5,126,13.1319
1968,4,3,1,184,11.4333
1968,4,3,2,234,10.9390
1968,4,3,3,250,6.5687
1968,4,3,4,224,5.3277
1968,4,3,5,158,9.1519
1968,5,1,1,293,13.7464
1968,5,1,2,249,11.3123
1968,5,1,3,208,9.9637
1968,5,1,4,225,10.3174
1968,5,1,5,310,9.7912
1968,5,2,1,163,7.5814
1968,5,2,2,153,7.6988
1968,5,2,3,162,7.3771
1968,5,2,4,136,5.0723
1968,5,2,5,149,7.1777
1968,5,3,1,206,3.1815
1968,5,3,2,252,1.1166
1968,5,3,3,272,1.0946
1968,5,3,4,251,0.2219
1968,5,3,5,185,1.8221
1968,6,1,1,296,0.5058
1968,6,1,2,253,0.6542
1968,6,1,3,205,1.4557
1968,6,1,4,234,2.0152
1968,6,1,5,305,2.5672
1968,6,2,1,169,-1.1787
1968,6,2,2,155,-0.6953
1968,6,2,3,153,0.3373
1968,6,2,4,141,2.7230
1968,6,2,5,148,1.3171
1968,6,3,1,210,-0.8910
1968,6,3,2,253,0.7222
1968,6,3,3,266,1.6615
1968,6,3,4,250,2.9510
1968,6,3,5,193,2.8710
1968,7,1,1,272,-4.5566
1968,7,1,2,209,-3.5841
1968,7,1,3,192,-2.7355
1968,7,1,4,211,-3.8567
1968,7,1,5,278,-2.4293
1968,7,2,1,149,-5.4994
1968,7,2,2,148,-4.9828
1968,7,2,3,137,-4.3669
1968,7,2,4,127,-2.9179
1968,7,2,5,132,-1.2727
1968,7,3,1,200,-5.1578
1968,7,3,2,226,-3.6769
1968,7,3,3,244,-1.7442
1968,7,3,4,225,3.0382
1968,7,3,5,162,-1.5028
1968,8,1,1,309,4.9779
1968,8,1,2,245,4.4814
1968,8,1,3,230,4.8118
1968,8,1,4,218,5.0591
1968,8,1,5,294,5.5699
1968,8,2,1,172,2.2083
1968,8,2,2,153,4.1503
1968,8,2,3,149,3.9332
1968,8,2,4,136,4.0783
1968,8,2,5,155,4.4172
1968,8,3,1,216,1.4277
1968,8,3,2,244,1.6783
1968,8,3,3,264,1.3690
1968,8,3,4,248,1.3399
1968,8,3,5,195,1.2472
1968,9,1,1,318,8.8934
1968,9,1,2,254,6.2946
1968,9,1,3,242,5.9587
1968,9,1,4,223,6.4231
1968,9,1,5,291,6.7770
1968,9,2,1,179,7.3083
1968,9,2,2,153,6.7307
1968,9,2,3,146,6.7856
1968,9,2,4,132,5.2648
1968,9,2,5,154,6.1541
1968,9,3,1,212,2.6812
1968,9,3,2,247,4.6547
1968,9,3,3,265,3.9722
1968,9,3,4,251,3.4787
1968,9,3,5,196,6.1713
1968,10,1,1,288,-2.3853
1968,10,1,2,233,0.1952
1968,10,1,3,219,0.0435
1968,10,1,4,203,2.7580
1968,10,1,5,244,1.3266
1968,10,2,1,165,-0.4343
1968,10,2,2,142,0.4051
1968,10,2,3,132,1.3143
1968,10,2,4,121,2.8297
1968,10,2,5,124,3.2731
1968,10,3,1,190,-2.7836
1968,10,3,2,195,0.9486
1968,10,3,3,234,1.4846
1968,10,3,4,220,2.7942
1968,10,3,5,175,2.3364
1968,11,1,1,341,8.0761
1968,11,1,2,260,6.7012
1968,11,1,3,246,7.3287
1968,11,1,4,204,7.9520
1968,11,1,5,254,6.7222
1968,11,2,1,183,8.4038
1968,11,2,2,165,7.7805
1968,11,2,3,136,8.2268
1968,11,2,4,140,7.7115
1968,11,2,5,150,6.9361
1968,11,3,1,203,7.0197
1968,11,3,2,215,5.2813
1968,11,3,3,261,6.3121
1968,11,3,4,251,4.9479
1968,11,3,5,191,4.1026
1968,12,1,1,349,4.1758
1968,12,1,2,267,-0.1108
1968,12,1,3,241,1.0946
1968,12,1,4,205,0.0055
1968,12,1,5,257,0.4527
1968,12,2,1,184,-1.8766
1968,12,2,2,163,-0.8962
1968,12,2,3,145,-0.1138
1968,12,2,4,140,-2.1726
1968,12,2,5,153,-0.9297
1968,12,3,1,198,-5.2625
1968,12,3,2,212,-3.8375
1968,12,3,3,258,-3.4080
1968,12,3,4,257,-4.1437
1968,12,3,5,195,-1.9721
1969,1,1,1,316,-2.0657
1969,1,1,2,246,-1.3663
1969,1,1,3,224,-1.8052
1969,1,1,4,182,-1.9464
1969,1,1,5,223,-0.9328
1969,1,2,1,166,-2.4481
1969,1,2,2,150,-3.1585
1969,1,2,3,133,-0.6478
1969,1,2,4,128,0.4167
1969,1,2,5,134,1.0371
1969,1,3,1,184,-2.2263
1969,1,3,2,200,-0.8236
1969,1,3,3,225,-1.2767
1969,1,3,4,233,0.0422
1969,1,3,5,178,-0.0808
1969,2,1,1,359,-11.2305
1969,2,1,2,275,-9.4752
1969,2,1,3,238,-7.7608
1969,2,1,4,210,-7.9264
1969,2,1,5,238,-7.7005
1969,2,2,1,181,-9.6653
1969,2,2,2,168,-8.5494
1969,2,2,3,149,-8.5570
1969,2,2,4,142,-6.5780
1969,2,2,5,144,-6.5915
1969,2,3,1,199,-3.4321
1969,2,3,2,219,-5.2498
1969,2,3,3,259,-5.5849
1969,2,3,4,249,-3.9456
1969,2,3,5,205,-6.0299
1969,3,1,1,364,3.5487
1969,3,1,2,283,3.3979
1969,3,1,3,236,0.8760
1969,3,1,4,217,0.8858
1969,3,1,5,250,1.9328
1969,3,2,1,181,3.2638
1969,3,2,2,166,2.2017
1969,3,2,3,151,1.9649
1969,3,2,4,145,2.2128
1969,3,2,5,151,1.9738
1969,3,3,1,202,4.6874
1969,3,3,2,219,3.3027
1969,3,3,3,271,2.4723
1969,3,3,4,248,3.2374
1969,3,3,5,209,2.6083
1969,4,1,1,338,0.2813
1969,4,1,2,250,0.3812
1969,4,1,3,215,-1.4541
1969,4,1,4,205,-2.1012
1969,4,1,5,237,-0.5645
1969,4,2,1,175,1.9672
1969,4,2,2,147,0.3182
1969,4,2,3,136,0.4433
1969,4,2,4,129,-0.3406
1969,4,2,5,134,0.3527
1969,4,3,1,178,4.0977
1969,4,3,2,219,2.4604
1969,4,3,3,247,1.5677
1969,4,3,4,232,1.9556
1969,4,3,5,177,-0.0077
1969,5,1,1,374,0.9479
1969,5,1,2,264,0.8457
1969,5,1,3,232,0.7641
1969,5,1,4,226,0.4767
1969,5,1,5,290,0.1636
1969,5,2,1,189,0.6523
1969,5,2,2,171,-0.9381
1969,5,2,3,160,-1.1215
1969,5,2,4,150,0.6787
1969,5,2,5,158,-0.8158
1969,5,3,1,199,0.2797
1969,5,3,2,245,-0.2391
1969,5,3,3,282,0.4603
1969,5,3,4,260,1.1577
1969,5,3,5,202,0.3582
1969,6,1,1,386,-14.3359
1969,6,1,2,267,-12.4461
1969,6,1,3,221,-12.2140
1969,6,1,4,226,-11.5029
1969,6,1,5,294,-11.7607
1969,6,2,1,191,-12.0583
1969,6,2,2,167,-11.1433
1969,6,2,3,156,-10.3702
1969,6,2,4,153,-9.8828
1969,6,2,5,159,-10.7291
1969,6,3,1,193,-1.4846
1969,6,3,2,252,-6.9000
