year,month,rank_ME,rank_r5a,nstocks,ret_vw
1967,1,1,1,27,12.9930
1967,1,1,2,14,18.9002
1967,1,1,3,29,17.2500
1967,1,1,4,41,20.3418
1967,1,1,5,63,20.7208
1967,1,2,1,43,14.9616
1967,1,2,2,37,11.3682
1967,1,2,3,51,13.2327
1967,1,2,4,59,18.7807
1967,1,2,5,55,19.4921
1967,1,3,1,114,8.2275
1967,1,3,2,133,6.0411
1967,1,3,3,103,7.1668
1967,1,3,4,84,9.1421
1967,1,3,5,68,11.5832
1967,2,1,1,44,2.3395
1967,2,1,2,35,5.7366
1967,2,1,3,25,4.2898
1967,2,1,4,26,2.2478
1967,2,1,5,47,2.1130
1967,2,2,1,50,2.1121
1967,2,2,2,46,1.3642
1967,2,2,3,49,2.2635
1967,2,2,4,44,1.4825
1967,2,2,5,58,2.5139
1967,2,3,1,92,-0.1530
1967,2,3,2,103,1.3019
1967,2,3,3,111,-0.1780
1967,2,3,4,115,2.1525
1967,2,3,5,80,1.3084
1967,3,1,1,41,4.6443
1967,3,1,2,40,5.6106
1967,3,1,3,22,5.3288
1967,3,1,4,29,6.9829
1967,3,1,5,46,7.9031
1967,3,2,1,50,5.8052
1967,3,2,2,39,2.2018
1967,3,2,3,49,5.2870
1967,3,2,4,43,6.5136
1967,3,2,5,64,7.3920
1967,3,3,1,93,4.5196
1967,3,3,2,109,3.2836
1967,3,3,3,113,3.8436
1967,3,3,4,113,5.1457
1967,3,3,5,74,4.9203
1967,4,1,1,48,5.8005
1967,4,1,2,36,4.6800
1967,4,1,3,31,4.8732
1967,4,1,4,20,5.4340
1967,4,1,5,45,3.0184
1967,4,2,1,66,2.6655
1967,4,2,2,41,3.6257
1967,4,2,3,45,0.8478
1967,4,2,4,47,2.8005
1967,4,2,5,48,4.6881
1967,4,3,1,72,1.3819
1967,4,3,2,107,4.3606
1967,4,3,3,111,4.0273
1967,4,3,4,117,2.3554
1967,4,3,5,92,8.0315
1967,5,1,1,51,2.5893
1967,5,1,2,36,-0.9588
1967,5,1,3,26,-0.0114
1967,5,1,4,33,0.1533
1967,5,1,5,34,-0.3283
1967,5,2,1,47,-1.9981
1967,5,2,2,46,-2.4602
1967,5,2,3,55,-0.2912
1967,5,2,4,46,-3.3957
1967,5,2,5,52,-0.7180
1967,5,3,1,89,-5.2062
1967,5,3,2,103,-3.6371
1967,5,3,3,103,-4.4508
1967,5,3,4,107,-4.5301
1967,5,3,5,98,-4.8405
1967,6,1,1,51,9.2256
1967,6,1,2,34,7.9859
1967,6,1,3,37,8.5548
1967,6,1,4,22,4.1661
1967,6,1,5,32,7.2684
1967,6,2,1,53,9.1807
1967,6,2,2,43,7.0458
1967,6,2,3,49,7.0907
1967,6,2,4,46,3.7563
1967,6,2,5,52,4.3600
1967,6,3,1,79,4.8060
1967,6,3,2,107,1.2581
1967,6,3,3,99,0.3272
1967,6,3,4,114,2.9963
1967,6,3,5,99,1.3357
1967,7,1,1,44,8.2238
1967,7,1,2,35,6.8006
1967,7,1,3,36,11.1825
1967,7,1,4,22,10.1445
1967,7,1,5,38,11.2253
1967,7,2,1,62,9.8655
1967,7,2,2,45,6.9024
1967,7,2,3,37,6.9342
1967,7,2,4,45,8.4822
1967,7,2,5,55,6.6965
1967,7,3,1,77,6.0275
1967,7,3,2,103,1.6732
1967,7,3,3,109,5.6658
1967,7,3,4,115,5.5154
1967,7,3,5,91,4.8437
1967,8,1,1,232,-0.5815
1967,8,1,2,78,-1.5984
