year,month,rank_ME,rank_r5n,nstocks,ret_vw
1967,1,1,1,65,19.2990
1967,1,1,2,24,20.8883
1967,1,1,3,25,14.7274
1967,1,1,4,24,18.3268
1967,1,1,5,28,18.3047
1967,1,2,1,46,20.9432
1967,1,2,2,53,13.8308
1967,1,2,3,43,15.3283
1967,1,2,4,49,12.9211
1967,1,2,5,47,17.6209
1967,1,3,1,69,11.4896
1967,1,3,2,104,7.2089
1967,1,3,3,112,6.0735
1967,1,3,4,107,6.2755
1967,1,3,5,106,9.6573
1967,2,1,1,52,4.9881
1967,2,1,2,27,5.5255
1967,2,1,3,23,1.3048
1967,2,1,4,32,3.1972
1967,2,1,5,33,0.3678
1967,2,2,1,51,3.2344
1967,2,2,2,42,3.7995
1967,2,2,3,49,1.4453
1967,2,2,4,45,1.8836
1967,2,2,5,53,0.0671
1967,2,3,1,77,0.7294
1967,2,3,2,111,1.9975
1967,2,3,3,109,-0.3589
1967,2,3,4,103,-0.1973
1967,2,3,5,94,1.1835
1967,3,1,1,53,6.2262
1967,3,1,2,20,0.8347
1967,3,1,3,32,10.7914
1967,3,1,4,32,7.9873
1967,3,1,5,31,4.7552
1967,3,2,1,43,4.9472
1967,3,2,2,49,5.1782
1967,3,2,3,47,5.7906
1967,3,2,4,47,7.1589
1967,3,2,5,54,4.8796
1967,3,3,1,85,3.5289
1967,3,3,2,111,4.2668
1967,3,3,3,102,2.8226
1967,3,3,4,101,5.4553
1967,3,3,5,95,5.4186
1967,4,1,1,52,3.0654
1967,4,1,2,23,5.3989
1967,4,1,3,26,4.9638
1967,4,1,4,31,4.6553
1967,4,1,5,38,5.3034
1967,4,2,1,47,1.3902
1967,4,2,2,38,2.9686
1967,4,2,3,50,2.7790
1967,4,2,4,51,5.3520
1967,4,2,5,56,2.0383
1967,4,3,1,82,1.2384
1967,4,3,2,120,5.4298
1967,4,3,3,105,3.2306
1967,4,3,4,98,5.5154
1967,4,3,5,87,6.5174
1967,5,1,1,48,2.8092
1967,5,1,2,25,-2.4913
1967,5,1,3,30,-1.9391
1967,5,1,4,35,0.0886
1967,5,1,5,32,0.9391
1967,5,2,1,43,-3.3707
1967,5,2,2,45,-1.9835
1967,5,2,3,47,-0.9892
1967,5,2,4,47,-0.3544
1967,5,2,5,58,-1.5943
1967,5,3,1,90,-4.5799
1967,5,3,2,111,-4.7412
1967,5,3,3,104,-3.9155
1967,5,3,4,98,-4.4629
1967,5,3,5,91,-5.4345
1967,6,1,1,43,6.2004
1967,6,1,2,28,9.2762
1967,6,1,3,33,9.7303
1967,6,1,4,30,9.3033
1967,6,1,5,34,7.5493
1967,6,2,1,45,4.7155
1967,6,2,2,43,5.9443
1967,6,2,3,48,6.4367
1967,6,2,4,55,7.4694
