year,month,rank_ME,rank_ALAq_1,nstocks,ret_vw
1988,11,2,5,254,-3.7444
1988,11,3,1,140,-1.0605
1988,11,3,2,148,-0.6989
1988,11,3,3,111,-1.4751
1988,11,3,4,104,-1.8551
1988,11,3,5,111,-2.4719
1988,12,1,1,319,1.7738
1988,12,1,2,411,2.2632
1988,12,1,3,388,4.1521
1988,12,1,4,492,3.9286
1988,12,1,5,1218,4.5349
1988,12,2,1,74,2.6075
1988,12,2,2,109,4.1647
1988,12,2,3,102,3.4202
1988,12,2,4,134,6.4685
1988,12,2,5,241,5.9493
1988,12,3,1,141,1.6669
1988,12,3,2,143,2.9170
1988,12,3,3,115,1.5340
1988,12,3,4,102,2.8855
1988,12,3,5,108,3.0731
1989,1,1,1,313,6.0040
1989,1,1,2,401,5.7830
1989,1,1,3,399,4.4670
1989,1,1,4,504,4.7942
1989,1,1,5,1173,4.6201
1989,1,2,1,78,3.7771
1989,1,2,2,102,7.2615
1989,1,2,3,95,6.6408
1989,1,2,4,137,3.2083
1989,1,2,5,242,4.9116
1989,1,3,1,142,5.1769
1989,1,3,2,138,7.8512
1989,1,3,3,122,6.9464
1989,1,3,4,99,6.0823
1989,1,3,5,106,6.8544
1989,2,1,1,351,0.1308
1989,2,1,2,370,-0.0675
1989,2,1,3,381,-0.3781
1989,2,1,4,465,0.8340
1989,2,1,5,1212,0.3532
1989,2,2,1,93,2.5439
1989,2,2,2,98,2.0277
1989,2,2,3,94,1.0608
1989,2,2,4,137,1.0808
1989,2,2,5,254,0.0654
1989,2,3,1,142,-1.7575
1989,2,3,2,137,-1.8170
1989,2,3,3,126,-2.8607
1989,2,3,4,101,-2.0559
1989,2,3,5,104,-2.0296
1989,3,1,1,337,0.8223
1989,3,1,2,371,2.5766
1989,3,1,3,388,2.6142
1989,3,1,4,502,2.4844
1989,3,1,5,1172,3.2585
1989,3,2,1,93,1.3855
1989,3,2,2,97,2.3277
1989,3,2,3,99,1.8754
1989,3,2,4,132,3.7068
1989,3,2,5,249,2.2895
1989,3,3,1,140,2.0284
1989,3,3,2,137,2.8426
1989,3,3,3,122,1.3277
1989,3,3,4,105,2.9605
1989,3,3,5,101,0.1883
1989,4,1,1,334,2.8817
1989,4,1,2,362,1.5223
1989,4,1,3,387,3.0883
1989,4,1,4,483,3.1030
1989,4,1,5,1171,3.0678
1989,4,2,1,95,4.0009
1989,4,2,2,95,3.6441
1989,4,2,3,97,4.5226
1989,4,2,4,132,5.2980
1989,4,2,5,259,6.2467
1989,4,3,1,139,5.5409
1989,4,3,2,137,5.1764
1989,4,3,3,120,5.7154
1989,4,3,4,106,4.9179
1989,4,3,5,103,6.2859
1989,5,1,1,375,2.3016
1989,5,1,2,356,1.4339
1989,5,1,3,398,3.6182
1989,5,1,4,514,2.1887
1989,5,1,5,1122,3.9267
1989,5,2,1,87,5.3149
1989,5,2,2,103,3.3479
1989,5,2,3,103,3.6833
1989,5,2,4,128,4.0799
1989,5,2,5,260,6.4972
1989,5,3,1,128,4.7538
1989,5,3,2,122,3.5969
1989,5,3,3,117,3.9770
1989,5,3,4,111,3.8435
1989,5,3,5,112,3.9182
1989,6,1,1,385,-2.2023
1989,6,1,2,354,-0.9604
1989,6,1,3,391,0.2386
1989,6,1,4,494,-0.9149
1989,6,1,5,1119,-3.1591
1989,6,2,1,94,0.8446
1989,6,2,2,99,-2.3342
1989,6,2,3,104,-1.6002
1989,6,2,4,120,-2.6731
1989,6,2,5,252,-4.6930
1989,6,3,1,126,0.4595
1989,6,3,2,122,-0.3990
1989,6,3,3,119,0.2324
1989,6,3,4,112,-1.1099
1989,6,3,5,110,-3.1658
1989,7,1,1,371,2.9609
1989,7,1,2,333,3.0153
1989,7,1,3,385,2.7181
1989,7,1,4,498,3.2865
1989,7,1,5,1102,3.1003
1989,7,2,1,91,5.6589
1989,7,2,2,98,3.9445
1989,7,2,3,99,3.4826
1989,7,2,4,114,3.0830
1989,7,2,5,250,5.3485
1989,7,3,1,125,8.3871
1989,7,3,2,124,6.8722
1989,7,3,3,118,8.7426
1989,7,3,4,110,10.3171
1989,7,3,5,105,7.1673
1989,8,1,1,342,2.5487
1989,8,1,2,359,2.0013
1989,8,1,3,392,2.0607
1989,8,1,4,473,1.5618
1989,8,1,5,1138,1.2277
1989,8,2,1,81,1.1118
1989,8,2,2,108,1.1974
1989,8,2,3,98,3.1082
1989,8,2,4,130,2.8508
1989,8,2,5,247,3.7989
1989,8,3,1,133,0.6654
1989,8,3,2,129,2.4395
1989,8,3,3,121,3.3588
1989,8,3,4,104,1.9626
1989,8,3,5,91,1.3271
1989,9,1,1,331,-1.8743
1989,9,1,2,367,-0.7051
1989,9,1,3,388,0.5200
1989,9,1,4,470,-0.9653
1989,9,1,5,1126,0.9133
1989,9,2,1,81,-0.7145
1989,9,2,2,102,-0.1967
1989,9,2,3,100,0.2846
1989,9,2,4,133,0.5753
1989,9,2,5,249,1.6739
1989,9,3,1,129,1.0877
1989,9,3,2,137,-0.2611
1989,9,3,3,121,-1.3756
1989,9,3,4,100,-1.5058
1989,9,3,5,87,1.3982
1989,10,1,1,313,-6.0104
1989,10,1,2,359,-5.7988
1989,10,1,3,406,-4.7249
1989,10,1,4,463,-7.1003
1989,10,1,5,1110,-5.3942
1989,10,2,1,78,-2.1591
1989,10,2,2,107,-5.3190
1989,10,2,3,100,-7.6261
1989,10,2,4,128,-6.4033
1989,10,2,5,250,-5.8260
1989,10,3,1,132,-1.1599
1989,10,3,2,132,-3.0810
1989,10,3,3,122,-2.7085
1989,10,3,4,102,-3.5066
1989,10,3,5,89,0.2302
1989,11,1,1,310,0.3584
1989,11,1,2,349,-0.1827
1989,11,1,3,437,-1.2324
1989,11,1,4,506,-1.4274
1989,11,1,5,1065,-0.5450
1989,11,2,1,88,3.2322
1989,11,2,2,100,3.5068
1989,11,2,3,103,-0.1122
1989,11,2,4,132,-0.0215
1989,11,2,5,250,0.8466
1989,11,3,1,128,3.4314
1989,11,3,2,130,2.4571
1989,11,3,3,111,0.9201
1989,11,3,4,101,1.9776
1989,11,3,5,109,2.0917
1989,12,1,1,300,0.8563
1989,12,1,2,352,-0.1710
1989,12,1,3,450,-0.8048
1989,12,1,4,494,-1.8892
1989,12,1,5,1064,-0.8451
1989,12,2,1,89,3.7295
1989,12,2,2,99,-0.6606
1989,12,2,3,101,0.6450
1989,12,2,4,139,1.4103
1989,12,2,5,242,1.8179
1989,12,3,1,128,5.4708
1989,12,3,2,130,4.2536
1989,12,3,3,105,2.3790
1989,12,3,4,107,0.8225
1989,12,3,5,109,0.6682
1990,1,1,1,302,-5.5883
1990,1,1,2,353,-7.1517
1990,1,1,3,422,-7.2028
1990,1,1,4,492,-7.3196
1990,1,1,5,1063,-8.0046
1990,1,2,1,92,-9.5119
1990,1,2,2,102,-9.6832
1990,1,2,3,97,-8.1244
1990,1,2,4,138,-9.1014
1990,1,2,5,242,-8.7553
1990,1,3,1,128,-7.7732
1990,1,3,2,132,-7.0665
1990,1,3,3,112,-6.2885
1990,1,3,4,101,-6.4226
1990,1,3,5,112,-6.0242
1990,2,1,1,345,1.1599
1990,2,1,2,326,0.0224
1990,2,1,3,415,0.8244
1990,2,1,4,461,2.9879
1990,2,1,5,1108,2.7074
1990,2,2,1,87,1.8420
1990,2,2,2,94,3.0177
1990,2,2,3,107,3.0673
1990,2,2,4,126,3.2846
1990,2,2,5,254,4.8025
1990,2,3,1,136,0.5198
1990,2,3,2,135,1.5391
1990,2,3,3,106,1.5180
1990,2,3,4,96,2.3106
1990,2,3,5,104,1.2484
1990,3,1,1,351,1.1227
1990,3,1,2,299,2.5278
1990,3,1,3,437,3.3395
1990,3,1,4,481,3.7982
1990,3,1,5,1058,4.5399
1990,3,2,1,86,2.2258
1990,3,2,2,90,1.2809
1990,3,2,3,117,6.0058
1990,3,2,4,128,6.4378
1990,3,2,5,259,5.9574
1990,3,3,1,140,1.3836
1990,3,3,2,133,1.4680
1990,3,3,3,109,3.5435
1990,3,3,4,84,5.5540
1990,3,3,5,107,4.5682
1990,4,1,1,352,-1.4015
1990,4,1,2,329,-1.8342
1990,4,1,3,422,-2.8389
1990,4,1,4,463,-2.7325
1990,4,1,5,1030,-2.4831
1990,4,2,1,89,-4.1480
1990,4,2,2,94,-2.6372
1990,4,2,3,111,-3.0384
1990,4,2,4,128,-3.4506
1990,4,2,5,264,-3.7973
1990,4,3,1,138,-4.6104
1990,4,3,2,127,-3.2634
1990,4,3,3,108,-0.6253
1990,4,3,4,89,-2.0558
1990,4,3,5,114,-0.1114
1990,5,1,1,385,1.3689
1990,5,1,2,333,4.2766
1990,5,1,3,387,3.8565
1990,5,1,4,467,5.6914
1990,5,1,5,1024,7.4337
1990,5,2,1,82,5.3825
1990,5,2,2,102,7.3728
1990,5,2,3,124,7.3005
1990,5,2,4,128,9.1271
1990,5,2,5,284,11.7766
1990,5,3,1,138,7.0655
1990,5,3,2,122,8.5935
1990,5,3,3,111,10.1882
1990,5,3,4,97,11.2497
1990,5,3,5,117,12.1996
1990,6,1,1,383,-0.3708
1990,6,1,2,328,-1.1275
1990,6,1,3,350,0.7386
1990,6,1,4,488,1.3282
1990,6,1,5,1030,2.7377
1990,6,2,1,86,0.5597
1990,6,2,2,98,0.7554
1990,6,2,3,115,1.1216
1990,6,2,4,133,-0.1617
1990,6,2,5,281,0.5130
1990,6,3,1,134,-1.8549
1990,6,3,2,126,-0.0506
1990,6,3,3,109,-1.1340
1990,6,3,4,98,0.5432
1990,6,3,5,127,0.2749
1990,7,1,1,357,-2.4158
1990,7,1,2,331,-3.2239
1990,7,1,3,350,-3.2811
1990,7,1,4,477,-3.8943
1990,7,1,5,1019,-5.4138
1990,7,2,1,86,-0.6298
1990,7,2,2,104,-1.9267
1990,7,2,3,106,-2.3987
1990,7,2,4,136,-3.6331
1990,7,2,5,272,-5.5580
1990,7,3,1,133,-0.8004
1990,7,3,2,129,3.1124
1990,7,3,3,116,-1.9632
1990,7,3,4,92,-2.8974
1990,7,3,5,122,-1.7784
1990,8,1,1,292,-11.7630
1990,8,1,2,356,-12.1856
1990,8,1,3,378,-14.2167
1990,8,1,4,469,-14.0931
1990,8,1,5,1034,-14.1313
1990,8,2,1,91,-8.0260
1990,8,2,2,101,-11.9857
1990,8,2,3,126,-13.3287
1990,8,2,4,123,-14.4014
1990,8,2,5,287,-15.4139
1990,8,3,1,137,-7.1123
1990,8,3,2,139,-6.2443
1990,8,3,3,117,-10.5343
1990,8,3,4,95,-9.1374
1990,8,3,5,107,-10.6154
1990,9,1,1,292,-9.0542
1990,9,1,2,346,-8.3358
1990,9,1,3,406,-9.3127
1990,9,1,4,460,-7.7177
1990,9,1,5,1039,-10.7069
1990,9,2,1,82,-3.7931
1990,9,2,2,104,-7.0905
1990,9,2,3,124,-9.0837
1990,9,2,4,121,-10.1581
1990,9,2,5,271,-10.5142
1990,9,3,1,141,0.1004
1990,9,3,2,141,-4.2685
1990,9,3,3,118,-4.7906
1990,9,3,4,88,-5.4037
1990,9,3,5,107,-7.0488
1990,10,1,1,286,-4.4478
1990,10,1,2,347,-8.2654
1990,10,1,3,403,-7.1576
1990,10,1,4,458,-7.7839
1990,10,1,5,1040,-6.0536
1990,10,2,1,84,-7.0423
1990,10,2,2,108,-5.4613
1990,10,2,3,125,-6.7967
1990,10,2,4,123,-4.6594
1990,10,2,5,270,-4.6635
1990,10,3,1,141,3.7084
1990,10,3,2,139,-2.6572
1990,10,3,3,117,0.2303
1990,10,3,4,87,0.5126
1990,10,3,5,102,-0.6249
1990,11,1,1,292,1.4119
1990,11,1,2,316,1.9616
1990,11,1,3,442,4.1554
1990,11,1,4,471,6.2132
1990,11,1,5,1018,5.5919
1990,11,2,1,88,3.2536
1990,11,2,2,99,7.4108
1990,11,2,3,122,7.2967
1990,11,2,4,138,9.2352
1990,11,2,5,272,11.4096
1990,11,3,1,142,3.5813
1990,11,3,2,138,3.9370
1990,11,3,3,123,6.9897
1990,11,3,4,84,9.0504
1990,11,3,5,118,10.2275
1990,12,1,1,281,-2.0817
1990,12,1,2,340,-1.3684
1990,12,1,3,440,-1.9042
1990,12,1,4,461,2.2979
1990,12,1,5,1016,1.7372
1990,12,2,1,94,3.0391
1990,12,2,2,93,3.2910
1990,12,2,3,129,5.1179
1990,12,2,4,134,6.4149
1990,12,2,5,264,6.5154
1990,12,3,1,136,1.0808
1990,12,3,2,138,2.3935
1990,12,3,3,119,2.5917
1990,12,3,4,88,4.0759
1990,12,3,5,124,3.2883
1991,1,1,1,274,2.1885
1991,1,1,2,324,9.4428
1991,1,1,3,457,10.8924
1991,1,1,4,467,8.9163
1991,1,1,5,977,11.4595
1991,1,2,1,94,1.4799
1991,1,2,2,100,7.2009
1991,1,2,3,128,9.1437
1991,1,2,4,137,9.4387
1991,1,2,5,283,11.7260
1991,1,3,1,140,-1.0646
1991,1,3,2,131,3.4660
1991,1,3,3,127,4.5675
1991,1,3,4,90,6.9928
1991,1,3,5,119,10.0789
1991,2,1,1,304,10.3494
1991,2,1,2,357,11.5356
1991,2,1,3,443,17.0129
1991,2,1,4,491,12.9567
1991,2,1,5,955,13.3792
1991,2,2,1,99,9.0698
1991,2,2,2,104,11.1302
1991,2,2,3,118,11.1727
1991,2,2,4,150,11.0989
1991,2,2,5,275,10.1445
1991,2,3,1,139,4.1679
1991,2,3,2,138,6.8142
1991,2,3,3,114,5.7173
1991,2,3,4,105,7.8387
1991,2,3,5,117,8.1092
1991,3,1,1,314,6.1733
1991,3,1,2,353,7.3050
1991,3,1,3,429,8.1576
1991,3,1,4,524,9.2187
1991,3,1,5,915,9.7497
1991,3,2,1,99,5.3130
1991,3,2,2,100,3.6317
1991,3,2,3,114,6.1550
1991,3,2,4,152,4.2641
1991,3,2,5,279,6.9744
1991,3,3,1,144,2.2797
1991,3,3,2,135,3.1990
1991,3,3,3,119,-0.2003
1991,3,3,4,109,3.6797
1991,3,3,5,110,3.8188
1991,4,1,1,321,-0.1363
1991,4,1,2,349,-0.3457
1991,4,1,3,426,1.7087
1991,4,1,4,495,1.4212
1991,4,1,5,931,1.8837
1991,4,2,1,92,0.4451
1991,4,2,2,107,0.1578
1991,4,2,3,105,-0.6736
1991,4,2,4,151,0.0287
1991,4,2,5,285,-0.3497
1991,4,3,1,149,0.2535
1991,4,3,2,133,-0.0183
1991,4,3,3,114,0.8147
1991,4,3,4,105,0.3163
1991,4,3,5,119,-1.4083
1991,5,1,1,408,2.4853
1991,5,1,2,334,2.5876
1991,5,1,3,379,2.1437
1991,5,1,4,475,4.4780
1991,5,1,5,946,3.3899
1991,5,2,1,76,4.0018
1991,5,2,2,109,3.9214
1991,5,2,3,120,3.4337
1991,5,2,4,144,5.4707
1991,5,2,5,296,4.5701
1991,5,3,1,149,0.6671
1991,5,3,2,127,3.6660
1991,5,3,3,101,3.4952
1991,5,3,4,109,5.4193
1991,5,3,5,139,5.0558
1991,6,1,1,407,-2.5777
1991,6,1,2,341,-3.6563
1991,6,1,3,366,-3.2224
1991,6,1,4,467,-5.3090
1991,6,1,5,949,-5.1872
1991,6,2,1,83,-3.6596
1991,6,2,2,114,-2.7783
1991,6,2,3,108,-4.4193
1991,6,2,4,143,-4.3672
1991,6,2,5,294,-7.3111
1991,6,3,1,144,-2.8003
1991,6,3,2,129,-3.8950
1991,6,3,3,105,-5.5773
1991,6,3,4,107,-4.4886
1991,6,3,5,139,-4.7315
1991,7,1,1,390,2.6482
1991,7,1,2,341,2.4178
1991,7,1,3,356,1.8455
1991,7,1,4,470,1.9272
1991,7,1,5,952,4.0469
1991,7,2,1,75,2.7200
1991,7,2,2,101,3.4395
1991,7,2,3,114,2.4885
1991,7,2,4,143,3.0843
1991,7,2,5,274,5.9052
1991,7,3,1,148,4.1972
1991,7,3,2,130,3.8471
1991,7,3,3,105,4.5150
1991,7,3,4,104,5.3022
1991,7,3,5,136,7.1048
1991,8,1,1,312,2.7626
1991,8,1,2,354,1.6899
1991,8,1,3,322,1.1149
1991,8,1,4,465,4.1809
1991,8,1,5,1009,3.2920
1991,8,2,1,90,3.7922
1991,8,2,2,109,3.9454
1991,8,2,3,99,1.7973
1991,8,2,4,146,2.3911
1991,8,2,5,291,5.2566
1991,8,3,1,142,2.4492
1991,8,3,2,136,2.0759
1991,8,3,3,114,1.3333
1991,8,3,4,103,3.1668
1991,8,3,5,126,4.1165
1991,9,1,1,311,1.3342
1991,9,1,2,359,0.4139
1991,9,1,3,316,0.5935
1991,9,1,4,488,0.1634
1991,9,1,5,966,2.4642
1991,9,2,1,81,0.2248
1991,9,2,2,106,-0.5533
1991,9,2,3,99,-0.9309
1991,9,2,4,165,0.5441
1991,9,2,5,289,0.1344
1991,9,3,1,149,0.8400
1991,9,3,2,137,-2.0443
1991,9,3,3,115,-2.2935
1991,9,3,4,97,-2.4969
1991,9,3,5,132,-1.2697
1991,10,1,1,318,3.1384
1991,10,1,2,364,1.8419
1991,10,1,3,314,1.7872
1991,10,1,4,494,0.3557
1991,10,1,5,953,4.2018
1991,10,2,1,81,2.3407
1991,10,2,2,112,1.8392
1991,10,2,3,100,2.1311
1991,10,2,4,151,-0.0843
1991,10,2,5,286,3.5110
1991,10,3,1,148,1.7907
1991,10,3,2,135,2.3673
1991,10,3,3,116,1.1697
1991,10,3,4,98,2.6236
1991,10,3,5,132,1.8787
1991,11,1,1,301,-2.0982
1991,11,1,2,334,-2.8229
1991,11,1,3,372,-3.2167
1991,11,1,4,520,-3.0790
1991,11,1,5,923,-2.7724
1991,11,2,1,94,-2.6403
1991,11,2,2,97,-6.7354
1991,11,2,3,103,-5.9387
1991,11,2,4,141,-4.1938
1991,11,2,5,315,-5.3930
1991,11,3,1,140,-2.6594
1991,11,3,2,144,-5.9008
1991,11,3,3,106,-3.4475
1991,11,3,4,109,-1.0548
1991,11,3,5,134,-1.5748
1991,12,1,1,290,-1.0794
1991,12,1,2,338,0.9135
1991,12,1,3,383,3.9219
1991,12,1,4,473,3.9014
1991,12,1,5,950,6.1718
1991,12,2,1,94,3.6312
1991,12,2,2,94,6.7671
1991,12,2,3,107,9.9553
1991,12,2,4,126,8.8666
1991,12,2,5,328,9.8542
1991,12,3,1,143,7.2207
1991,12,3,2,144,8.0987
1991,12,3,3,101,11.4811
1991,12,3,4,116,15.3782
1991,12,3,5,134,14.3079
1992,1,1,1,285,14.7757
1992,1,1,2,319,9.5764
1992,1,1,3,398,14.2087
1992,1,1,4,493,13.2704
1992,1,1,5,912,14.7553
1992,1,2,1,93,1.6811
1992,1,2,2,95,7.3457
1992,1,2,3,100,7.7289
1992,1,2,4,135,6.0753
1992,1,2,5,327,8.3633
1992,1,3,1,142,-3.0224
1992,1,3,2,144,-0.1526
1992,1,3,3,106,-0.8719
1992,1,3,4,118,-3.2775
1992,1,3,5,139,-0.9010
1992,2,1,1,339,4.3011
1992,2,1,2,306,6.1404
1992,2,1,3,401,3.9050
1992,2,1,4,476,4.6033
1992,2,1,5,913,3.6651
1992,2,2,1,80,1.0371
1992,2,2,2,110,3.5270
1992,2,2,3,118,3.5059
1992,2,2,4,132,3.4972
1992,2,2,5,355,0.5809
1992,2,3,1,144,-0.6457
1992,2,3,2,137,1.1014
1992,2,3,3,119,0.4780
1992,2,3,4,106,0.6696
1992,2,3,5,149,0.7441
1992,3,1,1,335,-2.2379
1992,3,1,2,302,-0.7365
1992,3,1,3,420,-1.7298
1992,3,1,4,462,-1.3657
1992,3,1,5,917,-4.3286
1992,3,2,1,81,-1.6303
1992,3,2,2,103,-3.3024
1992,3,2,3,124,-4.5115
1992,3,2,4,137,-3.3112
1992,3,2,5,335,-6.2943
1992,3,3,1,145,-1.7075
1992,3,3,2,139,-2.5194
1992,3,3,3,114,-2.3736
1992,3,3,4,107,-1.1735
1992,3,3,5,151,-4.4910
1992,4,1,1,329,-6.2101
1992,4,1,2,304,-4.3888
1992,4,1,3,401,-3.3109
1992,4,1,4,442,-5.4441
1992,4,1,5,968,-7.5096
1992,4,2,1,88,-0.6168
1992,4,2,2,101,-2.6570
1992,4,2,3,123,-1.8381
1992,4,2,4,134,-2.8563
1992,4,2,5,319,-6.9649
1992,4,3,1,145,5.9704
1992,4,3,2,136,5.2054
1992,4,3,3,108,2.6978
1992,4,3,4,109,0.5696
1992,4,3,5,151,-3.3121
1992,5,1,1,335,2.4710
1992,5,1,2,323,-0.7302
1992,5,1,3,378,-0.0864
1992,5,1,4,425,-0.6219
1992,5,1,5,1020,-0.9153
1992,5,2,1,76,0.8262
1992,5,2,2,101,1.3536
1992,5,2,3,120,0.9137
1992,5,2,4,136,-0.3133
1992,5,2,5,335,-0.4088
1992,5,3,1,155,0.1218
1992,5,3,2,123,0.3154
1992,5,3,3,121,0.3367
1992,5,3,4,107,0.5696
1992,5,3,5,148,1.3983
1992,6,1,1,332,-4.5861
1992,6,1,2,292,-5.6260
1992,6,1,3,357,-5.2216
1992,6,1,4,433,-5.1794
1992,6,1,5,1020,-7.4160
1992,6,2,1,79,-2.3894
1992,6,2,2,102,-2.4821
1992,6,2,3,121,-3.4747
1992,6,2,4,138,-4.2515
1992,6,2,5,337,-5.8046
1992,6,3,1,150,-0.9974
1992,6,3,2,129,-1.1101
1992,6,3,3,120,-2.3127
1992,6,3,4,108,-3.1966
1992,6,3,5,144,-5.3052
1992,7,1,1,287,1.8519
1992,7,1,2,286,1.8046
1992,7,1,3,362,2.2110
1992,7,1,4,446,0.3091
1992,7,1,5,1004,1.2946
1992,7,2,1,81,4.3115
1992,7,2,2,91,5.1585
1992,7,2,3,127,1.8605
1992,7,2,4,126,2.5277
1992,7,2,5,317,3.4543
1992,7,3,1,146,5.3972
1992,7,3,2,133,4.0274
1992,7,3,3,126,4.5752
1992,7,3,4,112,4.3687
1992,7,3,5,133,4.8028
1992,8,1,1,254,-1.1786
1992,8,1,2,278,-2.1561
1992,8,1,3,348,-2.8177
1992,8,1,4,482,-3.5593
1992,8,1,5,1043,-3.7715
1992,8,2,1,85,0.2206
1992,8,2,2,99,-2.8895
1992,8,2,3,127,-1.8592
1992,8,2,4,157,-2.0933
1992,8,2,5,304,-4.9325
1992,8,3,1,147,-0.3845
1992,8,3,2,146,-2.1540
1992,8,3,3,122,-1.7307
1992,8,3,4,110,-2.8329
1992,8,3,5,133,-1.8371
1992,9,1,1,232,3.7053
1992,9,1,2,297,0.9138
1992,9,1,3,335,0.5333
1992,9,1,4,495,-0.3139
1992,9,1,5,1016,0.7253
1992,9,2,1,86,0.5878
1992,9,2,2,100,1.4062
1992,9,2,3,136,1.9987
1992,9,2,4,150,1.3040
1992,9,2,5,319,2.2159
1992,9,3,1,150,0.6985
1992,9,3,2,146,1.1926
1992,9,3,3,120,-0.3521
1992,9,3,4,108,0.6696
1992,9,3,5,134,2.9905
1992,10,1,1,229,0.1601
1992,10,1,2,295,1.0318
1992,10,1,3,335,3.6189
1992,10,1,4,486,3.1540
1992,10,1,5,1019,3.3498
1992,10,2,1,87,0.4666
1992,10,2,2,102,1.3848
1992,10,2,3,134,2.2424
1992,10,2,4,141,3.2284
1992,10,2,5,330,4.3949
1992,10,3,1,151,-0.7039
1992,10,3,2,146,-0.2356
1992,10,3,3,121,2.1061
1992,10,3,4,109,2.3556
1992,10,3,5,136,5.2166
1992,11,1,1,229,3.3182
1992,11,1,2,339,6.9277
1992,11,1,3,397,9.6634
1992,11,1,4,468,8.5746
1992,11,1,5,1051,11.7222
1992,11,2,1,100,4.7187
1992,11,2,2,110,5.9486
1992,11,2,3,113,6.5678
1992,11,2,4,137,7.6869
1992,11,2,5,324,9.9230
1992,11,3,1,148,1.4153
1992,11,3,2,143,2.6674
1992,11,3,3,124,3.2807
1992,11,3,4,116,3.4745
1992,11,3,5,143,5.7120
1992,12,1,1,232,3.3839
1992,12,1,2,334,2.9050
1992,12,1,3,397,4.0055
1992,12,1,4,472,3.3066
1992,12,1,5,1031,2.1381
1992,12,2,1,93,1.8862
1992,12,2,2,110,2.2969
1992,12,2,3,104,4.1835
1992,12,2,4,150,3.1582
1992,12,2,5,338,2.2580
1992,12,3,1,150,2.3482
1992,12,3,2,138,1.6039
1992,12,3,3,130,-0.3972
1992,12,3,4,120,0.2961
1992,12,3,5,147,1.9358
1993,1,1,1,230,6.9242
1993,1,1,2,332,6.8020
1993,1,1,3,390,6.1293
1993,1,1,4,456,6.2446
1993,1,1,5,1047,3.7273
1993,1,2,1,94,1.7183
1993,1,2,2,111,2.9900
1993,1,2,3,95,3.6471
1993,1,2,4,162,1.6253
1993,1,2,5,334,0.3488
1993,1,3,1,150,1.8933
1993,1,3,2,139,1.5267
1993,1,3,3,129,-1.3027
1993,1,3,4,123,-2.1747
1993,1,3,5,149,0.6499
1993,2,1,1,257,-0.0441
1993,2,1,2,294,-0.0643
1993,2,1,3,373,-1.9636
1993,2,1,4,524,-3.5027
1993,2,1,5,1062,-6.0246
1993,2,2,1,86,3.0121
1993,2,2,2,116,0.3241
1993,2,2,3,101,-1.7222
1993,2,2,4,178,-3.8472
1993,2,2,5,345,-7.2041
1993,2,3,1,152,4.6260
1993,2,3,2,138,3.2758
1993,2,3,3,128,2.3993
1993,2,3,4,122,-1.5993
1993,2,3,5,147,-5.9610
1993,3,1,1,262,2.9720
1993,3,1,2,292,2.9188
1993,3,1,3,366,2.4831
1993,3,1,4,533,0.4211
1993,3,1,5,1102,1.8680
1993,3,2,1,93,3.8881
1993,3,2,2,110,3.3690
1993,3,2,3,105,2.7829
1993,3,2,4,170,1.7027
1993,3,2,5,307,1.1575
1993,3,3,1,154,2.4296
1993,3,3,2,143,1.8838
1993,3,3,3,129,1.8911
1993,3,3,4,119,1.6545
1993,3,3,5,139,2.8021
1993,4,1,1,262,-0.6792
1993,4,1,2,294,-1.2978
1993,4,1,3,365,-2.9927
1993,4,1,4,558,-3.6648
1993,4,1,5,1062,-3.9106
1993,4,2,1,88,0.1084
1993,4,2,2,108,-1.5167
1993,4,2,3,115,-1.8955
1993,4,2,4,173,-2.8169
1993,4,2,5,304,-4.5249
1993,4,3,1,159,-1.5851
1993,4,3,2,145,-0.4550
1993,4,3,3,124,-3.1820
1993,4,3,4,121,-1.9338
1993,4,3,5,142,-5.6009
1993,5,1,1,318,4.6406
1993,5,1,2,251,4.6447
1993,5,1,3,404,3.4633
1993,5,1,4,457,4.7172
1993,5,1,5,1131,5.1316
1993,5,2,1,79,4.0309
1993,5,2,2,97,6.3687
1993,5,2,3,126,4.7118
1993,5,2,4,166,5.2971
1993,5,2,5,343,8.0121
1993,5,3,1,162,1.1198
1993,5,3,2,149,2.2239
1993,5,3,3,133,4.3460
1993,5,3,4,117,4.6834
1993,5,3,5,143,5.8506
1993,6,1,1,310,-0.3947
1993,6,1,2,258,-0.1435
1993,6,1,3,359,-1.3232
1993,6,1,4,476,1.0509
1993,6,1,5,1152,-0.4917
1993,6,2,1,84,1.9169
1993,6,2,2,85,1.6022
1993,6,2,3,121,-0.1457
1993,6,2,4,174,-0.7262
1993,6,2,5,347,-0.8200
1993,6,3,1,161,1.8004
1993,6,3,2,150,-1.0815
1993,6,3,3,133,-1.2760
1993,6,3,4,120,-0.8227
1993,6,3,5,145,-1.7230
1993,7,1,1,300,0.5101
1993,7,1,2,267,-0.8170
1993,7,1,3,353,1.7876
1993,7,1,4,475,0.3676
1993,7,1,5,1160,-0.0290
1993,7,2,1,78,2.0766
1993,7,2,2,92,0.5124
1993,7,2,3,114,1.0691
1993,7,2,4,170,-0.4547
1993,7,2,5,334,-0.0873
1993,7,3,1,164,1.8207
1993,7,3,2,144,-1.0792
1993,7,3,3,132,-1.9629
1993,7,3,4,121,-2.5519
1993,7,3,5,146,-4.2665
1993,8,1,1,311,3.0560
1993,8,1,2,294,4.2992
1993,8,1,3,330,1.9746
1993,8,1,4,515,3.7200
