year,month,rank_ME,rank_CIM_1,nstocks,ret_vw
1967,1,1,1,199,18.4024
1967,1,1,2,174,22.9693
1967,1,1,3,272,17.9890
1967,1,1,4,101,20.1545
1967,1,1,5,136,21.8911
1967,1,2,1,73,14.1776
1967,1,2,2,63,19.2277
1967,1,2,3,130,14.3703
1967,1,2,4,44,20.4919
1967,1,2,5,84,15.0041
1967,1,3,1,101,10.5756
1967,1,3,2,87,5.6840
1967,1,3,3,220,7.4506
1967,1,3,4,63,6.8868
1967,1,3,5,125,9.0945
1967,2,1,1,174,5.0997
1967,2,1,2,327,4.4940
1967,2,1,3,141,6.3630
1967,2,1,4,122,4.7384
1967,2,1,5,115,6.7955
1967,2,2,1,82,2.0640
1967,2,2,2,113,1.8434
1967,2,2,3,67,1.5269
1967,2,2,4,65,2.5126
1967,2,2,5,66,3.6483
1967,2,3,1,237,-0.0687
1967,2,3,2,152,1.4380
1967,2,3,3,68,1.0094
1967,2,3,4,77,-2.0633
1967,2,3,5,62,6.3874
1967,3,1,1,122,7.6150
1967,3,1,2,208,7.6595
1967,3,1,3,235,5.3884
1967,3,1,4,121,9.8333
1967,3,1,5,184,5.8206
1967,3,2,1,70,5.0364
1967,3,2,2,118,6.6951
1967,3,2,3,95,4.8012
1967,3,2,4,47,5.7118
1967,3,2,5,70,8.8897
1967,3,3,1,102,5.6386
1967,3,3,2,146,4.1694
1967,3,3,3,168,2.4084
1967,3,3,4,78,3.5444
1967,3,3,5,101,6.7762
1967,4,1,1,192,4.1996
1967,4,1,2,141,3.4943
1967,4,1,3,280,3.9952
1967,4,1,4,124,5.1054
1967,4,1,5,128,6.5995
1967,4,2,1,104,3.1903
1967,4,2,2,69,1.5992
1967,4,2,3,88,3.1542
1967,4,2,4,63,4.9646
1967,4,2,5,77,4.6587
1967,4,3,1,197,4.9869
1967,4,3,2,134,2.2768
1967,4,3,3,98,4.9090
1967,4,3,4,61,8.9492
1967,4,3,5,102,4.7599
1967,5,1,1,170,1.6078
1967,5,1,2,225,1.5525
1967,5,1,3,147,0.4697
1967,5,1,4,194,-1.8876
1967,5,1,5,123,-1.5176
1967,5,2,1,81,-1.8491
1967,5,2,2,99,-1.0414
1967,5,2,3,53,-1.2534
1967,5,2,4,94,-3.4937
1967,5,2,5,74,-1.1052
1967,5,3,1,134,-2.4899
1967,5,3,2,183,-4.8835
1967,5,3,3,72,-4.1350
1967,5,3,4,115,-4.4879
1967,5,3,5,88,-5.5025
1967,6,1,1,144,14.7437
1967,6,1,2,193,9.4151
1967,6,1,3,93,12.4995
1967,6,1,4,143,9.2119
1967,6,1,5,275,10.7890
1967,6,2,1,54,8.9731
1967,6,2,2,119,6.2373
1967,6,2,3,55,8.6492
1967,6,2,4,85,6.9105
1967,6,2,5,90,7.2203
1967,6,3,1,78,3.2694
1967,6,3,2,195,-0.3423
1967,6,3,3,87,3.9036
1967,6,3,4,98,1.3501
1967,6,3,5,129,2.9827
1967,7,1,1,142,9.5946
1967,7,1,2,183,10.0089
1967,7,1,3,159,9.4517
1967,7,1,4,212,10.2810
1967,7,1,5,134,9.0871
1967,7,2,1,79,7.0374
1967,7,2,2,92,7.5430
1967,7,2,3,82,7.7803
1967,7,2,4,85,6.0997
1967,7,2,5,72,8.8224
1967,7,3,1,174,4.9790
1967,7,3,2,67,7.9390
1967,7,3,3,111,0.9587
1967,7,3,4,100,6.5902
1967,7,3,5,133,4.3718
1967,8,1,1,165,0.6497
1967,8,1,2,122,-0.6155
1967,8,1,3,164,-1.3550
1967,8,1,4,306,1.5053
1967,8,1,5,124,0.1365
1967,8,2,1,92,-0.6258
1967,8,2,2,57,-1.7223
1967,8,2,3,84,0.6180
1967,8,2,4,135,0.6175
1967,8,2,5,71,-0.7205
1967,8,3,1,191,-0.7057
1967,8,3,2,60,-0.2407
1967,8,3,3,80,0.8581
1967,8,3,4,170,-1.3928
1967,8,3,5,94,-0.6463
1967,9,1,1,211,8.7034
1967,9,1,2,266,7.4622
1967,9,1,3,126,8.3782
1967,9,1,4,113,7.5575
1967,9,1,5,160,7.7459
1967,9,2,1,95,4.5400
1967,9,2,2,139,3.2524
1967,9,2,3,69,6.7655
1967,9,2,4,62,7.2931
1967,9,2,5,71,4.5625
1967,9,3,1,176,2.8765
1967,9,3,2,200,1.3274
1967,9,3,3,79,2.8186
1967,9,3,4,68,8.3004
1967,9,3,5,72,3.6737
1967,10,1,1,200,-1.3876
1967,10,1,2,146,-1.5101
1967,10,1,3,247,-1.7259
1967,10,1,4,132,-3.1596
1967,10,1,5,148,-1.1194
1967,10,2,1,115,-2.9648
1967,10,2,2,80,-4.8618
1967,10,2,3,105,-1.2273
1967,10,2,4,68,-4.3689
1967,10,2,5,62,-2.7393
1967,10,3,1,238,-3.1172
1967,10,3,2,80,-5.6495
1967,10,3,3,114,-3.9870
1967,10,3,4,55,-4.8454
1967,10,3,5,104,2.1222
1967,11,1,1,152,0.5363
1967,11,1,2,129,0.8798
1967,11,1,3,231,-0.0691
1967,11,1,4,197,-0.2688
1967,11,1,5,155,0.4825
1967,11,2,1,88,1.6892
1967,11,2,2,88,0.3228
1967,11,2,3,105,1.3139
1967,11,2,4,89,0.9684
1967,11,2,5,58,0.0241
1967,11,3,1,81,-0.8253
1967,11,3,2,113,-0.2320
1967,11,3,3,189,1.0330
1967,11,3,4,130,-0.2370
1967,11,3,5,78,3.3404
1967,12,1,1,110,10.6538
1967,12,1,2,151,12.9012
1967,12,1,3,257,10.8024
1967,12,1,4,243,9.0471
1967,12,1,5,98,7.4988
1967,12,2,1,60,6.6179
1967,12,2,2,71,11.0559
1967,12,2,3,135,7.0458
1967,12,2,4,108,5.4957
1967,12,2,5,48,9.7706
1967,12,3,1,79,4.4138
1967,12,3,2,98,1.5285
1967,12,3,3,137,3.4779
1967,12,3,4,229,3.2181
1967,12,3,5,48,0.8372
1968,1,1,1,171,2.7235
1968,1,1,2,155,3.1884
1968,1,1,3,171,4.8812
1968,1,1,4,249,4.4352
1968,1,1,5,100,3.3774
1968,1,2,1,79,-3.2209
1968,1,2,2,102,-0.8511
1968,1,2,3,106,0.7228
