year,month,rank_ME,rank_CM_6,nstocks,ret_vw
1979,7,1,1,70,2.4540
1979,7,1,2,71,-0.5032
1979,7,1,3,46,3.7955
1979,7,1,4,31,4.8985
1979,7,1,5,65,3.9202
1979,7,2,1,18,4.6523
1979,7,2,2,15,0.7748
1979,7,2,3,14,4.9716
1979,7,2,4,12,0.3059
1979,7,2,5,16,-0.5633
1979,7,3,1,10,2.2989
1979,7,3,2,12,1.1236
1979,7,3,3,14,3.6936
1979,7,3,4,9,1.0981
1979,7,3,5,17,0.6025
1979,8,1,1,129,7.1157
1979,8,1,2,91,8.1746
1979,8,1,3,93,7.8571
1979,8,1,4,72,8.7827
1979,8,1,5,107,10.8633
1979,8,2,1,32,4.6410
1979,8,2,2,21,4.4879
1979,8,2,3,26,8.0048
1979,8,2,4,24,7.3255
1979,8,2,5,23,7.1636
1979,8,3,1,16,5.5281
1979,8,3,2,22,4.7395
1979,8,3,3,28,5.8620
1979,8,3,4,18,4.4059
1979,8,3,5,28,6.8045
1979,9,1,1,153,-0.0063
1979,9,1,2,104,0.1405
1979,9,1,3,139,-0.7550
1979,9,1,4,111,-0.3486
1979,9,1,5,143,-0.6717
1979,9,2,1,40,-1.4873
1979,9,2,2,22,-3.0316
1979,9,2,3,30,-0.7336
1979,9,2,4,33,-0.6076
1979,9,2,5,30,-0.2126
1979,9,3,1,23,2.5745
1979,9,3,2,29,-1.0288
1979,9,3,3,35,-0.8129
1979,9,3,4,22,8.1075
1979,9,3,5,31,2.2990
1979,10,1,1,169,-10.2195
1979,10,1,2,151,-10.5507
1979,10,1,3,177,-8.7374
1979,10,1,4,131,-9.7098
1979,10,1,5,165,-10.0071
1979,10,2,1,43,-9.6536
1979,10,2,2,40,-11.3666
1979,10,2,3,37,-10.1798
1979,10,2,4,39,-8.8500
1979,10,2,5,37,-9.1235
1979,10,3,1,27,-7.0928
1979,10,3,2,37,-8.4957
1979,10,3,3,40,-7.6675
1979,10,3,4,32,-4.4881
1979,10,3,5,41,-8.4830
1979,11,1,1,192,9.1687
1979,11,1,2,164,4.0462
1979,11,1,3,193,8.6012
1979,11,1,4,154,8.4908
1979,11,1,5,202,12.1430
1979,11,2,1,51,7.6630
1979,11,2,2,46,3.2146
1979,11,2,3,45,4.0098
1979,11,2,4,46,9.9817
1979,11,2,5,45,9.3556
1979,11,3,1,35,8.2173
1979,11,3,2,38,3.7900
1979,11,3,3,44,5.8066
1979,11,3,4,36,4.6770
1979,11,3,5,46,12.1478
1979,12,1,1,213,7.0432
1979,12,1,2,186,9.1185
1979,12,1,3,198,7.8462
1979,12,1,4,174,11.2019
1979,12,1,5,206,11.3355
1979,12,2,1,55,2.1387
1979,12,2,2,52,3.7840
1979,12,2,3,48,5.3411
1979,12,2,4,54,4.7138
1979,12,2,5,52,7.3232
1979,12,3,1,45,5.0464
1979,12,3,2,39,4.5658
1979,12,3,3,48,4.2481
1979,12,3,4,43,3.3279
1979,12,3,5,48,5.4240
1980,1,1,1,228,11.7862
1980,1,1,2,174,11.2190
1980,1,1,3,184,10.3552
1980,1,1,4,194,11.9327
1980,1,1,5,203,14.6237
1980,1,2,1,55,12.0468
1980,1,2,2,51,10.0437
1980,1,2,3,41,7.0383
1980,1,2,4,56,11.8643
1980,1,2,5,54,11.5718
1980,1,3,1,48,8.3313
1980,1,3,2,39,2.3682
1980,1,3,3,43,7.9342
1980,1,3,4,44,9.3035
1980,1,3,5,48,10.4861
1980,2,1,1,228,-1.4963
1980,2,1,2,170,-1.8931
1980,2,1,3,185,-0.2523
1980,2,1,4,198,-2.1903
1980,2,1,5,213,-0.1125
1980,2,2,1,53,-1.7685
1980,2,2,2,52,-4.5231
1980,2,2,3,44,-2.5513
1980,2,2,4,55,-2.6780
1980,2,2,5,56,0.0224
1980,2,3,1,53,3.2761
1980,2,3,2,42,-0.5714
1980,2,3,3,38,1.4157
1980,2,3,4,49,2.9044
1980,2,3,5,46,0.4896
1980,3,1,1,193,-19.4167
1980,3,1,2,173,-16.6892
1980,3,1,3,187,-18.9781
1980,3,1,4,203,-18.3971
1980,3,1,5,199,-19.7885
1980,3,2,1,48,-18.9517
1980,3,2,2,55,-17.9312
1980,3,2,3,47,-16.6044
1980,3,2,4,58,-18.9021
1980,3,2,5,53,-19.7619
1980,3,3,1,52,-15.6582
1980,3,3,2,40,-13.4939
1980,3,3,3,45,-14.6747
1980,3,3,4,51,-15.9098
1980,3,3,5,50,-17.6581
1980,4,1,1,199,4.7069
1980,4,1,2,162,6.1478
1980,4,1,3,182,6.0248
1980,4,1,4,214,5.8884
1980,4,1,5,219,5.3742
1980,4,2,1,57,3.2985
1980,4,2,2,55,4.7110
1980,4,2,3,44,3.1985
1980,4,2,4,65,5.2053
1980,4,2,5,56,8.6844
1980,4,3,1,53,3.7556
1980,4,3,2,46,4.0180
1980,4,3,3,42,3.4802
1980,4,3,4,52,4.0841
1980,4,3,5,44,6.0306
1980,5,1,1,198,6.3285
1980,5,1,2,168,5.6141
