year,month,rank_ME,rank_Abr_12,nstocks,ret_vw
1972,6,2,4,151,-3.8429
1972,6,2,5,184,-3.4520
1972,6,3,1,214,-2.4575
1972,6,3,2,290,-2.2754
1972,6,3,3,277,-1.0161
1972,6,3,4,300,-1.7785
1972,6,3,5,238,-3.0398
1972,7,1,1,407,-4.2378
1972,7,1,2,268,-3.0374
1972,7,1,3,233,-3.2914
1972,7,1,4,235,-2.3456
1972,7,1,5,378,-3.3756
1972,7,2,1,195,-4.3378
1972,7,2,2,166,-3.6256
1972,7,2,3,160,-3.0435
1972,7,2,4,161,-2.3221
1972,7,2,5,192,-2.7640
1972,7,3,1,222,-0.8952
1972,7,3,2,298,0.0173
1972,7,3,3,283,1.2281
1972,7,3,4,307,-0.7461
1972,7,3,5,244,-1.2770
1972,8,1,1,431,0.7097
1972,8,1,2,306,0.8321
1972,8,1,3,267,1.4106
1972,8,1,4,269,0.7739
1972,8,1,5,412,0.1401
1972,8,2,1,221,2.1644
1972,8,2,2,193,1.4581
1972,8,2,3,185,0.3194
1972,8,2,4,181,1.2388
1972,8,2,5,217,1.9197
1972,8,3,1,257,4.2953
1972,8,3,2,325,4.1820
1972,8,3,3,320,2.7307
1972,8,3,4,344,3.5547
1972,8,3,5,282,3.7300
1972,9,1,1,473,-4.9435
1972,9,1,2,333,-3.9408
1972,9,1,3,288,-4.6405
1972,9,1,4,295,-4.1077
1972,9,1,5,444,-4.6830
1972,9,2,1,234,-3.0629
1972,9,2,2,208,-2.9993
1972,9,2,3,197,-2.9297
1972,9,2,4,200,-2.7294
1972,9,2,5,235,-2.5794
1972,9,3,1,276,-0.9669
1972,9,3,2,341,-0.7321
1972,9,3,3,341,0.4011
1972,9,3,4,358,-1.2484
1972,9,3,5,293,-1.9563
1972,10,1,1,490,-2.8731
1972,10,1,2,348,-2.1465
1972,10,1,3,301,-2.6786
1972,10,1,4,303,-2.1696
1972,10,1,5,456,-2.5199
1972,10,2,1,239,-1.7639
1972,10,2,2,212,-2.4661
1972,10,2,3,206,-0.8441
1972,10,2,4,204,-1.7206
1972,10,2,5,244,-1.5550
1972,10,3,1,277,0.8340
1972,10,3,2,351,1.0979
1972,10,3,3,345,0.5991
1972,10,3,4,364,0.4448
1972,10,3,5,298,1.1817
1972,11,1,1,534,5.2324
1972,11,1,2,378,4.7238
1972,11,1,3,329,4.9721
1972,11,1,4,331,5.9300
1972,11,1,5,497,5.7814
1972,11,2,1,261,6.2675
1972,11,2,2,231,5.9088
1972,11,2,3,226,4.4053
1972,11,2,4,233,7.0118
1972,11,2,5,267,6.2863
1972,11,3,1,307,4.6192
1972,11,3,2,376,6.0078
1972,11,3,3,382,4.1208
1972,11,3,4,398,4.2670
1972,11,3,5,332,5.3018
1972,12,1,1,553,-3.0052
1972,12,1,2,397,-1.5740
1972,12,1,3,345,-1.8047
1972,12,1,4,353,-1.8827
1972,12,1,5,524,-1.5298
1972,12,2,1,274,-1.2491
1972,12,2,2,246,-0.5553
1972,12,2,3,236,-1.5523
1972,12,2,4,244,-1.6208
1972,12,2,5,288,-1.7075
1972,12,3,1,318,0.2792
1972,12,3,2,384,1.1127
1972,12,3,3,393,2.0128
1972,12,3,4,409,2.0306
1972,12,3,5,343,2.3914
1973,1,1,1,568,-3.4367
1973,1,1,2,400,-3.1356
1973,1,1,3,349,-3.7334
1973,1,1,4,355,-4.2313
1973,1,1,5,531,-4.5872
1973,1,2,1,269,-6.0208
1973,1,2,2,241,-6.2714
1973,1,2,3,235,-6.1454
1973,1,2,4,244,-5.5504
1973,1,2,5,290,-7.0637
1973,1,3,1,310,-1.1241
1973,1,3,2,379,-2.3243
1973,1,3,3,387,-0.9003
1973,1,3,4,401,-1.9851
1973,1,3,5,332,-4.1738
1973,2,1,1,561,-8.4008
1973,2,1,2,395,-7.0878
1973,2,1,3,336,-8.3132
1973,2,1,4,353,-7.6583
1973,2,1,5,529,-8.2857
1973,2,2,1,263,-8.5289
1973,2,2,2,237,-8.3196
1973,2,2,3,232,-7.7291
1973,2,2,4,241,-8.6031
1973,2,2,5,291,-8.9992
1973,2,3,1,303,-4.3538
1973,2,3,2,376,-4.3167
1973,2,3,3,382,-2.9317
1973,2,3,4,398,-3.7578
1973,2,3,5,317,-4.8682
1973,3,1,1,584,-3.4826
1973,3,1,2,422,-2.0442
1973,3,1,3,351,-0.7504
1973,3,1,4,375,-1.9256
1973,3,1,5,546,-2.1380
1973,3,2,1,282,-3.5388
1973,3,2,2,244,-2.9338
1973,3,2,3,250,-3.4952
1973,3,2,4,250,-2.9232
1973,3,2,5,307,-2.5554
1973,3,3,1,319,-1.5046
1973,3,3,2,393,-0.2266
1973,3,3,3,401,-0.2677
1973,3,3,4,413,0.4565
1973,3,3,5,340,-0.6321
1973,4,1,1,598,-7.3381
1973,4,1,2,419,-6.7815
1973,4,1,3,349,-6.5050
1973,4,1,4,377,-5.9253
1973,4,1,5,553,-7.9951
1973,4,2,1,278,-8.8637
1973,4,2,2,242,-7.0789
1973,4,2,3,250,-6.4398
1973,4,2,4,236,-5.7661
1973,4,2,5,306,-6.5475
1973,4,3,1,304,-5.6552
1973,4,3,2,378,-4.1492
1973,4,3,3,384,-4.3790
1973,4,3,4,401,-4.2556
1973,4,3,5,317,-5.4736
1973,5,1,1,608,-10.1378
1973,5,1,2,451,-9.1304
1973,5,1,3,379,-7.9278
1973,5,1,4,413,-9.0501
1973,5,1,5,576,-9.5903
1973,5,2,1,301,-8.9635
1973,5,2,2,264,-8.1126
1973,5,2,3,260,-8.1523
1973,5,2,4,261,-7.7185
1973,5,2,5,314,-9.7012
1973,5,3,1,325,-3.0863
1973,5,3,2,383,-1.6878
1973,5,3,3,409,-1.0586
1973,5,3,4,414,-1.2095
1973,5,3,5,345,-2.3401
1973,6,1,1,652,-3.9415
1973,6,1,2,480,-3.7483
1973,6,1,3,398,-3.0262
1973,6,1,4,437,-2.9299
1973,6,1,5,612,-3.7179
1973,6,2,1,308,-3.9255
1973,6,2,2,271,-3.6182
1973,6,2,3,264,-4.1024
1973,6,2,4,265,-4.4820
1973,6,2,5,319,-3.5400
1973,6,3,1,331,-2.9307
1973,6,3,2,396,-0.3681
1973,6,3,3,421,-0.9852
1973,6,3,4,416,-0.5307
1973,6,3,5,351,-1.5430
1973,7,1,1,648,13.6666
1973,7,1,2,468,13.3084
1973,7,1,3,389,11.3471
1973,7,1,4,431,12.7611
1973,7,1,5,610,15.8526
1973,7,2,1,298,14.8940
1973,7,2,2,259,11.9370
1973,7,2,3,248,12.6713
1973,7,2,4,257,11.2672
1973,7,2,5,305,13.1095
1973,7,3,1,306,7.8605
1973,7,3,2,376,4.6252
1973,7,3,3,397,4.6664
1973,7,3,4,391,5.0660
1973,7,3,5,326,6.7078
1973,8,1,1,664,-7.4030
1973,8,1,2,497,-6.4229
1973,8,1,3,415,-5.4868
1973,8,1,4,457,-5.6933
1973,8,1,5,650,-5.3694
1973,8,2,1,308,-5.0255
1973,8,2,2,266,-3.0991
1973,8,2,3,250,-2.2630
1973,8,2,4,272,-2.9391
1973,8,2,5,325,-3.2142
1973,8,3,1,331,-3.7377
1973,8,3,2,395,-3.3373
1973,8,3,3,432,-3.3271
1973,8,3,4,418,-3.5538
1973,8,3,5,355,-2.3996
1973,9,1,1,684,9.6104
1973,9,1,2,521,9.2270
1973,9,1,3,449,8.9315
1973,9,1,4,479,8.3925
1973,9,1,5,666,9.6238
1973,9,2,1,322,12.0124
1973,9,2,2,269,11.5426
1973,9,2,3,259,11.5070
1973,9,2,4,287,10.7239
1973,9,2,5,333,12.1751
1973,9,3,1,336,4.5118
1973,9,3,2,414,3.3488
1973,9,3,3,442,5.1821
1973,9,3,4,423,6.8230
1973,9,3,5,354,4.5341
1973,10,1,1,684,1.0302
1973,10,1,2,505,0.5444
1973,10,1,3,455,-0.1981
1973,10,1,4,482,0.6248
1973,10,1,5,662,0.4956
1973,10,2,1,308,-0.7661
1973,10,2,2,261,0.9018
1973,10,2,3,252,1.9553
1973,10,2,4,284,0.1724
1973,10,2,5,317,-0.2922
1973,10,3,1,323,-1.5414
1973,10,3,2,392,0.3858
1973,10,3,3,416,0.3459
1973,10,3,4,393,0.7101
1973,10,3,5,340,0.3267
1973,11,1,1,715,-20.9588
1973,11,1,2,532,-19.5052
1973,11,1,3,493,-19.1431
1973,11,1,4,511,-19.3319
1973,11,1,5,695,-21.2287
1973,11,2,1,315,-20.5697
1973,11,2,2,275,-18.9221
1973,11,2,3,274,-18.6447
1973,11,2,4,300,-18.4015
1973,11,2,5,337,-20.9913
1973,11,3,1,340,-13.5657
1973,11,3,2,431,-12.1021
1973,11,3,3,444,-11.1487
1973,11,3,4,419,-11.0214
1973,11,3,5,352,-13.0862
1973,12,1,1,729,-5.1834
1973,12,1,2,564,-3.6999
1973,12,1,3,508,-4.0172
1973,12,1,4,538,-3.9543
1973,12,1,5,714,-3.6270
1973,12,2,1,325,-2.2891
1973,12,2,2,285,-2.3957
1973,12,2,3,287,-0.5016
1973,12,2,4,312,0.5396
1973,12,2,5,345,-0.1664
1973,12,3,1,344,-2.1918
1973,12,3,2,444,-0.1775
1973,12,3,3,456,1.9596
1973,12,3,4,435,3.3005
1973,12,3,5,370,1.1954
1974,1,1,1,737,17.7230
1974,1,1,2,576,17.7936
1974,1,1,3,517,17.3851
1974,1,1,4,541,16.1363
1974,1,1,5,719,16.8911
1974,1,2,1,320,9.9926
1974,1,2,2,285,10.8166
1974,1,2,3,281,9.7902
1974,1,2,4,313,9.2846
1974,1,2,5,346,12.7190
1974,1,3,1,333,0.7841
1974,1,3,2,431,-0.1829
1974,1,3,3,448,-1.0454
1974,1,3,4,431,-1.1274
1974,1,3,5,367,-1.3815
1974,2,1,1,730,-1.7295
1974,2,1,2,566,-0.0377
1974,2,1,3,520,-1.1766
1974,2,1,4,540,-1.3393
1974,2,1,5,701,-1.2207
1974,2,2,1,325,0.7394
1974,2,2,2,287,1.3654
1974,2,2,3,280,0.6478
1974,2,2,4,321,1.1822
1974,2,2,5,349,1.6079
1974,2,3,1,335,1.7224
1974,2,3,2,441,-0.3007
1974,2,3,3,476,-0.3031
1974,2,3,4,442,0.7275
1974,2,3,5,375,-0.1540
1974,3,1,1,754,0.7442
1974,3,1,2,594,1.6992
1974,3,1,3,545,1.2600
1974,3,1,4,569,1.8109
1974,3,1,5,711,1.0840
1974,3,2,1,331,-1.5842
1974,3,2,2,307,0.1125
1974,3,2,3,305,-0.0890
1974,3,2,4,339,-0.4486
1974,3,2,5,361,-0.4857
1974,3,3,1,361,-2.8685
1974,3,3,2,474,-2.1369
1974,3,3,3,515,-1.3298
1974,3,3,4,479,-2.0542
1974,3,3,5,398,-2.4716
1974,4,1,1,736,-6.6066
1974,4,1,2,602,-5.3272
1974,4,1,3,547,-4.7367
1974,4,1,4,551,-5.0802
1974,4,1,5,731,-5.3292
1974,4,2,1,330,-6.6579
1974,4,2,2,308,-5.0733
1974,4,2,3,297,-4.0586
1974,4,2,4,338,-5.0702
1974,4,2,5,351,-3.9880
1974,4,3,1,339,-4.5549
1974,4,3,2,468,-3.6235
1974,4,3,3,502,-3.2280
1974,4,3,4,463,-3.3908
1974,4,3,5,382,-4.0760
1974,5,1,1,758,-7.9797
1974,5,1,2,596,-7.4501
1974,5,1,3,571,-7.4298
1974,5,1,4,576,-6.6243
1974,5,1,5,746,-7.5761
1974,5,2,1,341,-8.5021
1974,5,2,2,329,-6.9220
1974,5,2,3,328,-6.8317
1974,5,2,4,365,-7.2680
1974,5,2,5,372,-7.2629
1974,5,3,1,375,-4.1048
1974,5,3,2,495,-2.4155
1974,5,3,3,538,-2.2860
1974,5,3,4,495,-2.6603
1974,5,3,5,416,-4.0553
1974,6,1,1,770,-3.8375
1974,6,1,2,613,-1.9708
1974,6,1,3,587,-2.2151
1974,6,1,4,591,-1.2175
1974,6,1,5,754,-2.2727
1974,6,2,1,349,-2.7058
1974,6,2,2,336,-1.0559
1974,6,2,3,344,-1.8490
1974,6,2,4,376,-1.2583
1974,6,2,5,380,-1.2606
1974,6,3,1,385,-2.9075
1974,6,3,2,504,-0.9573
1974,6,3,3,544,-1.3081
1974,6,3,4,512,-0.9632
1974,6,3,5,431,-2.3362
1974,7,1,1,755,-5.4136
1974,7,1,2,578,-4.9663
1974,7,1,3,554,-3.5253
1974,7,1,4,569,-3.4262
1974,7,1,5,723,-3.5439
1974,7,2,1,334,-5.0742
1974,7,2,2,305,-4.1607
1974,7,2,3,330,-3.0329
1974,7,2,4,357,-2.4520
1974,7,2,5,371,-3.1041
1974,7,3,1,363,-8.4332
1974,7,3,2,481,-9.3341
1974,7,3,3,506,-7.7882
1974,7,3,4,484,-7.5284
1974,7,3,5,409,-5.7393
1974,8,1,1,751,-8.3250
1974,8,1,2,600,-8.3068
1974,8,1,3,596,-6.2146
1974,8,1,4,593,-6.6480
1974,8,1,5,737,-6.5648
1974,8,2,1,338,-8.5472
1974,8,2,2,326,-6.9947
1974,8,2,3,354,-7.7035
1974,8,2,4,373,-8.7242
1974,8,2,5,389,-7.0665
1974,8,3,1,391,-9.4001
1974,8,3,2,514,-9.2862
1974,8,3,3,532,-8.0074
1974,8,3,4,521,-8.1380
1974,8,3,5,451,-9.4328
1974,9,1,1,759,-9.1952
1974,9,1,2,638,-8.0679
1974,9,1,3,613,-7.8478
1974,9,1,4,602,-7.8517
1974,9,1,5,758,-7.7165
1974,9,2,1,342,-10.7829
1974,9,2,2,340,-8.3667
1974,9,2,3,369,-8.4638
1974,9,2,4,394,-8.4977
1974,9,2,5,391,-9.3681
1974,9,3,1,409,-12.3455
1974,9,3,2,529,-11.9512
1974,9,3,3,556,-12.2469
1974,9,3,4,538,-11.6522
1974,9,3,5,463,-11.3346
1974,10,1,1,724,7.0678
1974,10,1,2,606,7.2220
1974,10,1,3,590,8.4788
1974,10,1,4,571,8.9696
1974,10,1,5,733,10.0895
1974,10,2,1,331,10.0745
1974,10,2,2,325,8.5688
1974,10,2,3,355,8.7702
1974,10,2,4,361,9.1393
1974,10,2,5,378,11.3410
1974,10,3,1,382,16.9913
1974,10,3,2,489,17.0725
1974,10,3,3,516,15.3106
1974,10,3,4,499,18.7466
1974,10,3,5,431,17.1295
1974,11,1,1,727,-6.7269
1974,11,1,2,626,-6.1613
1974,11,1,3,618,-4.6538
1974,11,1,4,598,-5.4885
1974,11,1,5,726,-6.1276
1974,11,2,1,352,-4.8168
1974,11,2,2,349,-4.4429
1974,11,2,3,382,-4.7355
1974,11,2,4,372,-4.0399
1974,11,2,5,395,-4.9575
1974,11,3,1,417,-3.7488
1974,11,3,2,520,-3.9922
1974,11,3,3,548,-5.1941
1974,11,3,4,527,-4.2549
1974,11,3,5,468,-3.0044
1974,12,1,1,742,-8.6609
1974,12,1,2,635,-9.2738
1974,12,1,3,639,-7.9730
1974,12,1,4,611,-7.5656
1974,12,1,5,726,-8.1703
1974,12,2,1,363,-6.7056
1974,12,2,2,366,-5.7014
1974,12,2,3,394,-5.8091
1974,12,2,4,379,-5.6755
1974,12,2,5,406,-6.9447
1974,12,3,1,419,-3.3601
1974,12,3,2,524,-1.6166
1974,12,3,3,558,-2.0302
1974,12,3,4,533,-2.9056
1974,12,3,5,480,-2.7559
1975,1,1,1,750,35.3506
1975,1,1,2,631,34.0579
1975,1,1,3,632,30.5387
1975,1,1,4,609,30.2413
1975,1,1,5,732,30.5388
1975,1,2,1,354,30.9989
1975,1,2,2,362,26.9368
1975,1,2,3,383,26.0604
1975,1,2,4,367,25.6678
1975,1,2,5,392,24.9320
1975,1,3,1,408,15.4245
1975,1,3,2,515,12.1407
1975,1,3,3,553,13.1542
1975,1,3,4,518,11.9565
1975,1,3,5,460,14.0263
1975,2,1,1,730,4.2841
1975,2,1,2,608,3.1339
1975,2,1,3,612,3.7611
1975,2,1,4,593,4.7071
1975,2,1,5,721,5.1869
1975,2,2,1,344,5.6251
1975,2,2,2,366,4.0986
1975,2,2,3,377,4.5467
1975,2,2,4,371,3.0045
1975,2,2,5,395,6.1919
1975,2,3,1,403,6.7529
1975,2,3,2,494,7.7016
1975,2,3,3,545,6.5618
1975,2,3,4,519,6.2663
1975,2,3,5,455,6.3705
1975,3,1,1,713,12.3174
1975,3,1,2,609,9.8125
1975,3,1,3,618,10.9231
1975,3,1,4,611,8.6282
1975,3,1,5,744,10.5608
1975,3,2,1,353,8.0764
1975,3,2,2,381,6.9465
1975,3,2,3,378,6.2038
1975,3,2,4,382,7.1638
1975,3,2,5,396,6.9122
1975,3,3,1,410,4.1469
1975,3,3,2,516,2.5404
1975,3,3,3,567,2.2143
1975,3,3,4,543,2.6154
1975,3,3,5,469,5.1744
1975,4,1,1,704,2.0979
1975,4,1,2,591,3.2352
1975,4,1,3,594,2.3761
1975,4,1,4,603,5.5245
1975,4,1,5,738,4.2382
1975,4,2,1,342,4.3919
1975,4,2,2,372,4.6062
1975,4,2,3,355,4.6972
1975,4,2,4,362,3.7404
1975,4,2,5,380,5.4402
1975,4,3,1,386,4.5614
1975,4,3,2,481,4.4723
1975,4,3,3,531,4.7550
1975,4,3,4,517,5.8077
1975,4,3,5,442,6.7762
1975,5,1,1,722,7.0392
1975,5,1,2,614,7.6806
1975,5,1,3,594,7.8613
1975,5,1,4,614,8.4554
1975,5,1,5,750,7.8151
1975,5,2,1,359,8.4616
1975,5,2,2,381,7.8065
1975,5,2,3,377,7.1519
1975,5,2,4,372,7.6481
1975,5,2,5,385,7.2144
1975,5,3,1,397,6.4142
1975,5,3,2,516,4.8574
1975,5,3,3,559,5.0152
1975,5,3,4,539,5.4669
1975,5,3,5,473,5.5474
1975,6,1,1,743,9.5723
1975,6,1,2,636,9.5816
1975,6,1,3,605,9.1380
1975,6,1,4,620,8.5845
1975,6,1,5,765,8.4644
1975,6,2,1,366,6.3946
1975,6,2,2,391,7.3106
1975,6,2,3,381,7.1544
1975,6,2,4,381,6.3395
1975,6,2,5,389,5.8211
1975,6,3,1,407,5.5528
1975,6,3,2,518,5.3530
1975,6,3,3,566,4.4428
1975,6,3,4,544,5.4144
1975,6,3,5,484,5.4486
1975,7,1,1,731,-1.2878
1975,7,1,2,622,-2.0476
1975,7,1,3,568,-1.7286
1975,7,1,4,570,-2.7718
1975,7,1,5,732,-1.7109
1975,7,2,1,351,-5.4445
1975,7,2,2,370,-3.2793
1975,7,2,3,364,-3.6448
1975,7,2,4,354,-2.9101
1975,7,2,5,365,-3.7358
1975,7,3,1,371,-7.1644
1975,7,3,2,495,-6.0920
1975,7,3,3,526,-6.5612
1975,7,3,4,512,-5.7623
1975,7,3,5,439,-6.7451
1975,8,1,1,741,-7.5934
1975,8,1,2,630,-5.9623
1975,8,1,3,548,-6.2973
1975,8,1,4,568,-6.2972
1975,8,1,5,755,-6.5794
1975,8,2,1,357,-5.2700
1975,8,2,2,381,-4.2727
1975,8,2,3,365,-4.0223
1975,8,2,4,364,-4.6305
1975,8,2,5,387,-4.1699
1975,8,3,1,397,-1.9351
1975,8,3,2,526,-1.8799
1975,8,3,3,545,-1.5028
1975,8,3,4,524,-1.1870
1975,8,3,5,456,-2.0752
1975,9,1,1,761,-3.5318
1975,9,1,2,630,-3.5198
1975,9,1,3,566,-2.9952
1975,9,1,4,576,-3.2174
1975,9,1,5,762,-3.2759
1975,9,2,1,373,-4.5725
1975,9,2,2,385,-3.6466
1975,9,2,3,369,-3.0367
1975,9,2,4,372,-2.8298
1975,9,2,5,393,-2.6322
1975,9,3,1,405,-4.1188
1975,9,3,2,541,-3.3384
1975,9,3,3,554,-3.3495
1975,9,3,4,528,-3.1416
1975,9,3,5,461,-3.7416
1975,10,1,1,749,2.0015
1975,10,1,2,586,1.8028
1975,10,1,3,516,1.4087
1975,10,1,4,538,2.0367
1975,10,1,5,755,1.6788
1975,10,2,1,355,2.4147
1975,10,2,2,363,3.9000
1975,10,2,3,342,3.5520
1975,10,2,4,353,2.2346
1975,10,2,5,380,3.0772
1975,10,3,1,367,6.2323
1975,10,3,2,491,6.6933
1975,10,3,3,511,6.4013
1975,10,3,4,489,5.9458
1975,10,3,5,432,5.7776
1975,11,1,1,772,2.1703
1975,11,1,2,600,3.2276
1975,11,1,3,510,3.8363
1975,11,1,4,528,4.0340
1975,11,1,5,750,3.2285
1975,11,2,1,367,3.0943
1975,11,2,2,370,3.8293
1975,11,2,3,349,3.9315
1975,11,2,4,365,3.7532
1975,11,2,5,390,3.4940
1975,11,3,1,399,3.4249
1975,11,3,2,525,3.1727
1975,11,3,3,537,2.7731
1975,11,3,4,510,2.3135
1975,11,3,5,453,3.1597
1975,12,1,1,799,-1.8877
1975,12,1,2,608,-1.8110
1975,12,1,3,526,-1.8155
1975,12,1,4,542,-1.1830
1975,12,1,5,753,-1.8999
1975,12,2,1,378,-0.7641
1975,12,2,2,387,-0.3686
1975,12,2,3,344,-0.7393
1975,12,2,4,370,-0.8219
1975,12,2,5,387,-1.9882
1975,12,3,1,411,-1.2090
1975,12,3,2,536,-1.3479
1975,12,3,3,547,-0.9566
1975,12,3,4,524,-0.8521
1975,12,3,5,459,-1.8596
1976,1,1,1,786,25.5838
1976,1,1,2,612,23.0336
1976,1,1,3,516,23.4674
1976,1,1,4,533,25.4512
1976,1,1,5,750,24.4297
1976,1,2,1,363,21.0079
1976,1,2,2,370,18.0575
1976,1,2,3,327,18.6495
1976,1,2,4,356,18.9941
1976,1,2,5,372,19.8592
1976,1,3,1,399,13.0569
1976,1,3,2,517,11.9080
1976,1,3,3,527,11.5973
1976,1,3,4,502,12.1923
1976,1,3,5,432,12.9421
1976,2,1,1,721,13.0274
1976,2,1,2,562,12.1201
1976,2,1,3,462,12.7185
1976,2,1,4,492,13.2014
1976,2,1,5,708,12.7514
1976,2,2,1,350,7.6965
1976,2,2,2,369,7.0821
1976,2,2,3,318,5.6844
1976,2,2,4,349,6.4900
1976,2,2,5,377,7.0097
1976,2,3,1,395,0.3264
1976,2,3,2,521,-0.7844
1976,2,3,3,518,-0.3170
1976,2,3,4,504,-0.9926
1976,2,3,5,429,0.8432
1976,3,1,1,764,0.9453
1976,3,1,2,601,1.0374
1976,3,1,3,503,1.2897
1976,3,1,4,541,1.4958
1976,3,1,5,757,0.6576
1976,3,2,1,372,1.4495
1976,3,2,2,367,0.9604
1976,3,2,3,323,2.2709
1976,3,2,4,357,1.6142
1976,3,2,5,387,1.2160
1976,3,3,1,417,2.1968
1976,3,3,2,519,3.3420
1976,3,3,3,537,2.6664
1976,3,3,4,535,2.4290
1976,3,3,5,444,2.5612
1976,4,1,1,743,-3.4586
1976,4,1,2,555,-1.4800
1976,4,1,3,482,-1.3802
1976,4,1,4,514,-2.0010
1976,4,1,5,719,-2.7555
1976,4,2,1,362,-1.1992
1976,4,2,2,351,-0.2082
1976,4,2,3,305,-0.6457
1976,4,2,4,348,-1.3217
1976,4,2,5,362,-1.4886
1976,4,3,1,382,-1.7796
1976,4,3,2,499,-0.5697
1976,4,3,3,503,-0.7903
1976,4,3,4,499,-0.6965
1976,4,3,5,406,-1.1356
1976,5,1,1,767,-3.0805
1976,5,1,2,571,-3.3087
1976,5,1,3,519,-3.0529
1976,5,1,4,527,-3.1529
1976,5,1,5,746,-3.8150
1976,5,2,1,372,-1.8679
1976,5,2,2,368,-1.2333
1976,5,2,3,315,-1.6518
1976,5,2,4,366,-1.6039
1976,5,2,5,388,-1.6424
1976,5,3,1,411,-0.4022
1976,5,3,2,534,-0.7606
1976,5,3,3,533,-0.9454
1976,5,3,4,532,-0.4532
1976,5,3,5,418,-0.9512
1976,6,1,1,783,3.7258
1976,6,1,2,583,3.7427
1976,6,1,3,534,3.4029
1976,6,1,4,558,3.1074
1976,6,1,5,753,3.4616
1976,6,2,1,383,4.8938
1976,6,2,2,381,3.6370
1976,6,2,3,331,4.4994
1976,6,2,4,379,4.8491
1976,6,2,5,397,5.8259
1976,6,3,1,420,5.4985
1976,6,3,2,539,4.3391
1976,6,3,3,539,4.2382
1976,6,3,4,543,4.7480
1976,6,3,5,435,3.6817
1976,7,1,1,747,-1.1015
1976,7,1,2,554,0.7804
1976,7,1,3,515,0.4209
1976,7,1,4,536,-0.3931
1976,7,1,5,737,0.1193
1976,7,2,1,370,-0.9935
1976,7,2,2,352,0.7083
1976,7,2,3,309,0.5050
1976,7,2,4,354,-0.0507
1976,7,2,5,378,0.0191
1976,7,3,1,392,-1.5223
1976,7,3,2,506,-0.7418
1976,7,3,3,511,-0.7503
1976,7,3,4,506,-0.7525
1976,7,3,5,395,-1.2620
1976,8,1,1,751,-3.2271
1976,8,1,2,560,-1.9309
1976,8,1,3,526,-1.2891
1976,8,1,4,552,-2.2061
1976,8,1,5,751,-2.7605
1976,8,2,1,372,-2.5453
1976,8,2,2,355,-1.9512
1976,8,2,3,329,-1.4215
1976,8,2,4,367,-1.7689
1976,8,2,5,386,-2.3922
1976,8,3,1,393,-0.6547
1976,8,3,2,521,0.2343
1976,8,3,3,529,0.3163
1976,8,3,4,529,0.3026
1976,8,3,5,419,-1.0426
1976,9,1,1,624,1.2383
