year,month,rank_ME,rank_R11_1,nstocks,ret_vw
1967,1,1,1,298,24.6034
1967,1,1,2,142,19.5055
1967,1,1,3,104,21.6520
1967,1,1,4,150,14.4692
1967,1,1,5,161,16.3750
1967,1,2,1,81,21.6474
1967,1,2,2,88,14.7083
1967,1,2,3,76,14.2899
1967,1,2,4,57,15.0825
1967,1,2,5,85,13.8663
1967,1,3,1,80,13.7073
1967,1,3,2,93,8.4446
1967,1,3,3,134,6.4455
1967,1,3,4,144,6.4449
1967,1,3,5,149,6.9794
1967,2,1,1,338,4.0553
1967,2,1,2,157,3.0491
1967,2,1,3,121,4.9015
1967,2,1,4,127,6.2926
1967,2,1,5,120,8.7818
1967,2,2,1,102,1.0964
1967,2,2,2,76,3.0182
1967,2,2,3,73,1.8832
1967,2,2,4,64,2.3823
1967,2,2,5,76,4.1085
1967,2,3,1,62,-1.7643
1967,2,3,2,98,-1.0441
1967,2,3,3,129,0.3221
1967,2,3,4,145,0.5629
1967,2,3,5,166,3.4823
1967,3,1,1,336,5.6237
1967,3,1,2,159,5.1300
1967,3,1,3,130,7.2217
1967,3,1,4,102,8.9489
1967,3,1,5,138,9.6862
1967,3,2,1,87,5.6281
1967,3,2,2,80,7.0756
1967,3,2,3,66,4.7283
1967,3,2,4,68,5.4400
1967,3,2,5,95,7.1744
1967,3,3,1,74,3.1432
1967,3,3,2,109,4.5451
1967,3,3,3,122,4.0782
1967,3,3,4,145,4.7183
1967,3,3,5,152,4.6011
1967,4,1,1,311,1.9857
1967,4,1,2,156,5.2484
1967,4,1,3,129,3.7666
1967,4,1,4,110,6.1059
1967,4,1,5,156,7.1097
1967,4,2,1,77,2.5667
1967,4,2,2,86,2.2836
1967,4,2,3,69,2.8284
1967,4,2,4,67,4.2631
1967,4,2,5,99,5.4792
1967,4,3,1,81,7.2587
1967,4,3,2,108,5.1371
1967,4,3,3,135,3.0436
1967,4,3,4,134,1.3922
1967,4,3,5,142,5.6380
1967,5,1,1,338,-0.4255
1967,5,1,2,135,1.8603
1967,5,1,3,116,0.5668
1967,5,1,4,110,2.2725
1967,5,1,5,158,-1.6753
1967,5,2,1,82,-2.7900
1967,5,2,2,78,-1.9082
1967,5,2,3,78,-1.8382
1967,5,2,4,66,-1.6782
1967,5,2,5,95,-0.6552
1967,5,3,1,76,-5.3455
1967,5,3,2,115,-4.5312
1967,5,3,3,117,-3.0273
1967,5,3,4,148,-4.6486
1967,5,3,5,143,-3.8443
1967,6,1,1,309,6.2887
1967,6,1,2,113,6.8963
1967,6,1,3,110,9.9472
1967,6,1,4,135,13.1782
1967,6,1,5,188,18.3952
1967,6,2,1,82,5.6041
1967,6,2,2,67,2.8859
1967,6,2,3,68,5.6195
1967,6,2,4,88,8.2374
1967,6,2,5,99,12.8050
1967,6,3,1,85,0.3494
1967,6,3,2,117,1.6312
1967,6,3,3,128,0.8691
1967,6,3,4,128,1.8382
1967,6,3,5,140,5.9654
1967,7,1,1,279,11.8496
1967,7,1,2,118,11.0724
1967,7,1,3,124,10.3748
1967,7,1,4,123,7.4014
1967,7,1,5,200,8.2081
1967,7,2,1,77,7.6894
1967,7,2,2,74,5.7929
1967,7,2,3,73,5.9874
1967,7,2,4,82,9.7664
1967,7,2,5,108,7.4070
1967,7,3,1,86,7.4160
1967,7,3,2,117,2.8255
1967,7,3,3,126,3.6071
1967,7,3,4,126,5.3442
1967,7,3,5,140,5.1036
1967,8,1,1,222,1.5917
1967,8,1,2,112,1.7013
1967,8,1,3,131,1.7594
1967,8,1,4,130,-0.6497
1967,8,1,5,249,-0.7694
1967,8,2,1,72,0.1843
1967,8,2,2,74,0.7335
1967,8,2,3,69,0.9198
1967,8,2,4,72,0.7702
1967,8,2,5,126,-1.3847
1967,8,3,1,101,-0.8851
1967,8,3,2,122,-0.6131
1967,8,3,3,130,-0.2431
1967,8,3,4,126,-0.6316
1967,8,3,5,120,-1.5457
1967,9,1,1,177,5.2997
1967,9,1,2,99,5.1920
1967,9,1,3,138,8.9588
1967,9,1,4,154,8.4567
1967,9,1,5,276,9.6417
1967,9,2,1,68,3.0503
1967,9,2,2,61,3.9110
1967,9,2,3,76,4.3639
1967,9,2,4,74,4.9454
1967,9,2,5,137,7.3122
1967,9,3,1,121,3.4390
1967,9,3,2,131,2.7023
1967,9,3,3,118,2.2860
1967,9,3,4,120,3.7559
1967,9,3,5,111,4.2055
1967,10,1,1,146,-3.4119
1967,10,1,2,130,-2.1123
1967,10,1,3,133,-3.0311
1967,10,1,4,157,-1.5816
1967,10,1,5,283,-0.2881
1967,10,2,1,59,-3.8496
1967,10,2,2,67,-3.6132
1967,10,2,3,81,-3.0071
1967,10,2,4,67,-3.1480
