year,month,rank_ME,rank_GLAq_6,nstocks,ret_vw
1976,1,1,1,85,27.4371
1976,1,1,2,46,21.2540
1976,1,1,3,39,24.8438
1976,1,1,4,58,23.0287
1976,1,1,5,90,27.6323
1976,1,2,1,36,21.6343
1976,1,2,2,37,20.7950
1976,1,2,3,31,17.4142
1976,1,2,4,31,25.7788
1976,1,2,5,43,19.0893
1976,1,3,1,48,13.6899
1976,1,3,2,68,12.2824
1976,1,3,3,60,15.3315
1976,1,3,4,59,9.8220
1976,1,3,5,61,12.4280
1976,2,1,1,120,13.1241
1976,2,1,2,96,12.2680
1976,2,1,3,75,13.0265
1976,2,1,4,84,16.8933
1976,2,1,5,125,11.7321
1976,2,2,1,62,8.0044
1976,2,2,2,58,6.9040
1976,2,2,3,46,9.6228
1976,2,2,4,57,6.6328
1976,2,2,5,57,7.8430
1976,2,3,1,75,2.3101
1976,2,3,2,98,1.2213
1976,2,3,3,98,1.1403
1976,2,3,4,88,-0.0258
1976,2,3,5,81,-2.1953
1976,3,1,1,144,-0.4492
1976,3,1,2,107,2.0710
1976,3,1,3,90,2.2383
1976,3,1,4,101,0.4575
1976,3,1,5,145,3.2810
1976,3,2,1,66,1.6310
1976,3,2,2,64,0.0878
1976,3,2,3,51,3.7541
1976,3,2,4,59,0.9822
1976,3,2,5,65,2.6286
1976,3,3,1,85,1.5230
1976,3,3,2,108,3.7625
1976,3,3,3,105,0.7574
1976,3,3,4,95,4.6467
1976,3,3,5,86,4.3386
1976,4,1,1,160,-1.9128
1976,4,1,2,111,-1.4715
1976,4,1,3,97,-0.5460
1976,4,1,4,107,-2.5849
1976,4,1,5,156,-3.8336
1976,4,2,1,75,0.2465
1976,4,2,2,67,0.8809
1976,4,2,3,56,0.1770
1976,4,2,4,66,-0.8241
1976,4,2,5,71,-3.1028
1976,4,3,1,91,-0.3250
1976,4,3,2,112,1.6381
1976,4,3,3,110,0.8232
1976,4,3,4,98,-0.9959
1976,4,3,5,89,-4.5138
1976,5,1,1,251,-2.0930
1976,5,1,2,178,-2.0055
1976,5,1,3,152,-2.6514
1976,5,1,4,161,-2.2320
1976,5,1,5,190,-4.8439
1976,5,2,1,128,-1.2184
1976,5,2,2,96,0.7269
1976,5,2,3,92,-0.1569
1976,5,2,4,81,-1.1735
1976,5,2,5,88,-3.4092
1976,5,3,1,160,-2.1159
1976,5,3,2,159,-0.5087
1976,5,3,3,146,0.3184
1976,5,3,4,128,1.5863
1976,5,3,5,105,-2.6278
1976,6,1,1,261,2.8990
1976,6,1,2,188,5.3109
1976,6,1,3,163,3.5732
1976,6,1,4,171,4.4139
1976,6,1,5,215,3.0954
1976,6,2,1,136,5.3659
1976,6,2,2,103,3.3291
1976,6,2,3,105,5.8779
1976,6,2,4,88,5.6018
1976,6,2,5,94,3.3764
1976,6,3,1,166,4.5804
1976,6,3,2,162,4.0529
1976,6,3,3,153,2.9470
1976,6,3,4,134,3.7027
1976,6,3,5,114,4.4425
1976,7,1,1,227,0.0692
1976,7,1,2,181,0.1666
1976,7,1,3,154,-0.3268
1976,7,1,4,169,-0.1104
1976,7,1,5,212,-0.5619
1976,7,2,1,122,-1.8068
1976,7,2,2,104,-0.1806
1976,7,2,3,96,-1.4368
1976,7,2,4,84,-0.2593
1976,7,2,5,95,0.0533
1976,7,3,1,145,-0.7115
1976,7,3,2,156,-0.9458
1976,7,3,3,149,-1.9292
1976,7,3,4,130,-1.0481
1976,7,3,5,110,-1.6608
1976,8,1,1,260,-3.0231
1976,8,1,2,221,-3.5579
1976,8,1,3,198,-3.8317
1976,8,1,4,216,-3.9998
1976,8,1,5,251,-2.3077
1976,8,2,1,162,-2.3644
1976,8,2,2,144,-3.6667
1976,8,2,3,135,-2.0016
1976,8,2,4,129,-1.5472
1976,8,2,5,129,-2.4279
1976,8,3,1,186,0.8544
1976,8,3,2,203,-0.0106
1976,8,3,3,207,-1.6228
1976,8,3,4,191,-0.4786
1976,8,3,5,160,0.1145
1976,9,1,1,277,2.4573
1976,9,1,2,242,1.8076
1976,9,1,3,210,2.1923
1976,9,1,4,230,2.0930
1976,9,1,5,269,1.8440
1976,9,2,1,172,3.1281
1976,9,2,2,154,3.5440
1976,9,2,3,144,3.3901
1976,9,2,4,144,3.1137
1976,9,2,5,135,2.2935
1976,9,3,1,187,2.6483
1976,9,3,2,208,3.3590
1976,9,3,3,220,3.3126
1976,9,3,4,199,3.3153
1976,9,3,5,167,0.3250
1976,10,1,1,303,-3.2728
1976,10,1,2,267,-2.5618
1976,10,1,3,247,-1.5528
1976,10,1,4,277,-1.8751
1976,10,1,5,306,-3.3725
1976,10,2,1,157,-2.6771
1976,10,2,2,150,-2.0800
1976,10,2,3,145,-2.1410
1976,10,2,4,139,-2.5459
1976,10,2,5,142,-3.5332
1976,10,3,1,179,-1.7105
1976,10,3,2,206,-1.5089
1976,10,3,3,207,-2.0225
1976,10,3,4,202,-2.4875
1976,10,3,5,166,-2.9758
1976,11,1,1,356,2.4347
1976,11,1,2,312,1.4138
1976,11,1,3,297,2.5670
1976,11,1,4,313,3.2278
1976,11,1,5,350,3.8089
1976,11,2,1,173,5.2670
1976,11,2,2,182,4.3682
1976,11,2,3,156,4.8794
1976,11,2,4,155,4.7465
1976,11,2,5,151,4.2113
1976,11,3,1,204,1.2749
1976,11,3,2,234,1.1106
1976,11,3,3,236,0.0215
