year,month,rank_ME,rank_GLAq_1,nstocks,ret_vw
1976,1,1,1,93,26.9105
1976,1,1,2,50,21.3152
1976,1,1,3,40,24.7196
1976,1,1,4,58,23.0453
1976,1,1,5,94,27.6490
1976,1,2,1,36,21.6314
1976,1,2,2,37,20.8018
1976,1,2,3,31,17.4247
1976,1,2,4,31,25.7996
1976,1,2,5,43,19.1147
1976,1,3,1,48,13.6897
1976,1,3,2,68,12.2811
1976,1,3,3,60,15.3321
1976,1,3,4,59,9.8255
1976,1,3,5,61,12.4365
1976,2,1,1,85,13.5042
1976,2,1,2,74,11.9960
1976,2,1,3,55,13.9361
1976,2,1,4,60,16.3934
1976,2,1,5,105,11.7989
1976,2,2,1,45,6.6878
1976,2,2,2,46,9.3354
1976,2,2,3,28,7.0941
1976,2,2,4,45,8.1671
1976,2,2,5,47,8.2841
1976,2,3,1,53,2.2952
1976,2,3,2,67,1.5992
1976,2,3,3,73,0.1516
1976,2,3,4,64,0.5961
1976,2,3,5,68,-2.9662
1976,3,1,1,97,0.0288
1976,3,1,2,74,1.2749
1976,3,1,3,70,1.7701
1976,3,1,4,63,1.3223
1976,3,1,5,127,2.8133
1976,3,2,1,43,1.5064
1976,3,2,2,43,0.5447
1976,3,2,3,29,3.9590
1976,3,2,4,41,0.6999
1976,3,2,5,48,3.5507
1976,3,3,1,59,1.8287
1976,3,3,2,71,5.1817
1976,3,3,3,74,-0.8134
1976,3,3,4,66,4.4910
1976,3,3,5,67,5.0431
1976,4,1,1,98,-1.3152
1976,4,1,2,73,-0.9298
1976,4,1,3,66,0.2870
1976,4,1,4,65,-2.8128
1976,4,1,5,129,-4.2713
1976,4,2,1,47,0.9418
1976,4,2,2,46,0.0443
1976,4,2,3,31,-0.0644
1976,4,2,4,47,-1.2736
1976,4,2,5,50,-3.8423
1976,4,3,1,57,0.8725
1976,4,3,2,73,1.0228
1976,4,3,3,76,0.9979
1976,4,3,4,64,-0.6085
1976,4,3,5,71,-5.0692
1976,5,1,1,105,-2.9620
1976,5,1,2,98,-2.8215
1976,5,1,3,79,-0.7284
1976,5,1,4,110,-2.0838
1976,5,1,5,143,-4.3370
1976,5,2,1,60,-1.8627
1976,5,2,2,53,-0.6899
1976,5,2,3,60,2.5101
1976,5,2,4,44,-1.1964
1976,5,2,5,66,-3.7509
1976,5,3,1,77,-3.8745
1976,5,3,2,89,-0.6811
1976,5,3,3,83,0.6311
1976,5,3,4,94,1.4323
1976,5,3,5,87,-2.8052
1976,6,1,1,102,3.9493
1976,6,1,2,101,5.6489
1976,6,1,3,80,2.1777
1976,6,1,4,98,4.1136
1976,6,1,5,154,3.0386
1976,6,2,1,58,3.4302
1976,6,2,2,56,4.4771
1976,6,2,3,64,5.5357
1976,6,2,4,51,5.9615
1976,6,2,5,69,3.5963
1976,6,3,1,78,4.3333
1976,6,3,2,86,5.0315
1976,6,3,3,87,4.7954
1976,6,3,4,94,2.8800
1976,6,3,5,89,3.6554
1976,7,1,1,95,0.1463
1976,7,1,2,107,0.9596
1976,7,1,3,79,1.7709
1976,7,1,4,108,-0.9448
1976,7,1,5,149,-1.0683
1976,7,2,1,63,-0.0418
1976,7,2,2,65,-0.5983
1976,7,2,3,57,-1.2896
1976,7,2,4,44,-0.9749
1976,7,2,5,73,0.2824
1976,7,3,1,75,-0.5991
1976,7,3,2,84,-0.6741
1976,7,3,3,88,-1.8946
1976,7,3,4,97,-0.7937
1976,7,3,5,84,-2.6536
1976,8,1,1,166,-1.3469
1976,8,1,2,137,-4.1464
1976,8,1,3,121,-1.8556
1976,8,1,4,161,-3.4510
1976,8,1,5,206,-1.9457
1976,8,2,1,83,-4.5921
1976,8,2,2,78,-3.3800
1976,8,2,3,73,-1.1454
1976,8,2,4,80,-2.3870
1976,8,2,5,97,-1.9576
1976,8,3,1,98,1.8522
1976,8,3,2,107,-1.5890
1976,8,3,3,108,-1.4271
1976,8,3,4,114,-0.8909
1976,8,3,5,121,0.9839
1976,9,1,1,160,1.2749
1976,9,1,2,125,1.3010
1976,9,1,3,114,0.8209
1976,9,1,4,136,2.3167
1976,9,1,5,181,2.0985
1976,9,2,1,86,2.2460
1976,9,2,2,79,4.3864
1976,9,2,3,70,2.5082
1976,9,2,4,83,2.3281
1976,9,2,5,92,1.9121
1976,9,3,1,97,2.2237
1976,9,3,2,101,3.9913
1976,9,3,3,119,2.3835
1976,9,3,4,110,3.1501
1976,9,3,5,116,2.0714
1976,10,1,1,190,-3.1973
1976,10,1,2,147,-2.8589
1976,10,1,3,145,-1.9995
1976,10,1,4,166,-3.6362
1976,10,1,5,219,-2.5134
1976,10,2,1,88,-2.9646
1976,10,2,2,87,-2.2684
1976,10,2,3,72,-2.6533
1976,10,2,4,87,-2.2121
1976,10,2,5,103,-4.6527
1976,10,3,1,99,-1.8019
1976,10,3,2,109,-0.7228
1976,10,3,3,118,-2.5353
1976,10,3,4,114,-2.5877
1976,10,3,5,116,-3.5470
1976,11,1,1,212,2.0304
1976,11,1,2,142,1.6219
1976,11,1,3,157,2.6493
1976,11,1,4,178,2.8209
1976,11,1,5,253,3.7479
1976,11,2,1,86,4.6428
1976,11,2,2,94,4.7090
1976,11,2,3,70,5.5073
1976,11,2,4,82,4.9566
1976,11,2,5,98,4.2852
1976,11,3,1,114,1.1704
1976,11,3,2,109,1.3954
1976,11,3,3,117,-0.4210
1976,11,3,4,110,-0.8327
1976,11,3,5,116,-0.7255
1976,12,1,1,218,10.6829
1976,12,1,2,150,9.6564
1976,12,1,3,154,10.3249
1976,12,1,4,182,11.4705
1976,12,1,5,270,10.5570
1976,12,2,1,91,7.6513
1976,12,2,2,98,8.7256
1976,12,2,3,74,11.5489
1976,12,2,4,82,10.8652
1976,12,2,5,104,8.1246
1976,12,3,1,113,5.4661
1976,12,3,2,118,6.2642
1976,12,3,3,120,6.7038
1976,12,3,4,114,4.7401
1976,12,3,5,118,3.4234
1977,1,1,1,228,4.8957
1977,1,1,2,150,6.3365
1977,1,1,3,148,5.1300
1977,1,1,4,193,2.5795
1977,1,1,5,273,3.0924
1977,1,2,1,91,2.3595
1977,1,2,2,97,4.3466
1977,1,2,3,80,1.0056
1977,1,2,4,77,-0.1939
1977,1,2,5,107,-0.7467
1977,1,3,1,115,-1.3410
1977,1,3,2,120,-4.5685
1977,1,3,3,119,-4.1367
1977,1,3,4,119,-7.1328
1977,1,3,5,121,-6.3683
1977,2,1,1,219,-1.6513
1977,2,1,2,164,-0.0264
1977,2,1,3,132,-2.1076
1977,2,1,4,200,-1.2420
1977,2,1,5,265,-0.7196
1977,2,2,1,83,-0.9638
1977,2,2,2,91,0.2005
1977,2,2,3,87,-1.6386
1977,2,2,4,86,-0.8737
1977,2,2,5,112,-1.9698
1977,2,3,1,112,-0.8312
1977,2,3,2,122,-2.2479
1977,2,3,3,119,-2.6457
1977,2,3,4,114,-0.9438
1977,2,3,5,115,-0.8137
1977,3,1,1,215,1.7794
1977,3,1,2,163,1.2462
1977,3,1,3,148,1.4170
1977,3,1,4,211,1.5474
1977,3,1,5,263,-0.0827
1977,3,2,1,84,0.2942
1977,3,2,2,90,-0.1823
1977,3,2,3,92,1.3555
1977,3,2,4,90,-0.0629
1977,3,2,5,111,-0.6362
1977,3,3,1,111,-1.0406
1977,3,3,2,126,-1.8286
1977,3,3,3,115,-1.3310
1977,3,3,4,112,-1.9142
1977,3,3,5,113,-1.2017
1977,4,1,1,205,-0.0622
1977,4,1,2,166,1.5878
1977,4,1,3,153,1.4950
1977,4,1,4,213,1.6007
1977,4,1,5,262,1.5780
1977,4,2,1,87,1.4706
1977,4,2,2,94,1.6545
1977,4,2,3,86,2.0755
1977,4,2,4,89,1.5649
1977,4,2,5,108,1.0723
1977,4,3,1,114,2.1098
1977,4,3,2,124,1.2548
1977,4,3,3,118,2.2182
1977,4,3,4,114,-1.8673
1977,4,3,5,114,-3.9360
1977,5,1,1,213,-0.1313
1977,5,1,2,175,-0.5373
1977,5,1,3,179,-0.3906
1977,5,1,4,195,-0.2968
1977,5,1,5,266,-0.1264
1977,5,2,1,96,-0.1933
1977,5,2,2,93,1.3346
1977,5,2,3,88,0.0351
1977,5,2,4,83,0.1804
1977,5,2,5,116,-0.5528
1977,5,3,1,109,-0.4453
1977,5,3,2,134,-2.4622
1977,5,3,3,116,-0.7165
1977,5,3,4,131,-1.3767
1977,5,3,5,113,-2.9918
1977,6,1,1,223,7.4785
1977,6,1,2,177,8.5990
1977,6,1,3,174,7.1674
1977,6,1,4,203,7.7748
1977,6,1,5,252,8.0400
1977,6,2,1,92,6.9225
1977,6,2,2,89,8.5170
1977,6,2,3,93,7.2490
1977,6,2,4,86,6.9288
1977,6,2,5,112,6.7407
1977,6,3,1,112,2.8816
1977,6,3,2,136,3.1644
1977,6,3,3,111,4.2996
1977,6,3,4,130,6.4662
1977,6,3,5,111,7.1516
1977,7,1,1,226,-0.9448
1977,7,1,2,166,-0.1339
1977,7,1,3,167,-0.0989
1977,7,1,4,213,-0.2927
1977,7,1,5,237,0.8066
1977,7,2,1,94,-1.8544
1977,7,2,2,95,-1.2517
1977,7,2,3,93,-1.6355
1977,7,2,4,88,-0.8070
1977,7,2,5,116,-0.2347
1977,7,3,1,111,-2.8358
1977,7,3,2,133,-3.2412
1977,7,3,3,113,-2.5948
1977,7,3,4,129,-1.3979
1977,7,3,5,115,0.1948
1977,8,1,1,179,-1.4804
1977,8,1,2,164,-1.6810
1977,8,1,3,179,-2.3297
1977,8,1,4,261,-1.8114
1977,8,1,5,235,-0.3804
1977,8,2,1,78,-3.3119
1977,8,2,2,111,-2.9496
1977,8,2,3,101,-0.7714
1977,8,2,4,91,-1.5093
1977,8,2,5,123,2.9412
1977,8,3,1,153,-2.3264
1977,8,3,2,147,-4.0681
1977,8,3,3,123,-2.9862
1977,8,3,4,133,-0.2072
1977,8,3,5,136,2.1512
1977,9,1,1,173,0.4142
1977,9,1,2,165,2.6901
1977,9,1,3,184,0.2033
1977,9,1,4,250,1.3269
1977,9,1,5,244,1.3479
1977,9,2,1,86,0.1740
1977,9,2,2,111,2.0302
1977,9,2,3,97,2.1228
1977,9,2,4,96,1.3500
1977,9,2,5,117,-0.3596
1977,9,3,1,151,1.1823
1977,9,3,2,143,0.2459
1977,9,3,3,132,0.0867
1977,9,3,4,126,0.1021
1977,9,3,5,138,-1.2606
1977,10,1,1,168,-3.0677
1977,10,1,2,163,-2.7953
1977,10,1,3,182,-2.3165
1977,10,1,4,240,-2.7626
1977,10,1,5,257,-1.3960
1977,10,2,1,85,-3.7683
1977,10,2,2,107,-2.8238
1977,10,2,3,102,-3.2748
1977,10,2,4,99,-2.5955
1977,10,2,5,111,-4.0036
1977,10,3,1,151,-3.9477
1977,10,3,2,144,-3.9119
1977,10,3,3,127,-4.5278
1977,10,3,4,123,-4.3019
1977,10,3,5,142,-3.1485
1977,11,1,1,154,6.4456
1977,11,1,2,202,8.3799
1977,11,1,3,182,10.1905
1977,11,1,4,192,8.5228
1977,11,1,5,290,10.7872
1977,11,2,1,76,4.3487
1977,11,2,2,109,9.6474
1977,11,2,3,108,9.1252
1977,11,2,4,94,10.1970
1977,11,2,5,114,9.8653
1977,11,3,1,157,4.0613
1977,11,3,2,138,3.5835
1977,11,3,3,124,3.4812
1977,11,3,4,132,3.9612
1977,11,3,5,137,4.4395
1977,12,1,1,162,1.2214
1977,12,1,2,197,2.8340
1977,12,1,3,186,0.5654
1977,12,1,4,195,0.8885
1977,12,1,5,281,2.6431
1977,12,2,1,73,1.3952
1977,12,2,2,111,1.3403
1977,12,2,3,104,1.4677
1977,12,2,4,93,0.6195
1977,12,2,5,123,1.8005
1977,12,3,1,157,0.2365
1977,12,3,2,137,0.7889
1977,12,3,3,126,1.4670
1977,12,3,4,134,-0.1919
1977,12,3,5,133,0.8679
1978,1,1,1,155,-0.3831
1978,1,1,2,192,-0.4348
1978,1,1,3,190,-0.8123
1978,1,1,4,191,-1.2611
1978,1,1,5,281,-2.1742
1978,1,2,1,77,-1.9131
1978,1,2,2,113,-3.0810
1978,1,2,3,100,-3.5745
1978,1,2,4,95,-5.6818
1978,1,2,5,124,-5.3363
1978,1,3,1,154,-4.0409
1978,1,3,2,138,-6.5149
1978,1,3,3,130,-6.8176
1978,1,3,4,136,-6.2506
1978,1,3,5,130,-4.8579
1978,2,1,1,163,1.4382
1978,2,1,2,173,2.8333
1978,2,1,3,168,2.8872
1978,2,1,4,218,4.1937
1978,2,1,5,271,3.3954
1978,2,2,1,75,-0.1691
1978,2,2,2,104,2.9919
1978,2,2,3,97,3.2017
1978,2,2,4,99,1.4553
1978,2,2,5,127,1.6012
1978,2,3,1,150,-1.3114
1978,2,3,2,140,0.3445
1978,2,3,3,132,-2.0432
1978,2,3,4,129,-2.2496
1978,2,3,5,120,-2.8128
1978,3,1,1,157,6.4040
1978,3,1,2,166,5.5243
1978,3,1,3,172,8.6852
1978,3,1,4,223,8.2080
1978,3,1,5,275,8.9559
1978,3,2,1,76,3.5740
1978,3,2,2,102,5.9627
1978,3,2,3,98,7.5326
1978,3,2,4,99,6.7189
1978,3,2,5,117,6.7149
1978,3,3,1,153,2.9634
1978,3,3,2,141,3.8611
1978,3,3,3,129,3.6387
1978,3,3,4,127,2.5101
1978,3,3,5,121,0.5823
1978,4,1,1,158,6.6834
1978,4,1,2,172,7.2882
1978,4,1,3,172,8.1354
1978,4,1,4,224,8.4993
1978,4,1,5,271,9.3127
1978,4,2,1,77,3.1871
1978,4,2,2,104,5.7689
1978,4,2,3,94,8.7960
1978,4,2,4,92,8.9603
1978,4,2,5,119,10.0643
1978,4,3,1,152,2.7385
1978,4,3,2,135,7.6521
1978,4,3,3,132,9.4494
1978,4,3,4,131,12.5767
1978,4,3,5,120,10.8962
1978,5,1,1,140,4.7942
1978,5,1,2,187,5.9904
1978,5,1,3,182,7.1916
1978,5,1,4,228,8.5351
1978,5,1,5,254,9.5117
1978,5,2,1,77,3.1242
1978,5,2,2,106,6.0849
1978,5,2,3,96,6.9805
1978,5,2,4,104,5.8842
1978,5,2,5,123,6.7984
1978,5,3,1,153,1.9163
1978,5,3,2,135,0.0123
1978,5,3,3,133,2.3317
1978,5,3,4,132,1.9121
1978,5,3,5,127,2.5900
1978,6,1,1,147,-0.7044
1978,6,1,2,188,1.3071
1978,6,1,3,173,-1.5192
1978,6,1,4,237,0.7019
1978,6,1,5,246,-0.3534
1978,6,2,1,71,0.0220
1978,6,2,2,114,1.4466
1978,6,2,3,94,-0.6159
1978,6,2,4,99,0.2556
1978,6,2,5,123,-0.8202
1978,6,3,1,151,-1.3919
1978,6,3,2,133,-1.6990
1978,6,3,3,131,-2.8429
1978,6,3,4,135,-1.0502
1978,6,3,5,130,-0.2611
1978,7,1,1,145,3.9724
1978,7,1,2,183,7.5161
1978,7,1,3,172,4.3047
1978,7,1,4,235,6.1525
1978,7,1,5,238,5.4060
1978,7,2,1,71,6.0319
1978,7,2,2,120,7.7682
1978,7,2,3,94,6.3244
1978,7,2,4,102,5.8191
1978,7,2,5,120,6.7246
1978,7,3,1,152,5.3546
1978,7,3,2,138,3.3768
1978,7,3,3,128,5.3290
1978,7,3,4,133,6.6669
1978,7,3,5,129,7.8400
1978,8,1,1,156,8.3120
1978,8,1,2,167,10.0908
1978,8,1,3,184,8.3071
1978,8,1,4,226,8.7763
1978,8,1,5,233,10.9040
1978,8,2,1,74,6.9069
1978,8,2,2,114,5.8827
1978,8,2,3,103,9.4080
1978,8,2,4,103,7.5624
1978,8,2,5,117,11.2324
1978,8,3,1,150,2.0877
1978,8,3,2,142,4.8873
1978,8,3,3,118,4.5488
1978,8,3,4,127,2.7856
1978,8,3,5,137,3.0618
1978,9,1,1,150,0.0633
1978,9,1,2,173,-0.0924
1978,9,1,3,181,0.8827
1978,9,1,4,215,1.2290
1978,9,1,5,235,-1.2084
1978,9,2,1,83,-0.9823
1978,9,2,2,106,0.3952
1978,9,2,3,106,-2.4429
1978,9,2,4,100,-2.9049
1978,9,2,5,120,-2.1797
1978,9,3,1,144,0.5194
1978,9,3,2,142,0.3245
1978,9,3,3,121,1.4954
1978,9,3,4,125,-2.3626
1978,9,3,5,139,-3.2621
1978,10,1,1,148,-20.7964
1978,10,1,2,174,-23.1276
1978,10,1,3,181,-24.1342
1978,10,1,4,221,-24.2928
1978,10,1,5,232,-23.6686
1978,10,2,1,84,-17.4602
1978,10,2,2,102,-20.1236
1978,10,2,3,103,-20.3738
1978,10,2,4,97,-20.8308
1978,10,2,5,127,-20.9568
1978,10,3,1,144,-8.0587
1978,10,3,2,145,-10.7973
1978,10,3,3,121,-10.7969
1978,10,3,4,132,-9.6514
1978,10,3,5,129,-9.0453
1978,11,1,1,145,4.0527
1978,11,1,2,177,8.5802
1978,11,1,3,175,8.5119
1978,11,1,4,231,8.7782
1978,11,1,5,234,8.5785
1978,11,2,1,81,3.0796
1978,11,2,2,104,7.9991
1978,11,2,3,108,6.8732
1978,11,2,4,90,6.7117
1978,11,2,5,126,8.6837
1978,11,3,1,151,3.4960
1978,11,3,2,138,4.1262
1978,11,3,3,135,3.5299
1978,11,3,4,132,2.1760
1978,11,3,5,127,2.8654
1978,12,1,1,145,-1.2775
1978,12,1,2,176,-1.0190
1978,12,1,3,179,1.1510
1978,12,1,4,221,1.4385
1978,12,1,5,232,2.5891
1978,12,2,1,85,-0.3290
1978,12,2,2,100,2.6085
1978,12,2,3,104,1.3179
1978,12,2,4,105,3.4775
1978,12,2,5,126,2.1529
1978,12,3,1,149,-0.7796
1978,12,3,2,139,1.5878
1978,12,3,3,131,1.8268
1978,12,3,4,132,0.7116
1978,12,3,5,129,4.6109
1979,1,1,1,145,12.0802
1979,1,1,2,172,11.4517
1979,1,1,3,177,12.3680
1979,1,1,4,222,10.9911
1979,1,1,5,231,10.3140
1979,1,2,1,88,7.5111
1979,1,2,2,95,7.7876
1979,1,2,3,106,11.1343
1979,1,2,4,103,7.7965
1979,1,2,5,125,8.1567
1979,1,3,1,150,6.1141
1979,1,3,2,139,4.8873
1979,1,3,3,130,4.2231
1979,1,3,4,135,3.4505
1979,1,3,5,132,3.3166
1979,2,1,1,157,-0.3760
1979,2,1,2,169,-2.7354
1979,2,1,3,164,-2.2162
1979,2,1,4,225,-1.6544
1979,2,1,5,220,-2.9005
1979,2,2,1,88,-0.7397
1979,2,2,2,93,-1.4342
1979,2,2,3,102,-4.1466
1979,2,2,4,96,-3.0678
1979,2,2,5,128,-4.4474
1979,2,3,1,146,-2.2350
1979,2,3,2,135,-1.8761
1979,2,3,3,128,-2.0185
1979,2,3,4,133,-4.0494
1979,2,3,5,125,-4.1430
1979,3,1,1,151,9.1645
1979,3,1,2,168,8.7019
1979,3,1,3,167,9.4857
1979,3,1,4,227,9.8391
1979,3,1,5,217,7.8441
1979,3,2,1,87,7.6759
1979,3,2,2,91,11.3092
1979,3,2,3,99,11.8720
1979,3,2,4,100,9.5596
1979,3,2,5,127,10.7222
1979,3,3,1,147,3.0597
1979,3,3,2,131,7.5275
1979,3,3,3,132,7.7596
1979,3,3,4,129,7.0470
1979,3,3,5,122,4.1679
1979,4,1,1,149,2.3276
1979,4,1,2,168,2.4331
1979,4,1,3,169,3.3032
1979,4,1,4,218,2.2895
1979,4,1,5,218,1.2756
1979,4,2,1,87,1.6314
1979,4,2,2,97,2.4289
1979,4,2,3,93,3.7145
1979,4,2,4,105,4.3303
1979,4,2,5,123,1.4388
1979,4,3,1,141,-3.0126
1979,4,3,2,131,0.9479
1979,4,3,3,137,2.0600
1979,4,3,4,129,0.9228
1979,4,3,5,122,0.0539
1979,5,1,1,145,-1.4472
1979,5,1,2,171,-0.9156
1979,5,1,3,177,-0.7555
1979,5,1,4,210,-0.2201
1979,5,1,5,225,-1.3532
1979,5,2,1,93,0.4474
1979,5,2,2,99,-0.3161
1979,5,2,3,102,-2.1440
1979,5,2,4,109,-2.0126
1979,5,2,5,108,-3.1386
1979,5,3,1,142,0.5059
1979,5,3,2,138,-2.3044
1979,5,3,3,137,-1.6063
1979,5,3,4,122,-1.4891
1979,5,3,5,138,-2.8294
1979,6,1,1,148,8.7090
1979,6,1,2,168,8.1401
1979,6,1,3,181,3.1772
1979,6,1,4,212,4.8862
1979,6,1,5,212,2.5141
1979,6,2,1,88,8.1586
1979,6,2,2,105,6.6379
1979,6,2,3,101,3.9538
1979,6,2,4,110,3.6418
1979,6,2,5,109,2.2475
1979,6,3,1,150,3.9488
1979,6,3,2,138,7.0778
1979,6,3,3,134,5.2868
1979,6,3,4,121,3.6565
1979,6,3,5,136,0.8199
1979,7,1,1,147,2.3190
1979,7,1,2,169,3.0617
1979,7,1,3,176,2.0012
1979,7,1,4,220,1.6653
1979,7,1,5,210,2.6938
1979,7,2,1,85,3.7690
1979,7,2,2,105,2.8888
1979,7,2,3,98,6.0716
1979,7,2,4,107,1.2239
1979,7,2,5,108,2.5053
1979,7,3,1,154,1.4634
1979,7,3,2,137,2.3768
1979,7,3,3,135,2.2795
1979,7,3,4,120,1.2465
1979,7,3,5,132,-1.2967
1979,8,1,1,166,9.2299
1979,8,1,2,150,6.8993
1979,8,1,3,166,8.2062
1979,8,1,4,240,8.7481
1979,8,1,5,202,8.9766
1979,8,2,1,79,8.2722
1979,8,2,2,97,7.6555
1979,8,2,3,98,8.3884
1979,8,2,4,113,8.2936
1979,8,2,5,111,10.7847
1979,8,3,1,147,3.3911
1979,8,3,2,143,7.0553
1979,8,3,3,130,7.3320
1979,8,3,4,122,6.9005
1979,8,3,5,126,6.6585
1979,9,1,1,152,0.1539
1979,9,1,2,156,0.1711
1979,9,1,3,168,-1.3429
1979,9,1,4,231,-0.8836
1979,9,1,5,215,-2.0613
1979,9,2,1,85,1.0994
