year,month,rank_ME,rank_ATOq_12,nstocks,ret_vw
1972,9,1,1,98,-5.6593
1972,9,1,2,95,-2.4271
1972,9,1,3,128,-4.7872
1972,9,1,4,158,-3.2440
1972,9,1,5,164,-4.5553
1972,9,2,1,67,-1.8242
1972,9,2,2,58,-2.7912
1972,9,2,3,83,-2.2220
1972,9,2,4,89,-3.0919
1972,9,2,5,94,-2.3934
1972,9,3,1,123,-1.5406
1972,9,3,2,118,-1.0851
1972,9,3,3,113,-1.0708
1972,9,3,4,112,-0.7718
1972,9,3,5,109,-0.9526
1972,10,1,1,102,-5.7194
1972,10,1,2,97,-2.4173
1972,10,1,3,138,-2.2802
1972,10,1,4,163,-3.2005
1972,10,1,5,173,-3.0896
1972,10,2,1,72,-0.5055
1972,10,2,2,60,-2.1071
1972,10,2,3,84,-0.5462
1972,10,2,4,93,-1.1355
1972,10,2,5,98,-2.3495
1972,10,3,1,123,2.5879
1972,10,3,2,121,-1.5368
1972,10,3,3,118,0.1808
1972,10,3,4,114,2.2978
1972,10,3,5,111,0.7982
1972,11,1,1,117,4.6507
1972,11,1,2,119,6.6071
1972,11,1,3,162,4.7453
1972,11,1,4,190,6.4510
1972,11,1,5,178,6.0486
1972,11,2,1,79,5.1719
1972,11,2,2,73,6.4832
1972,11,2,3,95,7.5412
1972,11,2,4,108,5.4533
1972,11,2,5,98,7.1384
1972,11,3,1,133,5.4227
1972,11,3,2,133,5.0868
1972,11,3,3,131,5.3506
1972,11,3,4,120,4.1319
1972,11,3,5,113,5.4942
1972,12,1,1,121,-4.2182
1972,12,1,2,124,-1.2181
1972,12,1,3,169,-2.3084
1972,12,1,4,195,-1.8566
1972,12,1,5,180,-3.6688
1972,12,2,1,79,-1.4951
1972,12,2,2,76,0.0296
1972,12,2,3,97,-2.3204
1972,12,2,4,110,-1.6997
1972,12,2,5,102,-0.8071
1972,12,3,1,134,0.1109
1972,12,3,2,134,0.7628
1972,12,3,3,133,1.6898
1972,12,3,4,123,2.5270
1972,12,3,5,116,1.5391
1973,1,1,1,120,-1.0712
1973,1,1,2,127,-5.0798
1973,1,1,3,170,-4.0376
1973,1,1,4,197,-3.8143
1973,1,1,5,186,-5.5943
1973,1,2,1,79,-5.3466
1973,1,2,2,75,-5.3139
1973,1,2,3,94,-8.7891
1973,1,2,4,112,-7.7811
1973,1,2,5,103,-5.2112
1973,1,3,1,136,-2.2288
1973,1,3,2,133,-3.6999
1973,1,3,3,136,-1.8146
1973,1,3,4,123,-4.3126
1973,1,3,5,117,-3.7655
1973,2,1,1,120,-6.4631
1973,2,1,2,128,-8.8437
1973,2,1,3,173,-9.0835
1973,2,1,4,205,-8.9055
1973,2,1,5,190,-8.4077
1973,2,2,1,80,-7.9505
1973,2,2,2,75,-9.0600
1973,2,2,3,96,-8.1189
1973,2,2,4,113,-9.4544
1973,2,2,5,104,-8.6613
1973,2,3,1,136,-6.5437
1973,2,3,2,135,-4.3669
1973,2,3,3,137,-3.6011
1973,2,3,4,127,-3.3367
1973,2,3,5,121,-6.0224
1973,3,1,1,128,-3.4460
1973,3,1,2,132,-3.2527
1973,3,1,3,175,-3.6433
1973,3,1,4,208,-2.4086
1973,3,1,5,195,-3.1439
1973,3,2,1,82,-5.0849
1973,3,2,2,76,-2.2008
1973,3,2,3,96,-3.4923
1973,3,2,4,113,-3.7456
1973,3,2,5,106,-4.0511
1973,3,3,1,137,-1.1491
1973,3,3,2,137,-2.0946
1973,3,3,3,139,-1.0418
1973,3,3,4,128,-3.0752
1973,3,3,5,122,-2.5033
1973,4,1,1,124,-6.3066
1973,4,1,2,128,-7.3447
1973,4,1,3,168,-6.9877
1973,4,1,4,204,-8.9154
1973,4,1,5,197,-8.1391
1973,4,2,1,81,-7.7285
1973,4,2,2,73,-8.2963
1973,4,2,3,94,-5.5031
1973,4,2,4,108,-5.4643
1973,4,2,5,104,-9.5859
1973,4,3,1,134,-5.5452
1973,4,3,2,134,-6.5397
1973,4,3,3,134,-5.7123
1973,4,3,4,127,-5.1218
1973,4,3,5,121,-7.7038
1973,5,1,1,139,-10.7908
1973,5,1,2,154,-8.5456
1973,5,1,3,208,-11.7964
1973,5,1,4,239,-10.1894
1973,5,1,5,245,-7.0590
1973,5,2,1,104,-10.1475
1973,5,2,2,85,-8.5446
1973,5,2,3,109,-9.5224
1973,5,2,4,144,-9.8021
1973,5,2,5,129,-6.6945
1973,5,3,1,147,-4.1537
1973,5,3,2,159,-2.6105
1973,5,3,3,160,-3.5629
1973,5,3,4,152,-1.5602
1973,5,3,5,135,-3.7102
1973,6,1,1,156,-3.3632
1973,6,1,2,171,-3.9402
1973,6,1,3,232,-2.9515
1973,6,1,4,261,-3.9963
1973,6,1,5,271,-3.9544
1973,6,2,1,109,-1.6694
1973,6,2,2,90,-5.0790
1973,6,2,3,117,-3.4832
1973,6,2,4,146,-4.8050
1973,6,2,5,127,-6.5757
1973,6,3,1,155,-1.5021
1973,6,3,2,162,-0.7261
1973,6,3,3,160,-2.1970
1973,6,3,4,152,-1.5998
1973,6,3,5,140,-4.2738
1973,7,1,1,154,12.7193
1973,7,1,2,177,14.2210
1973,7,1,3,230,17.8873
1973,7,1,4,263,14.6981
1973,7,1,5,282,13.2914
1973,7,2,1,108,10.7529
1973,7,2,2,88,14.1314
1973,7,2,3,121,14.5463
1973,7,2,4,140,14.0857
1973,7,2,5,128,14.5591
1973,7,3,1,159,9.4174
1973,7,3,2,159,8.3912
1973,7,3,3,162,7.7322
1973,7,3,4,153,10.3367
1973,7,3,5,141,8.2062
1973,8,1,1,157,-4.7745
1973,8,1,2,182,-5.8182
1973,8,1,3,231,-7.3168
1973,8,1,4,264,-7.2617
1973,8,1,5,285,-5.4757
1973,8,2,1,106,-6.2211
1973,8,2,2,91,-3.1923
1973,8,2,3,122,-3.7863
1973,8,2,4,142,-3.4570
1973,8,2,5,132,-0.8668
1973,8,3,1,162,-1.8566
1973,8,3,2,157,-2.4480
1973,8,3,3,161,-3.9440
1973,8,3,4,150,-6.2880
1973,8,3,5,146,-3.2979
1973,9,1,1,159,10.3364
1973,9,1,2,181,11.6329
1973,9,1,3,231,9.8618
1973,9,1,4,269,8.4470
1973,9,1,5,288,7.6053
1973,9,2,1,106,12.9893
1973,9,2,2,91,13.2297
1973,9,2,3,122,11.9418
1973,9,2,4,142,11.5950
1973,9,2,5,133,10.9864
1973,9,3,1,161,8.0662
1973,9,3,2,159,5.5120
1973,9,3,3,160,3.9559
1973,9,3,4,152,5.9088
1973,9,3,5,146,6.7168
1973,10,1,1,144,4.0655
1973,10,1,2,166,2.0083
1973,10,1,3,183,-0.4649
1973,10,1,4,228,0.3220
1973,10,1,5,279,-0.4893
1973,10,2,1,98,4.6280
1973,10,2,2,77,2.0129
1973,10,2,3,117,-1.7854
1973,10,2,4,126,-2.4582
1973,10,2,5,127,1.0434
1973,10,3,1,146,3.2873
1973,10,3,2,141,-0.0431
1973,10,3,3,135,1.9161
1973,10,3,4,141,-0.4061
1973,10,3,5,141,-4.3380
1973,11,1,1,166,-18.6373
1973,11,1,2,178,-22.0061
1973,11,1,3,205,-21.2727
1973,11,1,4,251,-20.3045
1973,11,1,5,280,-21.0746
1973,11,2,1,100,-18.1620
1973,11,2,2,90,-20.7497
1973,11,2,3,123,-20.4339
1973,11,2,4,133,-22.8379
1973,11,2,5,130,-20.7521
1973,11,3,1,152,-12.7646
1973,11,3,2,142,-14.6427
1973,11,3,3,136,-14.3334
1973,11,3,4,153,-12.7546
1973,11,3,5,140,-16.2838
1973,12,1,1,179,-4.2438
1973,12,1,2,178,-4.3711
1973,12,1,3,213,-5.4744
1973,12,1,4,259,-3.1452
1973,12,1,5,286,-4.2705
1973,12,2,1,102,-1.4349
1973,12,2,2,93,0.2376
1973,12,2,3,126,-2.7737
1973,12,2,4,138,-3.4742
1973,12,2,5,134,-1.3051
1973,12,3,1,154,6.3736
1973,12,3,2,144,1.0279
1973,12,3,3,136,-1.2657
1973,12,3,4,156,-1.8332
1973,12,3,5,141,-1.7729
1974,1,1,1,183,18.1906
1974,1,1,2,180,19.5623
1974,1,1,3,215,17.4203
1974,1,1,4,262,14.6297
1974,1,1,5,295,15.3300
1974,1,2,1,104,10.9346
1974,1,2,2,92,9.7616
1974,1,2,3,128,12.5264
1974,1,2,4,135,10.3419
1974,1,2,5,134,8.4128
1974,1,3,1,154,-2.2984
1974,1,3,2,145,0.0203
1974,1,3,3,138,1.3354
1974,1,3,4,155,-0.1683
1974,1,3,5,142,2.3578
1974,2,1,1,187,-2.6955
1974,2,1,2,180,-1.0769
1974,2,1,3,216,-0.4033
1974,2,1,4,265,-0.7729
1974,2,1,5,298,-0.5384
1974,2,2,1,104,0.2808
1974,2,2,2,93,-0.4493
1974,2,2,3,129,0.0004
1974,2,2,4,135,1.0131
1974,2,2,5,136,1.1201
1974,2,3,1,154,1.4085
1974,2,3,2,147,-0.1773
1974,2,3,3,139,1.4932
1974,2,3,4,155,-1.5215
1974,2,3,5,143,-0.6386
1974,3,1,1,192,0.2349
1974,3,1,2,182,-0.5231
1974,3,1,3,224,0.8525
1974,3,1,4,272,1.9252
1974,3,1,5,302,2.0444
1974,3,2,1,103,-3.5644
1974,3,2,2,96,-2.0834
1974,3,2,3,131,-1.5914
1974,3,2,4,137,-0.6328
1974,3,2,5,134,1.0722
1974,3,3,1,155,-3.5817
1974,3,3,2,150,-1.4563
1974,3,3,3,141,-0.0402
1974,3,3,4,156,-1.1330
1974,3,3,5,143,-0.6303
1974,4,1,1,191,-8.1954
1974,4,1,2,172,-5.3930
1974,4,1,3,220,-4.4508
1974,4,1,4,267,-4.8686
1974,4,1,5,307,-5.4895
1974,4,2,1,102,-8.7040
1974,4,2,2,95,-3.9181
1974,4,2,3,134,-2.5344
1974,4,2,4,135,-4.4847
1974,4,2,5,134,-4.7235
1974,4,3,1,152,-4.1008
1974,4,3,2,143,-4.8651
1974,4,3,3,140,-2.9226
1974,4,3,4,153,-1.1268
1974,4,3,5,143,-3.3413
1974,5,1,1,209,-9.1327
1974,5,1,2,201,-7.0901
1974,5,1,3,248,-9.2064
1974,5,1,4,310,-6.1813
1974,5,1,5,338,-7.1910
1974,5,2,1,117,-9.2950
1974,5,2,2,114,-8.7530
1974,5,2,3,150,-7.1619
1974,5,2,4,151,-5.7499
1974,5,2,5,153,-6.3958
1974,5,3,1,168,-5.8433
1974,5,3,2,173,-1.7691
1974,5,3,3,174,-3.1524
1974,5,3,4,177,-1.3014
1974,5,3,5,165,-0.9770
1974,6,1,1,226,-2.1446
1974,6,1,2,214,-3.7966
1974,6,1,3,269,-2.1447
1974,6,1,4,328,-3.0989
1974,6,1,5,348,-3.0612
1974,6,2,1,129,-1.0177
1974,6,2,2,119,-2.1495
1974,6,2,3,153,-1.8258
1974,6,2,4,159,-2.1193
1974,6,2,5,155,-1.5261
1974,6,3,1,172,-1.7242
1974,6,3,2,181,-1.9354
1974,6,3,3,176,-2.2194
1974,6,3,4,182,-0.1830
1974,6,3,5,166,-1.5970
1974,7,1,1,233,-3.0492
1974,7,1,2,223,-2.5610
1974,7,1,3,272,-4.2588
1974,7,1,4,327,-5.0408
1974,7,1,5,345,-5.6964
1974,7,2,1,130,-3.6179
1974,7,2,2,120,-4.1844
1974,7,2,3,150,-3.4401
1974,7,2,4,162,-5.2287
1974,7,2,5,152,-5.2677
1974,7,3,1,172,-7.3039
1974,7,3,2,181,-10.5458
1974,7,3,3,179,-8.8087
1974,7,3,4,183,-7.9843
1974,7,3,5,165,-11.7777
1974,8,1,1,231,-6.6650
1974,8,1,2,226,-6.6229
1974,8,1,3,272,-6.7507
1974,8,1,4,324,-6.9879
1974,8,1,5,339,-7.2880
1974,8,2,1,136,-7.1246
1974,8,2,2,120,-5.8113
1974,8,2,3,156,-8.7372
1974,8,2,4,169,-7.8404
1974,8,2,5,153,-8.8517
1974,8,3,1,174,-8.5803
1974,8,3,2,185,-10.9205
1974,8,3,3,175,-10.1340
1974,8,3,4,184,-11.7938
1974,8,3,5,169,-10.3586
1974,9,1,1,233,-9.4099
1974,9,1,2,226,-8.0374
1974,9,1,3,269,-8.2751
1974,9,1,4,327,-6.8921
1974,9,1,5,340,-7.3575
1974,9,2,1,137,-9.8579
1974,9,2,2,117,-11.1678
1974,9,2,3,153,-10.0532
1974,9,2,4,167,-12.2520
1974,9,2,5,158,-8.0097
1974,9,3,1,174,-12.7075
1974,9,3,2,185,-11.4344
1974,9,3,3,174,-13.3841
1974,9,3,4,187,-12.0549
1974,9,3,5,166,-12.4860
1974,10,1,1,214,9.5356
1974,10,1,2,178,7.3682
1974,10,1,3,216,7.6102
1974,10,1,4,271,5.8808
1974,10,1,5,313,9.1079
1974,10,2,1,124,11.4269
1974,10,2,2,104,7.4359
1974,10,2,3,121,7.7180
1974,10,2,4,146,9.7872
1974,10,2,5,137,13.1368
1974,10,3,1,145,16.0398
1974,10,3,2,151,16.8275
1974,10,3,3,148,20.3350
1974,10,3,4,172,16.8768
1974,10,3,5,153,17.9936
1974,11,1,1,223,-7.7313
1974,11,1,2,191,-5.0710
1974,11,1,3,221,-7.2314
1974,11,1,4,281,-6.0094
1974,11,1,5,314,-4.8609
1974,11,2,1,127,-4.4134
1974,11,2,2,110,-6.2160
1974,11,2,3,132,-5.9620
1974,11,2,4,150,-5.4966
1974,11,2,5,138,-4.7779
1974,11,3,1,151,-1.6915
1974,11,3,2,159,-4.6589
1974,11,3,3,148,-5.0824
1974,11,3,4,169,-4.7358
1974,11,3,5,155,-2.3253
1974,12,1,1,230,-8.7138
1974,12,1,2,200,-8.5181
1974,12,1,3,224,-10.8148
1974,12,1,4,281,-9.4525
1974,12,1,5,317,-7.0159
1974,12,2,1,128,-7.5426
1974,12,2,2,112,-6.4695
1974,12,2,3,136,-6.2597
1974,12,2,4,152,-6.0567
1974,12,2,5,140,-4.9021
1974,12,3,1,150,-2.1008
1974,12,3,2,160,-4.0434
1974,12,3,3,148,-4.3792
1974,12,3,4,168,-1.7514
1974,12,3,5,155,-3.2637
1975,1,1,1,229,35.9259
1975,1,1,2,203,29.2986
1975,1,1,3,222,35.3604
1975,1,1,4,284,35.4323
1975,1,1,5,319,28.5060
1975,1,2,1,130,28.1573
1975,1,2,2,111,28.4857
1975,1,2,3,135,27.2712
1975,1,2,4,148,28.3486
1975,1,2,5,140,26.2043
1975,1,3,1,151,12.3618
1975,1,3,2,162,12.8258
1975,1,3,3,151,16.1932
1975,1,3,4,167,15.7358
1975,1,3,5,157,16.6812
1975,2,1,1,235,5.2152
1975,2,1,2,201,4.7350
1975,2,1,3,227,1.6313
1975,2,1,4,288,2.1168
1975,2,1,5,318,4.7559
1975,2,2,1,131,7.0651
1975,2,2,2,111,4.0637
1975,2,2,3,137,5.6277
1975,2,2,4,152,3.5712
1975,2,2,5,142,5.8627
1975,2,3,1,153,7.5470
1975,2,3,2,166,8.6536
1975,2,3,3,156,9.7513
1975,2,3,4,170,6.7503
1975,2,3,5,160,5.6501
1975,3,1,1,237,11.7546
1975,3,1,2,214,11.2186
1975,3,1,3,231,11.3777
1975,3,1,4,285,10.5140
1975,3,1,5,322,12.5710
1975,3,2,1,131,5.2912
1975,3,2,2,113,8.7530
1975,3,2,3,138,7.9012
1975,3,2,4,153,7.6471
1975,3,2,5,141,9.0195
1975,3,3,1,153,5.5825
1975,3,3,2,167,6.1904
1975,3,3,3,156,2.2508
1975,3,3,4,169,1.9537
1975,3,3,5,161,6.3495
1975,4,1,1,229,4.2703
1975,4,1,2,214,6.3402
1975,4,1,3,229,4.2652
1975,4,1,4,273,5.4895
1975,4,1,5,324,2.8256
1975,4,2,1,129,3.4434
1975,4,2,2,109,6.0449
1975,4,2,3,134,3.8310
1975,4,2,4,150,4.9438
1975,4,2,5,142,5.5713
1975,4,3,1,152,5.6749
1975,4,3,2,165,7.7204
1975,4,3,3,158,5.8043
1975,4,3,4,168,3.5283
1975,4,3,5,157,4.0658
1975,5,1,1,243,6.6479
1975,5,1,2,252,9.4902
1975,5,1,3,271,9.8629
1975,5,1,4,316,8.4675
1975,5,1,5,344,7.6628
1975,5,2,1,145,10.9688
1975,5,2,2,133,10.0043
1975,5,2,3,151,7.4461
1975,5,2,4,176,7.1805
1975,5,2,5,165,5.4465
1975,5,3,1,170,5.0128
1975,5,3,2,208,4.2588
1975,5,3,3,201,3.5753
1975,5,3,4,200,5.8095
1975,5,3,5,183,5.7244
1975,6,1,1,256,10.4113
1975,6,1,2,274,8.2831
1975,6,1,3,287,8.4695
1975,6,1,4,326,9.4244
1975,6,1,5,348,8.7454
1975,6,2,1,149,4.0612
1975,6,2,2,136,7.0264
1975,6,2,3,155,8.9086
1975,6,2,4,184,9.0081
1975,6,2,5,172,5.0303
1975,6,3,1,172,6.0679
1975,6,3,2,209,4.9522
1975,6,3,3,207,6.4363
1975,6,3,4,201,6.0857
1975,6,3,5,187,4.7363
1975,7,1,1,256,-3.4655
1975,7,1,2,277,-3.6489
1975,7,1,3,294,-4.2936
1975,7,1,4,331,-2.5947
1975,7,1,5,345,0.3492
1975,7,2,1,150,-5.4260
1975,7,2,2,137,-4.3980
1975,7,2,3,156,-3.1382
1975,7,2,4,184,-3.2035
1975,7,2,5,173,-3.2835
1975,7,3,1,170,-7.2717
1975,7,3,2,209,-8.0433
1975,7,3,3,210,-5.7942
1975,7,3,4,204,-5.5384
1975,7,3,5,183,-7.0640
1975,8,1,1,260,-7.1074
1975,8,1,2,282,-6.3638
1975,8,1,3,308,-6.0025
1975,8,1,4,342,-7.0567
1975,8,1,5,344,-5.5956
1975,8,2,1,151,-5.5644
1975,8,2,2,151,-6.1783
1975,8,2,3,160,-5.3311
1975,8,2,4,189,-4.1477
1975,8,2,5,179,-3.2062
1975,8,3,1,175,-3.7146
1975,8,3,2,220,-1.8350
1975,8,3,3,223,-1.3734
1975,8,3,4,212,-1.6546
1975,8,3,5,184,-2.2909
1975,9,1,1,260,-4.5395
1975,9,1,2,282,-2.5870
1975,9,1,3,331,-3.3106
1975,9,1,4,351,-2.6419
1975,9,1,5,348,-3.5394
1975,9,2,1,153,-5.5496
1975,9,2,2,151,-4.2918
1975,9,2,3,164,-2.8529
1975,9,2,4,193,-2.4603
1975,9,2,5,181,-2.7021
1975,9,3,1,177,-5.3792
1975,9,3,2,222,-4.4242
1975,9,3,3,226,-1.4637
1975,9,3,4,216,-2.7053
1975,9,3,5,180,-2.5505
1975,10,1,1,244,-0.4342
1975,10,1,2,250,1.5335
1975,10,1,3,300,3.6974
1975,10,1,4,301,2.8964
1975,10,1,5,321,3.0963
1975,10,2,1,140,0.7171
1975,10,2,2,137,2.9536
1975,10,2,3,145,2.5968
1975,10,2,4,159,5.2070
1975,10,2,5,169,4.8928
1975,10,3,1,164,3.5980
1975,10,3,2,191,7.3249
1975,10,3,3,198,6.7384
1975,10,3,4,187,8.0950
1975,10,3,5,174,6.7591
1975,11,1,1,247,0.9745
1975,11,1,2,262,2.2819
1975,11,1,3,302,3.0301
1975,11,1,4,297,3.5253
1975,11,1,5,336,5.2972
1975,11,2,1,148,2.9402
1975,11,2,2,142,4.3228
1975,11,2,3,151,3.5438
1975,11,2,4,158,2.4859
1975,11,2,5,180,3.6245
1975,11,3,1,171,2.9652
1975,11,3,2,199,3.8403
1975,11,3,3,203,3.5481
1975,11,3,4,193,2.7516
1975,11,3,5,178,2.2061
1975,12,1,1,252,-2.0585
1975,12,1,2,266,-2.2987
1975,12,1,3,310,-1.2465
1975,12,1,4,302,-1.3066
1975,12,1,5,343,-1.7017
1975,12,2,1,151,0.1728
1975,12,2,2,142,-0.5662
1975,12,2,3,153,-2.1683
1975,12,2,4,161,-0.6128
1975,12,2,5,186,-1.2795
1975,12,3,1,172,0.1158
1975,12,3,2,199,-2.0070
1975,12,3,3,207,-0.8585
1975,12,3,4,196,-1.0957
1975,12,3,5,178,-1.3004
1976,1,1,1,243,27.2508
1976,1,1,2,255,27.8125
1976,1,1,3,310,25.4278
1976,1,1,4,300,24.8326
1976,1,1,5,352,22.7745
1976,1,2,1,149,18.7243
1976,1,2,2,136,21.0155
1976,1,2,3,148,22.1718
1976,1,2,4,160,23.2376
1976,1,2,5,187,19.0961
1976,1,3,1,169,15.7195
1976,1,3,2,199,14.3016
1976,1,3,3,203,14.2747
1976,1,3,4,201,13.0796
1976,1,3,5,178,7.8434
1976,2,1,1,232,14.3797
1976,2,1,2,234,13.9815
1976,2,1,3,300,12.9415
1976,2,1,4,291,13.5654
1976,2,1,5,342,12.9258
1976,2,2,1,151,8.4440
1976,2,2,2,137,8.5662
1976,2,2,3,159,8.8904
1976,2,2,4,164,8.5500
1976,2,2,5,194,4.2720
1976,2,3,1,172,0.6921
1976,2,3,2,203,0.1167
1976,2,3,3,207,0.5182
1976,2,3,4,205,-0.2062
1976,2,3,5,181,-0.8671
1976,3,1,1,247,-0.7600
1976,3,1,2,261,-0.2436
1976,3,1,3,334,1.8692
1976,3,1,4,311,1.1491
1976,3,1,5,362,2.4509
1976,3,2,1,158,2.4871
1976,3,2,2,140,1.8028
1976,3,2,3,163,0.5705
1976,3,2,4,170,0.9650
1976,3,2,5,199,1.6950
1976,3,3,1,172,2.7624
1976,3,3,2,205,2.2213
1976,3,3,3,217,2.9749
1976,3,3,4,207,3.4534
1976,3,3,5,185,3.7171
1976,4,1,1,226,-2.2973
1976,4,1,2,239,-1.7194
1976,4,1,3,313,-1.5347
1976,4,1,4,301,-1.7826
1976,4,1,5,346,-3.2672
1976,4,2,1,157,0.0652
1976,4,2,2,138,-0.2421
1976,4,2,3,160,-0.4032
1976,4,2,4,165,-1.8266
1976,4,2,5,193,-1.9120
1976,4,3,1,166,-1.1764
1976,4,3,2,196,-1.9318
1976,4,3,3,211,-1.7796
1976,4,3,4,204,0.2158
1976,4,3,5,186,-0.7607
1976,5,1,1,240,-2.7766
1976,5,1,2,270,-2.2795
1976,5,1,3,345,-2.5138
1976,5,1,4,333,-3.5875
1976,5,1,5,368,-4.4430
1976,5,2,1,161,0.6461
1976,5,2,2,147,-1.0949
1976,5,2,3,169,-2.2507
1976,5,2,4,178,-2.7407
1976,5,2,5,197,-2.5684
1976,5,3,1,179,0.2993
1976,5,3,2,207,-2.1594
1976,5,3,3,234,0.5566
1976,5,3,4,213,-0.0931
1976,5,3,5,183,-0.3678
1976,6,1,1,249,6.0271
1976,6,1,2,286,4.8250
1976,6,1,3,357,2.5560
1976,6,1,4,339,4.1268
1976,6,1,5,373,3.4127
1976,6,2,1,167,6.3327
1976,6,2,2,154,3.6535
1976,6,2,3,178,6.2678
1976,6,2,4,185,5.1514
1976,6,2,5,201,3.5417
1976,6,3,1,179,4.0164
1976,6,3,2,208,2.3019
1976,6,3,3,233,5.4977
1976,6,3,4,215,5.7251
1976,6,3,5,177,4.6105
1976,7,1,1,244,0.5736
1976,7,1,2,272,0.0594
1976,7,1,3,342,0.3737
1976,7,1,4,339,-0.0979
1976,7,1,5,368,-0.7852
1976,7,2,1,157,-0.4292
1976,7,2,2,152,0.2721
1976,7,2,3,170,0.3535
1976,7,2,4,177,-1.6203
1976,7,2,5,192,-0.5030
1976,7,3,1,178,-2.1469
1976,7,3,2,203,-1.5071
1976,7,3,3,226,-1.2908
1976,7,3,4,208,-1.1361
1976,7,3,5,169,-0.7076
1976,8,1,1,248,-3.3212
1976,8,1,2,285,-2.9152
1976,8,1,3,349,-2.3714
1976,8,1,4,346,-2.8901
1976,8,1,5,386,-2.7764
1976,8,2,1,164,-3.4916
1976,8,2,2,160,-2.1413
1976,8,2,3,181,-2.8851
1976,8,2,4,191,-2.3176
1976,8,2,5,195,-1.7390
1976,8,3,1,183,-0.9853
1976,8,3,2,210,-0.5375
1976,8,3,3,232,-1.4321
1976,8,3,4,215,-0.4508
1976,8,3,5,173,0.7611
1976,9,1,1,216,3.2485
