year,month,rank_ME,rank_OLq_6,nstocks,ret_vw
1973,1,1,1,26,0.9931
1973,1,1,2,19,-3.5033
1973,1,1,3,26,-6.2175
1973,1,1,4,22,-0.5787
1973,1,1,5,41,-6.1630
1973,1,2,1,7,-9.9058
1973,1,2,2,8,-7.6098
1973,1,2,3,10,-6.4957
1973,1,2,4,13,-8.0326
1973,1,2,5,13,-7.4109
1973,1,3,1,12,-10.0612
1973,1,3,2,18,-3.7523
1973,1,3,3,10,-4.0862
1973,1,3,4,10,-6.8566
1973,1,3,5,10,-1.5716
1973,2,1,1,33,-11.4369
1973,2,1,2,34,-10.6421
1973,2,1,3,33,-9.7891
1973,2,1,4,36,-12.7888
1973,2,1,5,65,-9.0481
1973,2,2,1,13,-7.0275
1973,2,2,2,13,-12.9508
1973,2,2,3,15,-9.5566
1973,2,2,4,19,-8.3432
1973,2,2,5,17,-9.0326
1973,2,3,1,18,-6.5855
1973,2,3,2,26,-7.6796
1973,2,3,3,19,-3.3401
1973,2,3,4,16,-5.6207
1973,2,3,5,15,-7.0895
1973,3,1,1,37,-1.1116
1973,3,1,2,40,-5.2992
1973,3,1,3,39,-2.5008
1973,3,1,4,47,-3.2857
1973,3,1,5,79,-1.7137
1973,3,2,1,14,-3.9452
1973,3,2,2,16,-2.7474
1973,3,2,3,19,-6.3802
1973,3,2,4,20,-1.7095
1973,3,2,5,22,-6.7393
1973,3,3,1,23,-3.4560
1973,3,3,2,31,-2.6245
1973,3,3,3,23,-4.5221
1973,3,3,4,17,-4.5071
1973,3,3,5,19,-3.4338
1973,4,1,1,44,-6.9563
1973,4,1,2,46,-10.7300
1973,4,1,3,45,-10.2276
1973,4,1,4,54,-11.4768
1973,4,1,5,92,-8.8177
1973,4,2,1,16,-15.1710
1973,4,2,2,17,-10.1530
1973,4,2,3,23,-9.8987
1973,4,2,4,21,-1.2133
1973,4,2,5,25,-10.5431
1973,4,3,1,23,-4.6422
1973,4,3,2,35,-9.3533
1973,4,3,3,23,-6.3946
1973,4,3,4,21,-8.7431
1973,4,3,5,21,-8.4890
1973,5,1,1,88,-11.6028
1973,5,1,2,129,-10.8040
1973,5,1,3,114,-9.4163
1973,5,1,4,178,-11.7621
1973,5,1,5,250,-11.0968
1973,5,2,1,75,-8.6349
1973,5,2,2,58,-10.1436
1973,5,2,3,71,-11.6949
1973,5,2,4,69,-7.6887
1973,5,2,5,84,-8.4536
1973,5,3,1,138,-4.9732
1973,5,3,2,119,-1.7455
1973,5,3,3,95,-2.0821
1973,5,3,4,79,-3.9087
1973,5,3,5,66,-3.9657
1973,6,1,1,101,-3.8724
1973,6,1,2,149,-4.8911
1973,6,1,3,138,-4.9223
1973,6,1,4,201,-4.3135
1973,6,1,5,289,-2.6906
1973,6,2,1,81,-6.2555
1973,6,2,2,66,-6.4297
1973,6,2,3,78,-4.8632
1973,6,2,4,82,-2.7455
1973,6,2,5,99,-6.0244
1973,6,3,1,143,0.1605
1973,6,3,2,129,-1.9985
1973,6,3,3,106,-2.6146
1973,6,3,4,90,-4.1980
1973,6,3,5,83,-5.9100
1973,7,1,1,81,10.9531
1973,7,1,2,144,16.2989
1973,7,1,3,124,15.3277
1973,7,1,4,198,14.0132
1973,7,1,5,281,14.3339
1973,7,2,1,77,13.3162
1973,7,2,2,67,17.7087
1973,7,2,3,77,15.8147
1973,7,2,4,77,10.2669
1973,7,2,5,99,9.0128
1973,7,3,1,139,7.1165
1973,7,3,2,120,8.7526
1973,7,3,3,102,9.7148
1973,7,3,4,86,8.5612
1973,7,3,5,84,14.4855
1973,8,1,1,104,-5.4977
1973,8,1,2,159,-6.6209
1973,8,1,3,142,-6.4297
1973,8,1,4,219,-7.7860
1973,8,1,5,275,-6.0348
1973,8,2,1,89,-4.1954
1973,8,2,2,77,-4.4696
1973,8,2,3,80,-4.7327
1973,8,2,4,85,-2.9280
1973,8,2,5,99,-2.5352
1973,8,3,1,147,-1.3835
1973,8,3,2,122,-3.1466
1973,8,3,3,110,-1.5849
1973,8,3,4,93,-3.7752
1973,8,3,5,83,-2.4610
1973,9,1,1,113,14.9593
1973,9,1,2,173,8.7672
1973,9,1,3,156,10.6812
1973,9,1,4,233,8.9698
1973,9,1,5,272,7.6881
1973,9,2,1,92,11.8444
1973,9,2,2,80,16.4995
1973,9,2,3,85,13.6973
1973,9,2,4,86,9.7282
1973,9,2,5,98,9.9954
1973,9,3,1,148,7.7335
1973,9,3,2,119,1.1974
1973,9,3,3,112,7.3565
1973,9,3,4,97,6.0384
1973,9,3,5,82,7.9694
1973,10,1,1,112,5.3588
1973,10,1,2,162,2.5533
1973,10,1,3,145,-0.3864
1973,10,1,4,224,-2.9955
1973,10,1,5,264,-2.2879
1973,10,2,1,90,4.9998
1973,10,2,2,76,-0.1161
1973,10,2,3,79,-1.5169
1973,10,2,4,83,-2.2754
1973,10,2,5,100,-1.4407
1973,10,3,1,142,2.5901
1973,10,3,2,110,-1.4481
1973,10,3,3,102,-0.9827
1973,10,3,4,97,-1.8288
1973,10,3,5,78,-5.7971
1973,11,1,1,135,-16.6488
1973,11,1,2,161,-18.5911
1973,11,1,3,151,-23.9771
1973,11,1,4,227,-23.4061
1973,11,1,5,250,-20.5829
1973,11,2,1,99,-15.6193
1973,11,2,2,78,-18.6071
1973,11,2,3,77,-23.0415
1973,11,2,4,81,-24.8596
1973,11,2,5,95,-18.9570
1973,11,3,1,148,-11.2503
1973,11,3,2,116,-12.6072
1973,11,3,3,97,-16.5120
1973,11,3,4,90,-17.6365
1973,11,3,5,74,-17.1313
1973,12,1,1,139,-5.9220
1973,12,1,2,165,-5.0859
1973,12,1,3,155,-6.0079
1973,12,1,4,223,-8.6257
1973,12,1,5,235,-6.5628
1973,12,2,1,102,3.8327
1973,12,2,2,73,-2.1448
1973,12,2,3,80,-2.1870
1973,12,2,4,83,-3.0222
1973,12,2,5,92,-5.6697
1973,12,3,1,152,4.5147
1973,12,3,2,117,-1.8106
1973,12,3,3,96,-0.7103
1973,12,3,4,88,0.0953
1973,12,3,5,69,-0.2115
1974,1,1,1,94,17.6880
1974,1,1,2,84,15.1125
1974,1,1,3,79,13.9756
1974,1,1,4,99,16.5127
1974,1,1,5,101,16.4039
1974,1,2,1,57,6.3860
1974,1,2,2,37,9.7516
1974,1,2,3,32,11.1507
1974,1,2,4,35,11.2134
1974,1,2,5,39,11.4262
1974,1,3,1,63,-1.9265
1974,1,3,2,31,1.9387
1974,1,3,3,34,0.2865
1974,1,3,4,31,4.3306
1974,1,3,5,20,8.1165
1974,2,1,1,80,-3.5001
1974,2,1,2,91,1.6551
1974,2,1,3,74,-2.2873
1974,2,1,4,100,-2.6184
1974,2,1,5,117,-0.0913
1974,2,2,1,57,-2.6082
1974,2,2,2,36,0.2258
1974,2,2,3,33,-3.2497
1974,2,2,4,36,1.1155
1974,2,2,5,39,1.4322
1974,2,3,1,70,0.6155
1974,2,3,2,30,0.4523
1974,2,3,3,30,-2.1263
1974,2,3,4,28,-1.0812
1974,2,3,5,22,-0.9090
1974,3,1,1,78,1.8220
1974,3,1,2,93,-3.2208
1974,3,1,3,79,1.9299
1974,3,1,4,96,3.4389
1974,3,1,5,127,3.7197
1974,3,2,1,55,-0.3219
1974,3,2,2,33,-2.2194
1974,3,2,3,37,-1.3278
1974,3,2,4,35,0.2504
1974,3,2,5,36,0.4404
1974,3,3,1,72,-3.0725
1974,3,3,2,34,-1.5033
1974,3,3,3,32,1.9674
1974,3,3,4,28,-2.6025
1974,3,3,5,20,4.2705
1974,4,1,1,74,-9.8468
1974,4,1,2,94,-5.7489
1974,4,1,3,83,-4.1898
1974,4,1,4,91,-5.4960
1974,4,1,5,131,-4.9323
1974,4,2,1,56,-6.5496
1974,4,2,2,32,-3.4960
1974,4,2,3,33,-8.0991
1974,4,2,4,35,-4.5865
1974,4,2,5,33,-8.5118
1974,4,3,1,69,-5.4676
1974,4,3,2,37,-4.4243
1974,4,3,3,31,-1.9729
1974,4,3,4,29,-2.0490
1974,4,3,5,22,-6.7642
1974,5,1,1,100,-8.3564
1974,5,1,2,149,-8.5825
1974,5,1,3,153,-6.0990
1974,5,1,4,188,-7.4383
1974,5,1,5,300,-8.4451
1974,5,2,1,95,-8.2565
1974,5,2,2,74,-4.4619
1974,5,2,3,74,-6.4493
1974,5,2,4,86,-7.8846
1974,5,2,5,96,-7.4418
1974,5,3,1,167,-7.9565
1974,5,3,2,120,0.0607
1974,5,3,3,104,-2.8088
1974,5,3,4,81,-5.1292
1974,5,3,5,65,-4.2576
1974,6,1,1,88,-5.6107
1974,6,1,2,161,-1.7943
1974,6,1,3,171,-3.4386
1974,6,1,4,219,-0.3996
1974,6,1,5,334,-2.4961
1974,6,2,1,95,-4.8750
1974,6,2,2,81,-2.1808
1974,6,2,3,80,-3.6031
1974,6,2,4,95,-0.2854
1974,6,2,5,108,-1.4355
